标题,browser,字段1,价格,status,字段2
【微信代运营】微信代运营,305人,1人,¥5500,圆满完成,直接雇佣
【品牌策划】品牌全案,141人,1人,¥3500,圆满完成,直接雇佣
,,,,,
【整合营销】猩机械周末庆策划,365人,1人,¥5000,圆满完成,直接雇佣
【APP推广】华欧曼亚app推广（阶段四）,142人,1人,¥9000,圆满完成,直接雇佣
【APP推广】华欧曼亚app推广（阶段三）,96人,1人,¥9000,圆满完成,直接雇佣
【APP推广】华欧曼亚app推广（阶段二）,227人,1人,¥9000,圆满完成,直接雇佣
【APP推广】华欧曼亚app推广,102人,1人,¥9000,圆满完成,直接雇佣
【品牌策划】章鱼宝宝,365人,1人,¥20000,圆满完成,直接雇佣
【APP推广】注册,267人,1人,¥360,圆满完成,直接雇佣
【品牌策划】双音贝贝,305人,1人,¥20000,圆满完成,直接雇佣
【微信推广】精准行业代加优质群发,243人,1人,¥100,圆满完成,直接雇佣
【微信推广】朋友圈直发,493人,1人,¥100,圆满完成,直接雇佣
【产品推广】论坛发帖，手工操作，可带链接，联系方式，图片,648人,1人,¥100,圆满完成,直接雇佣
【品牌策划】鱼谷洞乡,162人,1人,¥20000,圆满完成,直接雇佣
【微信推广】微信个人朋友圈大号推广普通微信朋友圈推广分享转发朋友圈,453人,1人,¥10,圆满完成,直接雇佣
【品牌策划】品牌全案,142人,1人,¥5700,圆满完成,直接雇佣
【微信代运营】微信代运营,336人,1人,¥3500,圆满完成,直接雇佣
【APP推广】百度百科,229人,1人,¥2500,圆满完成,直接雇佣
【微信代运营】品牌全案,252人,1人,¥4200,圆满完成,直接雇佣
【品牌策划】商业计划书,249人,1人,¥6800,圆满完成,直接雇佣
【品牌策划】品牌全案,76人,1人,¥3500,圆满完成,直接雇佣
【视频推广】女鞋铺短视频拍摄（4）,684人,1人,¥8000,圆满完成,直接雇佣
【视频推广】女鞋铺短视频拍摄（4）,377人,1人,¥8000,圆满完成,直接雇佣
【视频推广】女鞋铺短视频拍摄（3）,295人,1人,¥7000,圆满完成,直接雇佣
【视频推广】女鞋铺短视频拍摄（1）,550人,1人,¥7000,圆满完成,直接雇佣
【视频推广】女鞋铺短视频拍摄（1）,275人,1人,¥5000,圆满完成,直接雇佣
【微信代运营】微信代运营,243人,1人,¥6800,圆满完成,直接雇佣
【品牌策划】品牌全案,219人,1人,¥5500,圆满完成,直接雇佣
【微信代运营】微信代运营,222人,1人,¥4700,圆满完成,直接雇佣
【APP推广】百度百科,221人,1人,¥3500,圆满完成,直接雇佣
【品牌策划】品牌全案,427人,1人,¥3500,圆满完成,直接雇佣
【APP推广】QQ群推广,290人,1人,¥100,圆满完成,直接雇佣
,,,,,
【网店推广】朋友圈代运营,958人,1人,¥7506,圆满完成,直接雇佣
【活动策划】宣传推广文案,320人,1人,¥600,圆满完成,直接雇佣
【微信代运营】新媒体月度季度年度微信代运营传播推送内容撰写软文,244人,1人,¥3000,圆满完成,直接雇佣
【微信代运营】微信代运营,127人,1人,¥3573,圆满完成,直接雇佣
【APP推广】百度百科,208人,1人,¥1800,圆满完成,直接雇佣
【品牌策划】品牌全案,172人,1人,¥3500,圆满完成,直接雇佣
【微信代运营】朋友圈代运营,298人,1人,¥5300,圆满完成,直接雇佣
【品牌策划】品牌全案,151人,1人,¥3700,圆满完成,直接雇佣
【APP推广】百度百科,191人,1人,¥4200,圆满完成,直接雇佣
【品牌策划】商业计划书,108人,1人,¥6000,圆满完成,直接雇佣
【品牌策划】品牌全案,151人,1人,¥4500,圆满完成,直接雇佣
【微信代运营】公众号代运营,172人,1人,¥3000,圆满完成,直接雇佣
【品牌策划】品牌策划,301人,1人,¥2000,圆满完成,直接雇佣
【整合营销】活动营销推广方案,307人,1人,¥2000,圆满完成,直接雇佣
【微信代运营】朋友圈代运营,124人,1人,¥6700,圆满完成,直接雇佣
【品牌策划】品牌全案,71人,1人,¥4800,圆满完成,直接雇佣
【品牌策划】百度百科,217人,1人,¥5500,圆满完成,直接雇佣
【品牌策划】品牌全案,211人,1人,¥3500,圆满完成,直接雇佣
【微信推广】微信转发,425人,1人,¥200,圆满完成,直接雇佣
【微信推广】微信群转发，直发,247人,1人,¥100,圆满完成,直接雇佣
【APP推广】百度百科,240人,1人,¥5500,圆满完成,直接雇佣
【品牌策划】品牌全案,95人,1人,¥4500,圆满完成,直接雇佣
【微信推广】朋友圈转发，直发,244人,1人,¥200,圆满完成,直接雇佣
【微信代运营】朋友圈代运营,313人,1人,¥5200,圆满完成,直接雇佣
【微信代运营】微信代运营,406人,1人,¥4800,圆满完成,直接雇佣
【品牌策划】品牌全案,72人,1人,¥6500,圆满完成,直接雇佣
【口碑营销】百度百科,131人,1人,¥2500,圆满完成,直接雇佣
【品牌策划】可行性研究报告,202人,1人,¥3000,圆满完成,直接雇佣
【品牌策划】品牌全案,111人,1人,¥3500,圆满完成,直接雇佣
【产品推广】数据分析汇总反馈,779人,1人,¥14238,圆满完成,直接雇佣
,,,,,
【网店推广】全网整合营销,391人,1人,¥9000,圆满完成,直接雇佣
【口碑营销】百度百科,244人,1人,¥2800,圆满完成,直接雇佣
【品牌策划】餐饮商业计划书,113人,1人,¥6000,圆满完成,直接雇佣
【品牌策划】服装品牌全案,109人,1人,¥5200,圆满完成,直接雇佣
【关键词优化】千城千站SEO站群优化系统（标准版）,347人,1人,¥12800,圆满完成,直接雇佣
【活动策划】兰州开业庆典,359人,1人,¥5000,圆满完成,直接雇佣
【口碑营销】百科制作,416人,1人,¥900,圆满完成,直接雇佣
【微信推广】微信公众号增粉,313人,1人,¥65,圆满完成,直接雇佣
【微信代运营】微博代运营,206人,1人,¥6600,圆满完成,直接雇佣
【微信代运营】微信代运营,206人,1人,¥4600,圆满完成,直接雇佣
【微信代运营】商业计划书,262人,1人,¥6000,圆满完成,直接雇佣
【品牌策划】活动策划,117人,1人,¥2000,圆满完成,直接雇佣
【品牌策划】商业计划书,139人,1人,¥3000,圆满完成,直接雇佣
【品牌策划】品牌全案,173人,1人,¥3500,圆满完成,直接雇佣
【口碑营销】百科制作,259人,1人,¥900,圆满完成,直接雇佣
【微信推广】需求别人添加我的微信,584人,1人,¥70,圆满完成,直接雇佣
【口碑营销】百科,326人,1人,¥1000,圆满完成,直接雇佣
【品牌策划】品牌全案,257人,1人,¥4500,圆满完成,直接雇佣
【品牌策划】品牌全案,60人,1人,¥3500,圆满完成,直接雇佣
【网站优化方案】网站优化,1575人,1人,¥1000,圆满完成,直接雇佣
【APP推广】app下载注册,210人,1人,¥40,圆满完成,直接雇佣
【APP推广】app推广,318人,1人,¥3000,圆满完成,直接雇佣
【APP推广】神马实惠app推广服务,189人,1人,¥2000,圆满完成,直接雇佣
【品牌策划】活动策划,172人,1人,¥2800,圆满完成,直接雇佣
【品牌策划】品牌全案,232人,1人,¥4500,圆满完成,直接雇佣
【微信代运营】百度百科,253人,1人,¥3500,圆满完成,直接雇佣
【微信代运营】微信代运营,320人,1人,¥2700,圆满完成,直接雇佣
【品牌策划】品牌全案,117人,1人,¥3500,圆满完成,直接雇佣
【APP推广】蚂蚁短视频,362人,1人,¥10,圆满完成,直接雇佣
【视频推广】抖音视频推广,933人,1人,¥4100,圆满完成,直接雇佣
,,,,,
【品牌策划】品牌全案,124人,1人,¥5200,圆满完成,直接雇佣
【APP推广】搜狗百科,236人,1人,¥4500,圆满完成,直接雇佣
【微信代运营】微信代运营,164人,1人,¥4800,圆满完成,直接雇佣
【品牌策划】活动策划,134人,1人,¥3000,圆满完成,直接雇佣
【品牌策划】品牌全案,90人,1人,¥3500,圆满完成,直接雇佣
【品牌策划】品牌全案,81人,1人,¥2700,圆满完成,直接雇佣
【APP推广】商业计划书,185人,1人,¥4800,圆满完成,直接雇佣
【APP推广】百度百科,118人,1人,¥3800,圆满完成,直接雇佣
【微信代运营】商业计划书,147人,1人,¥3000,圆满完成,直接雇佣
【微信代运营】品牌全案,131人,1人,¥3400,圆满完成,直接雇佣
【微信代运营】微信代运营,266人,1人,¥2300,圆满完成,直接雇佣
【口碑营销】广告营销,691人,1人,¥10000,圆满完成,直接雇佣
【APP推广】百度百科,180人,1人,¥2200,圆满完成,直接雇佣
【品牌策划】品牌全案,167人,1人,¥2600,圆满完成,直接雇佣
【品牌策划】商业计划书,174人,1人,¥3000,圆满完成,直接雇佣
【口碑营销】百度百科创建,66人,1人,¥2200,圆满完成,直接雇佣
【品牌策划】品牌全案,66人,1人,¥3800,圆满完成,直接雇佣
【关键词优化】小程序商城版,245人,1人,¥4797,圆满完成,直接雇佣
【关键词优化】小程序商城版,317人,1人,¥1599,圆满完成,直接雇佣
【关键词优化】千城千站SEO站群优化系统（标准版）,391人,1人,¥9800,圆满完成,直接雇佣
【品牌策划】品牌全案,87人,1人,¥3200,圆满完成,直接雇佣
【品牌策划】品牌全案,70人,1人,¥5200,圆满完成,直接雇佣
【品牌策划】商业计划书,64人,1人,¥3400,圆满完成,直接雇佣
【品牌策划】鱼骨董香,149人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】商业计划书,130人,1人,¥3000,圆满完成,直接雇佣
【品牌策划】品牌全案,194人,1人,¥3800,圆满完成,直接雇佣
【品牌策划】章鱼摆摆zhw,117人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】鱼骨董香zhw,112人,1人,¥20000,圆满完成,直接雇佣
【活动策划】交房活动,381人,1人,¥20000,圆满完成,直接雇佣
【活动策划】交房活动,472人,1人,¥35000,圆满完成,直接雇佣
,,,,,
【品牌策划】品牌全案,117人,1人,¥1800,圆满完成,直接雇佣
【微信代运营】公众号代运营,274人,1人,¥2400,圆满完成,直接雇佣
【品牌策划】品牌全案,152人,1人,¥2800,圆满完成,直接雇佣
【其他付费推广】自媒体营销,432人,1人,¥200,圆满完成,直接雇佣
【APP推广】百度百科创建,160人,1人,¥4500,圆满完成,直接雇佣
【APP推广】百度百科创建,150人,1人,¥2500,圆满完成,直接雇佣
【活动策划】【京盛品牌】品牌升级,581人,1人,¥4999,圆满完成,直接雇佣
【关键词优化】五站合一分销版三年套餐,129人,1人,¥16800,圆满完成,直接雇佣
【关键词优化】网站优化 SEO优化 SEO站群优化系统（标准版）,480人,1人,¥9800,圆满完成,直接雇佣
【品牌策划】章鱼摆摆ZHW,129人,1人,¥20000,圆满完成,直接雇佣
【活动策划】房地产住宅项目找品牌全案机构,665人,1人,¥1000,圆满完成,直接雇佣
【产品推广】网络推广,547人,1人,¥9700,圆满完成,直接雇佣
【视频推广】让人有食欲的视频,344人,1人,¥4200,圆满完成,直接雇佣
【视频推广】视频营销,217人,1人,¥4500,圆满完成,直接雇佣
【视频推广】视频推广营销,916人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】餐饮,415人,1人,¥20000,圆满完成,直接雇佣
【视频推广】眼光，食欲,322人,1人,¥3500,圆满完成,直接雇佣
【品牌策划】logo设计,464人,1人,¥2000,圆满完成,直接雇佣
【视频推广】视频制作,396人,1人,¥3200,圆满完成,直接雇佣
【品牌策划】品牌全案,301人,1人,¥9800,圆满完成,直接雇佣
【品牌策划】品牌全案,97人,1人,¥6500,圆满完成,直接雇佣
【品牌策划】鱼谷洞乡,149人,1人,¥24500,圆满完成,直接雇佣
【品牌策划】品牌文化,99人,1人,¥9800,圆满完成,直接雇佣
【品牌策划】品牌全案,102人,1人,¥8500,圆满完成,直接雇佣
【产品推广】电话营销 呼叫中心-AI智能电话语音机器人,336人,1人,¥15800,圆满完成,直接雇佣
【品牌策划】鱼谷洞乡,146人,1人,¥20500,圆满完成,直接雇佣
【微信代运营】微信公众账号推广第一期,622人,1人,¥61000,圆满完成,直接雇佣
【微信代运营】微信公众账号代运营二期,162人,1人,¥30000,圆满完成,直接雇佣
【微信代运营】微信公众账号代运营,433人,1人,¥40000,圆满完成,直接雇佣
【微信推广】微信公众号推广,270人,1人,¥4900,圆满完成,直接雇佣
,,,,,
【关键词优化】小程序分销版（含一次性定制费1500）,333人,1人,¥5496,圆满完成,直接雇佣
【关键词优化】千站SEO站群优化系统（标准版）,317人,1人,¥9800,圆满完成,直接雇佣
【网站优化方案】微信小程序开发,156人,1人,¥34000,圆满完成,直接雇佣
【网站优化方案】网站优化推广方案二期,470人,1人,¥50000,圆满完成,直接雇佣
【微信代运营】微信代运营,157人,1人,¥2500,圆满完成,直接雇佣
【品牌策划】品牌全案,106人,1人,¥5500,圆满完成,直接雇佣
【视频推广】视频拍摄,278人,1人,¥4500,圆满完成,直接雇佣
【网站优化方案】网站推广优化方案,191人,1人,¥31000,圆满完成,直接雇佣
【品牌策划】品牌全案,114人,1人,¥4200,圆满完成,直接雇佣
【微信代运营】微信代运营,184人,1人,¥3500,圆满完成,直接雇佣
【网站优化方案】网站推广优化方案二期,405人,1人,¥50000,圆满完成,直接雇佣
【网站优化方案】网站推广优化方案,364人,1人,¥50000,圆满完成,直接雇佣
【视频推广】视频拍摄发布,323人,1人,¥4800,圆满完成,直接雇佣
【产品推广】营销推广方案,367人,1人,¥30000,圆满完成,直接雇佣
【淘宝/天猫代运营】营销方案推广,401人,1人,¥30000,圆满完成,直接雇佣
【视频推广】视频拍摄发布,278人,1人,¥5000,圆满完成,直接雇佣
【APP推广】贝壳网下载注册，一稿4元,345人,1人,¥800,圆满完成,直接雇佣
【微信代运营】朋友圈代运营,396人,1人,¥2000,圆满完成,直接雇佣
【品牌策划】品牌全案,90人,1人,¥1300,圆满完成,直接雇佣
【品牌策划】品牌全案,96人,1人,¥4500,圆满完成,直接雇佣
【微信推广】微信群营销,324人,1人,¥150,圆满完成,直接雇佣
【微信代运营】微信公众号代运营二期,225人,1人,¥40000,圆满完成,直接雇佣
【微信代运营】微信公众号代运营,333人,1人,¥40000,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,405人,1人,¥30000,圆满完成,直接雇佣
【品牌策划】品牌全案,172人,1人,¥1500,圆满完成,直接雇佣
【微信代运营】微信代运营,133人,1人,¥4400,圆满完成,直接雇佣
【品牌策划】品牌全案,118人,1人,¥4500,圆满完成,直接雇佣
【营销解决方案】企业网站营销解决方案二期,429人,1人,¥40000,圆满完成,直接雇佣
【营销解决方案】企业网站营销解决方案,300人,1人,¥40000,圆满完成,直接雇佣
【活动策划】软装开发,616人,1人,¥9000,圆满完成,直接雇佣
