标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【小程序开发】干洗行业的小程序,https://task.epwk.com/1065894/,54人,1人,3000-5000元,圆满完成,,k1882****49,"称呼:王先生地区:贵阳市,贵阳市需求:干洗的套餐，在线预约，会员的充值有折扣，位置定位，倾向模版完成时间:近期预算:具体详聊",2023-12-04,2023.12.07,任务编号：1065894,3000.0,1天,湖南省-长沙市-岳麓区,长沙利奥软件有限公司,https://shop.epwk.com/09drj141353w/,长沙利奥软件有限公司,出售服务,https://shop.epwk.com/09drj141353w/chushou/,企业,六品,43分,,,长沙利奥软件有限公司,,微信/小程序开发,"￥1000
            /起",RPA流程自动化,"￥10000
            /起",APP个性化定制开发,"￥1000
            /起",,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【其他软件开发】扫描录入系统,https://task.epwk.com/1065857/,593人,6人,2万-5万元,圆满完成,,安心行,1、扫描图片后获取相关字段内同，并填充到H5页面2、对pdf文件进行固定格式的修改,2023-12-04,2024.02.01,任务编号：1065857,22000.0,"30天,15天,30天","上海市-市辖区-普陀区,湖北省-武汉市-江夏区,山东省-聊城市-市辖区",悦深科技2018,https://shop.epwk.com/9w56e49pwdv1/,悦深科技2018,出售服务,https://shop.epwk.com/9w56e49pwdv1/chushou/,企业,三品,95分,总 10 次中标，交易总金额,￥7.43万,悦深科技2018,,各类响应式网站开发,"￥80
            /小时",H5页面开发,"￥80
            /小时",各类人工智能api应用开发,"￥80
            /小时",网站中后台功能开发,"￥80
            /小时",微信小程序建设,"￥80
            /小时",电商网站开发,"￥80
            /小时",,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】婚恋交友公众号,https://task.epwk.com/1065530/,387人,9人,3000-5000元,圆满完成,,k3604****52,"称呼:唐先生地区:商丘市,商丘市需求:扫二维码可以进公众号登记相关资料信息；红娘可以看到信息进行匹配，注册会员后可以看到对方的信息联系方式；性价比高的技术对接，功能需求不需要太复杂完成时间:看沟通情况预算:2000备注：手机微信同号",2023-11-30,2023.12.29,任务编号：1065530,3000.0,"20天,15天,20天,7天","河南省-洛阳市,四川省-成都市-金牛区,河北省-邯郸市-市辖区,山东省-烟台市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【网站二次开发】按要求做一个网站的横幅flash,https://task.epwk.com/1065519/,260人,5人,1000元以内,圆满完成,,青灵,按要求做一个网站的横幅flash，有成品展示效果，可提供素材，按照提供的效果做功能如下：1、文字渐渐出现，翻动2、图片切换,2023-11-30,2023.12.07,任务编号：1065519,400.0,"1天,3天,4天","广东省-广州市-天河区,福建省-泉州市-南安市,湖南省-长沙市-芙蓉区",Heine工作室,https://shop.epwk.com/qgdmjo12rdke/,Heine工作室,出售服务,https://shop.epwk.com/qgdmjo12rdke/chushou/,工作室,九品,48分,,,Heine工作室,,小程序咨询设计开发,￥5000,,,,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】分销商城开发,https://task.epwk.com/1065250/,135人,1人,5000-10000元,圆满完成,,优汇Myzwy,1、支持多端使用，PC管理后台、微信小程序。2、服务端使用java，PC端使用vue，微信小程序使用uniapp。3、线上商城商品从上传到购买整体流程可灵活配置。4、支持多种分销奖励模式，有裂变分销模式。5、商品可使用微信支付、积分等多种方式支付，购买后可获得配置比例的积分奖励。6、分销商、会员均可以完成任务（转发到微信朋友圈、转发分享给微信好友、签到、互动等）的方式获得积分奖励。7、分销商有等级划分，不同等级分销利润分配比例可灵活设置。8、积分的价值可根据多个数值进行计算，如全平台购买费用、积分池总积分数量等进行灵活的变动。额外需求如下：1、代理模式：A购买商品后，拉B、C两人购买即满足代理条件，成为代理，B、C与A解除上下级关系，B、C后续购买商品不与A分佣，或者自己购买3次也成为代理，所以成为代理的条件就是自己或者自己下面的第一层购买总次数3次即可，A成为代理后拉来的人D购买可按层级进行抽取佣金，如果A拉来D的也拉了E、F两个人，D也成了代理，那么D就和A解除了关系，D拉来的E、F成为A（根节点，单链多级下的成为代理后，下面两个人都归根节点所有）下的被抽拥买家，相当于只要独立出去成为代理的，他下面的两个用户都归结给根节点。2、抽佣规则：佣金只能被自己或上级抽走，例如：代理模式中的A成为代理前，B购买产品，则给A进行比例分拥，A成为代理后，B再购买，则不产生佣金给A，佣金返回给B自己。D成为代理后，E购买产品，则佣金按不同比例（配置）分给A和E。3、积分模式：积分模式可配置启用或不启用。3.1、如果不启用，以上两个需求的分佣金额等值转化为积分给到用户，相当于1元=1积分；3.2、启用后，每个商品可配置购买后某个比例（可配置）金额进入资金池，买家购买后产生的积分根据资金池总额和所有用户积分总数进行计算出积分价值，在进行返还，每天变换一次积分价值，相当于前一天决定第二天的积分价值。例如第一天销售1000元，30%进入资金池，相当于第一天进入资金池的金额为300元，再设置一个转化积分的比例，例如70%转化成积分，相当于第一天获得的积分为30070%=210积分，当天的积分价值为300元/210积分=1.42元（保留小数点后两位，第三位以后的舍去），第二天给的积分价值为1.42元，600佣金的情况下，获得的积分数量为：60070%/1.42=295积分（向下取整），第三天给的积分价值为（300+600）/（210+295）=1.78元，后面每天以此类推。PS：以上规则中资金池以商家为单位，入池金额比例、第一天入池金额与积分比例的设置以商品为单位。4、会员等级：不同会员等级在现有规则基础上，增加一个积分强制退出的机制，不同等级的，强制结算积分价值不同，例如金牌等级的会员，积分价值达到xxx元时就强制结算积分，这部分积分申请提现，并划转到冻结积分中，提现的积分数量暂时冻结，在积分显示的位置要显示出当前总积分、冻结积分的数量，用户端和后台可看到申请、提现记录，申请单内容包含提现积分数量、提现前积分数量、等级、银行账户相关信息，后台可操作允许、拒绝，可填写原因，打款完成后点击完成按钮，扣除冻结积分数量。交付内容：系统所有源代码（无加密、编译后的不可修改的代码），系统功能说明书，数据库结构及文档，部署文档等。,2023-11-28,2023.12.27,任务编号：1065250,5700.0,15天,湖北省-襄樊市-樊城区,襄阳弘创中睿软件开发技术有限公司,https://shop.epwk.com/z2nkzrkz4nqy/,襄阳弘创中睿软件开发技术有限公司,出售服务,https://shop.epwk.com/z2nkzrkz4nqy/chushou/,企业,一品,42分,,,襄阳弘创中睿软件开发技术有限公司,,VUE+SpringBoot 架构源码,"￥1000
            /起",短视频渠道加粉小程序定制开发,"￥1000
            /起",微信小程序定制开发,"￥1000
            /起",CRM/ERP企业管理系统定制开发,"￥1000
            /起",APP定制开发,"￥1000
            /起",公众号定制开发,"￥1000
            /起",PHP / H5定制开发,"￥1000
            /起",,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】需要一个类似于预购订单软件的小程序,https://task.epwk.com/1065232/,268人,1人,1000元以内,圆满完成,,领航QNnnb,公司有个客户分配系统，是网页版的，逻辑是有客户提交信息，然后我们网页会收到新客户提醒，点击领取就可以了，想要做一个可以后台自动领取的脚本,2023-11-27,2023.11.30,任务编号：1065232,300.0,2天,浙江省-宁波市-江北区,乐翔编码,https://shop.epwk.com/omdwk9421drp/,乐翔编码,出售服务,https://shop.epwk.com/omdwk9421drp/chushou/,个人,七品,37分,,,乐翔编码,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【定制开发】航班收益统计分析系统开发第一期,https://task.epwk.com/1065207/,383人,5人,3000-5000元,圆满完成,,o60dc7cd239bca,"一、功能需求：1、收益统计分析板块功能说明：从另一套已有的系统中复制想要的信息后，粘贴到本系统相关的页面中进行数据自动获取并存入数据库中，按照要求生成我们想要的数据表格形式并且按照需求可进行按年月日、航班号、航线等字段进行查询统计并生成电子表格可导出保存。2、    生产运行情况统计分析板块功能说明：从现有的另一套系统中导出电子表格后，通过导入的功能导入到本系统，根据需求生成我们自己想要的表格进行统计分析，可按照年月日、航班号、航线等字段进行查询，查询结果可导出生成电子表格。（注：虽然需求比较简单，但是具体的功能细节还是需要详细沟通，尽量做到一次开发就能满足需求，减少后期的调整）二、技术要求1、     系统要求采用B/S架构设计2、     开发语言：JAVA ,PHP,ASP均可3、     数据库：SQLserver，MySQL均可4、     要求能指定电脑使用，可通过绑定mac地址等方法实现       5、管理员登录后才能进入本系统三、商务要求1、     工期要求2023年12月14日前完成2、     完成后提交全站源码及初始数据库文件3、     远程安装到指定电脑或服务器4、     至少一年质保服务5、     业务培训，讲明白怎么使用和设置即可",2023-11-27,2023.12.04,任务编号：1065207,3500.0,12天,山东省-东营市-东营区,山诺网络科技,https://shop.epwk.com/m7d7w2ply5q8/,山诺网络科技,出售服务,https://shop.epwk.com/m7d7w2ply5q8/chushou/,企业,二品,37分,,,山诺网络科技,,微信小程序开发,"￥6000
            /起",微信公账号开发,"￥6000
            /起",APP定制开发,"￥20000
            /起",创客专属,"￥10000
            /起",,,,,,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【其他软件开发】计时器通过网线连接到计算机实时接受计时器数据,https://task.epwk.com/1065096/,132人,1人,1000-3000元,圆满完成,,威赞9RVcI,比赛用计时器通过网线连接到计算机，软件监听计时器端口并接收数据，整理后形成excel文件，最终是形成pdf文件 并能打印,2023-11-27,2024.04.07,任务编号：1065096,2500.0,6天,辽宁省-沈阳市-铁西区,极星网络,https://shop.epwk.com/9w56e4m7wdv1/,极星网络,出售服务,https://shop.epwk.com/9w56e4m7wdv1/chushou/,企业,二品,75分,总 38 次中标，交易总金额,￥13.4万,极星网络,,管理系统开发,"￥1000
            /起",公众号后台开发,"￥1000
            /起",电商系统开发,"￥1000
            /起",企业官网开发,"￥1000
            /起",企业软件开发,"￥2000
            /起",微信小程序开发,"￥1000
            /起",,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【采集工具】云闪付跳转接口封装,https://task.epwk.com/1065058/,249人,1人,2万-5万元,圆满完成,,威风志OHuPX,云闪付跳转接口封装,2023-11-26,2023.12.21,任务编号：1065058,20000.0,7天,广东省-惠州市-惠东县,惠州原始部落科技有限公司,https://shop.epwk.com/4rn8q7mjgngm/,惠州原始部落科技有限公司,出售服务,https://shop.epwk.com/4rn8q7mjgngm/chushou/,企业,一品,41分,,,惠州原始部落科技有限公司,,APP定制开发,价格面议,小程序定制开发,价格面议,门店管理系统开发餐饮点餐预约多行业管理APP/小程序开发,价格面议,脚本开发采集脚本自动化脚本开发,价格面议,社区论坛类小程序开发定制开发,价格面议,废品家电回收小程序开发定制开发,价格面议,预约报名小程序定制开发,价格面议,知识付费平台开发APP/小程序开发,价格面议,社区团购小程序开发,价格面议,采集工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【商城建设】开发或者购买一套美团饿了么平台商家推广外面返佣系统,https://task.epwk.com/1064834/,624人,1人,1万-2万元,圆满完成,,HB784****96,"1,仿照对应小程序和H5做功能和具体逻辑（）也要h5和小程序 app端2网站则合格难题以黄色为主题3具体逻辑就是商家发布满返任务需求，用户抢单成功 到美团或者饿了么小程序去购买商品，上传商家需求的截图或者文字内容，商家审核成功奖励自动到用户账户 用户进行体现，手续费后台控制（中间还有开通会员功能 具体特权参照仿的网站 价格后台可控 ）4 网站分为用户，商家，加盟者 用户就是单一的领取抢单那些的，商家也是发布推广信息的，加盟者就和代理差不多  就是提交加盟的信息 给他开通分成和审核商家信息权限5仿照的app上的领券和一些跳转接口都要有，整体内容和功能都要加上6邀请好友功能 邀请奖励和邀请排行榜7 充值和体现都有支付宝和微信 可以自动体现和手动审核体现后台控制开关用uniapp最好 多端通用的 现在的有多端也可以类似上传截图这种",2023-11-23,2024.03.25,任务编号：1064834,18000.0,30天,山东省-烟台市,聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",商城建设,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】商城类小程序+PC端（确定合作首期款）,https://task.epwk.com/1064750/,175人,1人,1万-2万元,圆满完成,,k7999****55,"称呼:马先生所在行业:企业服务地区:上海,上海市（限制）需求:需要一个多商户的商城小程序，需要有PC端，审批工作流程；售后维护保养等完成时间:越快越好预算:具体详聊备注：微信联系备注一品威客",2023-11-23,2023.12.12,任务编号：1064750,19920.0,45天,上海市-市辖区-闵行区,璟滔文化,https://shop.epwk.com/p05qj3e4rdev/,璟滔文化,出售服务,https://shop.epwk.com/p05qj3e4rdev/chushou/,企业,四品,108分,总 8 次中标，交易总金额,￥4.31万,璟滔文化,,VI/品牌策划/文创产品 IP吉祥物/产品包装设计,"￥1000
            /起",小红书/短视频点赞/私域/B站 SEO优化/知乎/视频号推广,"￥5000
            /起",VR全景视频 后期特效 广告宣传视频 AR视频,"￥5000
            /起",企业管理软件数字化系统ERP/OMS/WMS/PLM/MES,"￥20000
            /起",婚恋交友/多商户商城 教育培训/上门预约等,"￥5000
            /起",模板小程序/SaaS系统 定制开发/多商户商城,"￥500
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
