标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,知识
【APP开发】仿一个APP开发（IOS）,https://task.epwk.com/400486/,227人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,仿一个APP开发（IOS）,直接雇佣￥ 40000,￥ 40000,任务编号：400486,2000-2900.csv,,"APP开发, IOS"
【企业官网】公司官网定制开发,https://task.epwk.com/400492/,273人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,公司官网定制开发,直接雇佣￥ 5000,￥ 5000,任务编号：400492,2000-2900.csv,,"公司官网, 定制开发"
【APP开发】蘑菇街APP仿制尾款,https://task.epwk.com/400519/,193人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,蘑菇街APP仿制尾款,直接雇佣￥ 10000,￥ 10000,任务编号：400519,2000-2900.csv,,"蘑菇街APP, 尾款, 仿制"
【APP开发】充值缴费类APP开发,https://task.epwk.com/400522/,208人,1人,"¥38,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,充值缴费类APP开发,直接雇佣￥ 38000,￥ 38000,任务编号：400522,2000-2900.csv,,"充值缴费, APP开发"
【小程序开发】学校刷卡管理系统设计第二期,https://task.epwk.com/400523/,235人,1人,"¥29,500",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,学校刷卡管理系统设计第二期,直接雇佣￥ 29500,￥ 29500,任务编号：400523,2000-2900.csv,,"学校刷卡管理, 系统设计, 第二期"
【APP开发】Hei百货APP安卓端尾款,https://task.epwk.com/400524/,126人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,Hei百货APP安卓端尾款,直接雇佣￥ 2500,￥ 2500,任务编号：400524,2000-2900.csv,,"Hei百货, 安卓端, 尾款"
【小程序开发】销售跟单系统开发(php),https://task.epwk.com/400525/,403人,1人,"¥1,600",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,销售跟单系统开发(php),直接雇佣￥ 1600,￥ 1600,任务编号：400525,2000-2900.csv,,"销售跟单系统, php开发"
【企业官网】Hei百货APP安卓端一期款项,https://task.epwk.com/400526/,109人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,Hei百货APP安卓端一期款项,直接雇佣￥ 2000,￥ 2000,任务编号：400526,2000-2900.csv,,"Hei百货, 安卓端, APP"
【APP开发】Hei百货APP安卓端一期款项分五笔-一,https://task.epwk.com/400546/,152人,1人,¥500,圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,Hei百货APP安卓端一期款项分五笔-一,直接雇佣￥ 500,￥ 500,任务编号：400546,2000-2900.csv,,"Hei百货, 安卓端, 一期款项"
【APP开发】校园手机APP开发,https://task.epwk.com/400548/,270人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,校园手机APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：400548,2000-2900.csv,,"校园APP, 手机应用开发"
【婚庆服务】现场花艺布置设计,https://task.epwk.com/400570/,852人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2787.html?m=6&o=7,现场花艺布置设计,直接雇佣￥ 30000,￥ 30000,任务编号：400570,2000-2900.csv,,"现场花艺, 布置设计"
【视频定制】现场跟拍及后期制作,https://task.epwk.com/400572/,485人,1人,"¥36,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,现场跟拍及后期制作,直接雇佣￥ 36000,￥ 36000,任务编号：400572,2000-2900.csv,,"现场跟拍, 后期制作"
【后端开发】企业网站接口开发,https://task.epwk.com/400575/,1459人,1人,"¥34,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,企业网站接口开发,直接雇佣￥ 34000,￥ 34000,任务编号：400575,2000-2900.csv,,"企业网站, 接口开发"
【网站优化方案】卡片的推广,https://task.epwk.com/400581/,411人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,卡片的推广,直接雇佣￥ 1000,￥ 1000,任务编号：400581,2000-2900.csv,,"卡片推广, 推广策略"
【APP开发】Hei百货APP安卓端一期款项分五笔-二,https://task.epwk.com/400587/,218人,1人,¥500,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,Hei百货APP安卓端一期款项分五笔-二,直接雇佣￥ 500,￥ 500,任务编号：400587,2000-2900.csv,,"Hei百货, 安卓端, 一期款项"
【APP开发】Hei百货APP安卓端一期款项分五笔-三,https://task.epwk.com/400588/,225人,1人,¥500,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,Hei百货APP安卓端一期款项分五笔-三,直接雇佣￥ 500,￥ 500,任务编号：400588,2000-2900.csv,,"Hei百货, 安卓端, 一期款项"
【APP开发】Hei百货APP安卓端一期款项分五笔-四,https://task.epwk.com/400589/,225人,1人,¥500,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,Hei百货APP安卓端一期款项分五笔-四,直接雇佣￥ 500,￥ 500,任务编号：400589,2000-2900.csv,,"Hei百货, 安卓端, APP"
【APP开发】手机微信订餐系统制作,https://task.epwk.com/400590/,192人,1人,"¥3,500",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,手机微信订餐系统制作,直接雇佣￥ 3500,￥ 3500,任务编号：400590,2000-2900.csv,,"手机微信, 订餐系统, 系统制作"
【APP开发】Hei百货APP安卓端一期款项分五笔-五,https://task.epwk.com/400591/,210人,1人,¥500,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,Hei百货APP安卓端一期款项分五笔-五,直接雇佣￥ 500,￥ 500,任务编号：400591,2000-2900.csv,,"Hei百货, 安卓端, 一期款项"
【APP开发】手机微信订餐系统制作,https://task.epwk.com/400592/,206人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,手机微信订餐系统制作,直接雇佣￥ 3000,￥ 3000,任务编号：400592,2000-2900.csv,,"手机微信, 订餐系统, 系统制作"
【产品推广】寒假来一波,https://task.epwk.com/400595/,363人,1人,¥540,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,寒假来一波,直接雇佣￥ 540,￥ 540,任务编号：400595,2000-2900.csv,,"寒假, 任务"
【APP开发】app开发预付款,https://task.epwk.com/400602/,353人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,app开发预付款,直接雇佣￥ 5000,￥ 5000,任务编号：400602,2000-2900.csv,,"app开发, 预付款"
【企业官网】网址建设,https://task.epwk.com/400623/,143人,1人,"¥7,999",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,网址建设,直接雇佣￥ 7999,￥ 7999,任务编号：400623,2000-2900.csv,,"网址建设, 网站开发"
电商平台开发,https://task.epwk.com/400627/,96人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,电商平台开发,直接雇佣￥ 9000,￥ 9000,任务编号：400627,2000-2900.csv,,"电商平台, 开发"
【其他软件开发】destoon功能导入导出,https://task.epwk.com/400636/,493人,1人,¥700,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,destoon功能导入导出,直接雇佣￥ 700,￥ 700,任务编号：400636,2000-2900.csv,,"destoon功能, 导入导出"
【产品推广】游戏网站推广,https://task.epwk.com/400643/,265人,1人,"¥3,800",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,游戏网站推广,直接雇佣￥ 3800,￥ 3800,任务编号：400643,2000-2900.csv,,"游戏网站, 推广"
开发一个一元云购平台,https://task.epwk.com/400659/,279人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,开发一个一元云购平台,直接雇佣￥ 12000,￥ 12000,任务编号：400659,2000-2900.csv,,平台开发
【LOGO设计】医疗器械公司LOGO设计,https://task.epwk.com/400660/,280人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,医疗器械公司LOGO设计,直接雇佣￥ 1500,￥ 1500,任务编号：400660,2000-2900.csv,,"医疗器械, LOGO设计"
【电商网站】微信平台接口开发,https://task.epwk.com/400661/,188人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,微信平台接口开发,直接雇佣￥ 20000,￥ 20000,任务编号：400661,2000-2900.csv,,"微信平台, 接口开发"
【电商网站】手机网站及手机APP开发,https://task.epwk.com/400663/,246人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,手机网站及手机APP开发,直接雇佣￥ 4000,￥ 4000,任务编号：400663,2000-2900.csv,,"手机网站, 手机APP"
【OA系统】OA系统开发,https://task.epwk.com/400680/,1457人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,OA系统开发,直接雇佣￥ 40000,￥ 40000,任务编号：400680,2000-2900.csv,,"OA系统, 开发"
山东手工艺术品网标志及首页大图,https://task.epwk.com/400696/,192人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,山东手工艺术品网标志及首页大图,直接雇佣￥ 5000,￥ 5000,任务编号：400696,2000-2900.csv,,"山东手工艺术品网, 标志, 首页大图"
【APP开发】iOS客户端二次开发第一期,https://task.epwk.com/400697/,181人,1人,"¥26,800",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,iOS客户端二次开发第一期,直接雇佣￥ 26800,￥ 26800,任务编号：400697,2000-2900.csv,,"iOS客户端, 二次开发, 第一期"
【APP开发】iOS客户端二次开发第二期,https://task.epwk.com/400698/,189人,1人,"¥23,200",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,iOS客户端二次开发第二期,直接雇佣￥ 23200,￥ 23200,任务编号：400698,2000-2900.csv,,"iOS客户端, 二次开发, 第二期"
【卡通形象设计】二维卡通头像设计,https://task.epwk.com/400708/,334人,1人,¥800,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,二维卡通头像设计,直接雇佣￥ 800,￥ 800,任务编号：400708,2000-2900.csv,,"二维卡通, 头像设计"
【其他软件开发】电话会议系统开发,https://task.epwk.com/400720/,150人,1人,"¥38,000",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,电话会议系统开发,直接雇佣￥ 38000,￥ 38000,任务编号：400720,2000-2900.csv,,"电话会议系统, 开发"
【表情设计】千年博大LOGO动态微信表情制作,https://task.epwk.com/400721/,1199人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,千年博大LOGO动态微信表情制作,直接雇佣￥ 1500,￥ 1500,任务编号：400721,2000-2900.csv,,"千年博大, LOGO动态, 微信表情"
【项目策划】品牌文化包装策划加推广,https://task.epwk.com/400732/,214人,1人,"¥19,634",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,品牌文化包装策划加推广,直接雇佣￥ 19634,￥ 19634,任务编号：400732,2000-2900.csv,,"品牌文化, 包装策划, 推广"
【LOGO设计】采悦国际旅行社logo设计,https://task.epwk.com/400733/,250人,1人,¥200,圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,采悦国际旅行社logo设计,直接雇佣￥ 200,￥ 200,任务编号：400733,2000-2900.csv,,"采悦国际旅行社, logo设计"
【小程序开发】学校刷卡管理系统设计尾款,https://task.epwk.com/400738/,208人,1人,"¥23,400",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,学校刷卡管理系统设计尾款,直接雇佣￥ 23400,￥ 23400,任务编号：400738,2000-2900.csv,,"学校刷卡管理, 系统设计, 尾款"
【产品外观设计】珠宝店面效果图设计,https://task.epwk.com/400740/,1500人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2786.html?m=6&o=7,珠宝店面效果图设计,直接雇佣￥ 1500,￥ 1500,任务编号：400740,2000-2900.csv,,"珠宝店面, 效果图设计"
【包装设计】秋雨纸品插画设计(二),https://task.epwk.com/400754/,231人,1人,"¥22,000",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,秋雨纸品插画设计(二),直接雇佣￥ 22000,￥ 22000,任务编号：400754,2000-2900.csv,,"秋雨纸品, 插画设计"
【软装设计】宣传文化中心展厅软装设计,https://task.epwk.com/400759/,752人,1人,¥500,圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,宣传文化中心展厅软装设计,直接雇佣￥ 500,￥ 500,任务编号：400759,2000-2900.csv,,"展厅软装设计, 文化中心, 宣传"
【小程序开发】植物病虫害远程诊断咨询系统,https://task.epwk.com/400763/,162人,1人,"¥20,100",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,植物病虫害远程诊断咨询系统,直接雇佣￥ 20100,￥ 20100,任务编号：400763,2000-2900.csv,,"植物病虫害, 远程诊断, 咨询系统"
【小程序开发】C公司条形码技术与ERP系统集成应用,https://task.epwk.com/400777/,189人,1人,"¥20,900",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,C公司条形码技术与ERP系统集成应用,直接雇佣￥ 20900,￥ 20900,任务编号：400777,2000-2900.csv,,"条形码技术, ERP系统, 系统集成"
【小程序开发】山东某应用项目质量管理的AOM质量监控系统开发,https://task.epwk.com/400778/,497人,1人,"¥20,300",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,山东某应用项目质量管理的AOM质量监控系统开发,直接雇佣￥ 20300,￥ 20300,任务编号：400778,2000-2900.csv,,"应用项目质量管理, AOM质量监控系统, 系统开发"
【效果图设计】装修效果图,https://task.epwk.com/400781/,412人,1人,"¥4,900",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,装修效果图,直接雇佣￥ 4900,￥ 4900,任务编号：400781,2000-2900.csv,,装修效果图
【产品推广】游戏网站推广，短信发送,https://task.epwk.com/400797/,420人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,游戏网站推广，短信发送,直接雇佣￥ 18000,￥ 18000,任务编号：400797,2000-2900.csv,,"游戏网站推广, 短信发送"
【小程序开发】云南联通合作伙伴管理系统,https://task.epwk.com/400801/,766人,1人,"¥20,500",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,云南联通合作伙伴管理系统,直接雇佣￥ 20500,￥ 20500,任务编号：400801,2000-2900.csv,,"云南联通, 合作伙伴管理, 系统"
网站单个活动首页设计,https://task.epwk.com/400823/,191人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,网站单个活动首页设计,直接雇佣￥ 2000,￥ 2000,任务编号：400823,2000-2900.csv,,"网站活动首页, 设计"
【后端开发】微信微网站开发 对接微信接口,https://task.epwk.com/400824/,1477人,1人,"¥3,859",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,微信微网站开发 对接微信接口,直接雇佣￥ 3859,￥ 3859,任务编号：400824,2000-2900.csv,,"微信微网站, 微信接口"
【企业官网】地方综合门户网站开发,https://task.epwk.com/400862/,159人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,地方综合门户网站开发,直接雇佣￥ 9000,￥ 9000,任务编号：400862,2000-2900.csv,,"地方门户网站, 综合网站, 门户网站开发"
【电商网站】网页切页,https://task.epwk.com/400864/,336人,1人,¥500,圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,网页切页,直接雇佣￥ 500,￥ 500,任务编号：400864,2000-2900.csv,,网页切页
【电商网站】网页切片,https://task.epwk.com/400865/,246人,1人,¥500,圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,网页切片,直接雇佣￥ 500,￥ 500,任务编号：400865,2000-2900.csv,,"网页切片, 切片设计"
【店铺装修】水果-网店装修服务-整店装修套餐,https://task.epwk.com/400875/,259人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,水果-网店装修服务-整店装修套餐,直接雇佣￥ 1200,￥ 1200,任务编号：400875,2000-2900.csv,,"网店装修, 整店装修, 水果"
【小程序开发】金融互助开发,https://task.epwk.com/400882/,376人,1人,"¥4,500",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,金融互助开发,直接雇佣￥ 4500,￥ 4500,任务编号：400882,2000-2900.csv,,"金融互助, 开发"
【公司起名】皮具公司取名,https://task.epwk.com/400890/,415人,1人,¥100,圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,皮具公司取名,直接雇佣￥ 100,￥ 100,任务编号：400890,2000-2900.csv,,"皮具, 公司取名"
【企业官网】后台疾病库功能完善,https://task.epwk.com/400895/,129人,1人,¥800,圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,后台疾病库功能完善,直接雇佣￥ 800,￥ 800,任务编号：400895,2000-2900.csv,,"后台疾病库, 功能完善, 疾病信息"
【后端开发】用户模块包括接口和后台,https://task.epwk.com/400896/,1451人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2785.html?m=6&o=7,用户模块包括接口和后台,直接雇佣￥ 4000,￥ 4000,任务编号：400896,2000-2900.csv,,"接口, 后台"
