标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【其他内容创作】退役军人个人简要事迹编写,https://task.epwk.com/1053639/,297人,1人,1000元以内,圆满完成,威多宝Lwcme,退役军人个人简要事迹编写，字数300字，突出工作精神，带头精神模范精神，农业绿色食品工作,2023-08-14,2023.09.02,任务编号：1053639,200.0,2天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",其他内容创作
【其他内容创作】撰写综合体育馆运营方案,https://task.epwk.com/1052430/,1552人,2人,3000-5000元,圆满完成,墨语丹心,撰写综合体育馆运营方案，有案例经验的联系详谈,2023-08-04,2023.11.11,任务编号：1052430,3000.0,"7天,3天","山东省-青岛市,山东省-济南市",利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",其他内容创作
【专业代笔】负责对5个微信公众号内容进行编辑和运营,https://task.epwk.com/1049901/,2833人,1人,3000-5000元,圆满完成,际尊服RnPJe,负责对心理学5个微信公众号进行日常运营要求1：每个公众号每天文章不低于5篇，标题指定 每篇字数不低于600字 ，可以借鉴类似文章或用ChatGPT进行创作2：每篇文章需要独立排版3：机构提供素材，由运营酌情使用4：前期没有考核 ，后期 有对访问量等指标的考核5：最好之前从事过相关工作，或对心理学有所了解待遇每月工资3000元,2023-07-18,2023.08.17,任务编号：1049901,3000.0,30天,河南省-郑州市,河南翼代码信息科技有限公司,https://shop.epwk.com/9w56e49j6dv1/,河南翼代码信息科技有限公司,出售服务,https://shop.epwk.com/9w56e49j6dv1/chushou/,企业,五品,69分,总 4 次中标，交易总金额,￥1.07万,河南翼代码信息科技有限公司,,logo及平面UI设计,"￥500
            /起",导游导览语音讲解,价格面议,微信、短视频渠道加粉小程序/公众号开发,"￥1000
            /起",教育行业系统定制开发,价格面议,医药行业系统开发,价格面议,企业官网、门户网站、VR官网,"￥1980
            /起",微信代运营服务,"￥3000
            /月",新媒体代运营服务,"￥3000
            /月",智慧景区（游客端小程序+管理端可视化平台）,价格面议,专业代笔
【商业提案】商业计划书撰写,https://task.epwk.com/1049769/,252人,1人,1000元以内,圆满完成,vitorru,商业计划书撰写，具体以沟通好的为准,2023-07-17,2024.01.19,任务编号：1049769,500.0,1天,重庆市-市辖区-江北区,花成蜜就,https://shop.epwk.com/p05qj8881dev/,花成蜜就,出售服务,https://shop.epwk.com/p05qj8881dev/chushou/,工作室,六品,49分,,,花成蜜就,,网络推广策划,"￥99
            /起",商业融资/招商/招标/PPT策划,"￥99
            /起",活动营销策划,"￥99
            /起",项目/品牌/营销策划,"￥99
            /起",电商营销/环境视觉传达设计,"￥99
            /起",LOGO视觉设计,"￥99
            /起",宣传设计 海报/画册/插画设计,"￥99
            /起",单品/礼品/系列/体系化包装设计,"￥99
            /起",新媒体营销推广软文/文案,"￥99
            /起",商业提案
【品牌故事】企业简介撰写,https://task.epwk.com/1041064/,429人,1人,1000元以内,圆满完成,威惠创s7eBr,主要围绕档案公司来写，公司可以给客户带来什么，字数要求1000字以上，考虑到很多威客对我们公司不熟悉，详细了解大家可以和我直接微信联系,2023-05-16,2023.05.31,任务编号：1041064,800.0,3天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",品牌故事
【专业代笔】课件PPT制作,https://task.epwk.com/1041067/,182人,1人,1000元以内,圆满完成,风速阁XOKpy,项目：课件PPT制作称呼：先生地区: 不详，服务商地域不限需求: 与雇主详谈  。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2023-05-16,2023.05.23,任务编号：1041067,600.0,7天,山东省-青岛市-城阳区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",专业代笔
【商业提案】装备制造基地项目商业计划书,https://task.epwk.com/1039582/,368人,1人,1000-3000元,圆满完成,k7742****99,"项目:装备制造基地项目商业计划书称呼:邵先生地区:广东省,中山市需求:一个装备制造基地项目的商业计划书要做，没有固定格式，要说服股东投资。时间未定，目前在开会，要求服务商11点30分钟过后再联系已确定合作，按双方事先沟通好的要求来做，合作愉快",2023-05-08,2023.05.12,任务编号：1039582,1400.0,7天,山东省-青岛市-城阳区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",商业提案
【其他内容创作】虚拟货币白皮书代写,https://task.epwk.com/1039471/,2308人,3人,1万-2万元,圆满完成,k3617****09,虚拟货币白皮书,2023-05-06,2023.06.03,任务编号：1039471,10000.0,"30天,3天,3天","江苏省-淮安市-淮阴区,山东省-青岛市,山东省-济南市",众腾传媒,https://shop.epwk.com/2j5xogjy95xm/,众腾传媒,出售服务,https://shop.epwk.com/2j5xogjy95xm/chushou/,企业,一品,53分,,,众腾传媒,,动画创意制作,"￥1500
            /件",影视后期制作,"￥100
            /件",商业影视制作,"￥1000
            /件",品牌全案咨询,"￥3000
            /件",营销推广服务,"￥1000
            /件",商业创意文案,"￥1000
            /件",三维设计建模,"￥1000
            /件",包装创意设计,"￥1000
            /件",VI设计服务,"￥1500
            /件",其他内容创作
【商业提案】打造 智慧社区 商业计划代写,https://task.epwk.com/1033068/,519人,2人,1000元以内,圆满完成,k3332****18,项目:打造 智慧社区 商业计划代写 称呼:邬先生地区:湖南郴州需求:打造 智慧社区 商业计划代写 ，字数方面没有硬性没有，简单一点预算:800,2023-03-16,2023.06.06,任务编号：1033068,800.0,"5天,3天","北京市-北京市-海淀区,山东省-青岛市",BOMUNI工作室,https://shop.epwk.com/m7d7wom7k5q8/,BOMUNI工作室,出售服务,https://shop.epwk.com/m7d7wom7k5q8/chushou/,企业,五品,44分,,,BOMUNI工作室,,游戏开发定制游戏源码3D游戏H5游戏微信小程序,"￥500
            /件",视频制作剪辑包装字幕特效片头企业宣传片短视频拍摄制作,"￥1000
            /件",3D建模渲染三维IP形象吉祥物3D主图3D产品3D人物设计,"￥100
            /件",logo设计动态logo公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",lcon设计系统图标设计按钮设计图形设计,"￥500
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",海报设计平面设计美工展板PS处理画册设计包装设计,"￥20
            /起",插画设计海报设计手绘卡通动漫人物头像代画文创国朝,"￥500
            /起",商业计划书融资策划书策划广告策划创业招商项目路演写作撰写,"￥2000
            /起",商业提案
【品牌故事】县交通局工作成就宣传展示视频脚本文案,https://task.epwk.com/1029763/,1025人,1人,1000-3000元,圆满完成,yuuy999,视频脚本（解说词）稿件的内容要求：1、视频成品十分钟时间，文字2500字以内2、视频的主要目的和定位：在“鄂、赣、湘”三省交流会上的展示。主要宣传交通成果、特色做法、区位优势、未来展望。3、脚本要求：高质量，有品味，有内涵，有深度。语句大气、用词优美（不要写成了工作汇报，要按宣传片的写法来写）我们提供基础的工作汇报素材文字资料。,2023-02-17,2023.03.01,任务编号：1029763,2000.0,3天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",品牌故事
