标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【嵌入式软件】安卓嵌入式开发,https://task.epwk.com/1008769/,373人,1人,"¥6,000",圆满完成,,安卓嵌入式开发,直接雇佣￥ 6000,￥ 6000,任务编号：1008769,0-88.csv,,,,"安卓开发, 嵌入式开发"
【企业官网】企业网站建设网站开发企业建站网站制作/php网站定制开发,https://task.epwk.com/1008801/,289人,1人,"¥10,000",圆满完成,,企业网站建设网站开发企业建站网站制作/php网站定制开发,直接雇佣￥ 10000,￥ 10000,任务编号：1008801,0-88.csv,,,,"企业网站, 网站开发, 网站制作, php网站定制"
【图像识别】开发视频录制软件,https://task.epwk.com/1008861/,176人,1人,"¥3,000",圆满完成,,开发视频录制软件,直接雇佣￥ 3000,￥ 3000,任务编号：1008861,0-88.csv,,,,"视频录制, 软件开发"
【包装设计】包装设计,https://task.epwk.com/1008941/,381人,1人,"¥1,600",圆满完成,,包装设计,直接雇佣￥ 1600,￥ 1600,任务编号：1008941,0-88.csv,,,,包装设计
【运维服务】7月人工开支费用,https://task.epwk.com/1008981/,343人,1人,"¥22,500",圆满完成,,7月人工开支费用,直接雇佣￥ 22500,￥ 22500,任务编号：1008981,0-88.csv,,,,"7月, 人工开支"
【运维服务】7月基础服务器运维租赁费用,https://task.epwk.com/1008990/,437人,1人,"¥49,999",圆满完成,,7月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1008990,0-88.csv,,,,"服务器运维, 租赁费用"
【小程序开发】门诊预约小程序医疗机构公众号软件开发,https://task.epwk.com/1009074/,235人,1人,"¥3,000",圆满完成,,门诊预约小程序医疗机构公众号软件开发,直接雇佣￥ 3000,￥ 3000,任务编号：1009074,0-88.csv,,,,"门诊预约, 医疗机构公众号, 软件开发"
【包装设计】食品包装设计,https://task.epwk.com/1009087/,267人,1人,"¥5,400",圆满完成,,食品包装设计,直接雇佣￥ 5400,￥ 5400,任务编号：1009087,0-88.csv,,,,"食品包装, 设计"
【SAAS软件】all in系统开发,https://task.epwk.com/1009100/,302人,1人,"¥7,000",圆满完成,,all in系统开发,直接雇佣￥ 7000,￥ 7000,任务编号：1009100,0-88.csv,,,,"系统开发, 全栈开发"
【VR拍摄/制作】楼盘VR全景拍摄，10套样板间,https://task.epwk.com/1009113/,252人,1人,"¥50,000",圆满完成,,楼盘VR全景拍摄，10套样板间,直接雇佣￥ 50000,￥ 50000,任务编号：1009113,0-88.csv,,,,"楼盘VR全景拍摄, 样板间"
【APP开发】购买即时通讯系统源代码,https://task.epwk.com/1009156/,319人,1人,"¥23,000",圆满完成,,购买即时通讯系统源代码,直接雇佣￥ 23000,￥ 23000,任务编号：1009156,0-88.csv,,,,"即时通讯系统, 源代码"
【画册设计】设计画册,https://task.epwk.com/1009160/,289人,1人,"¥5,120",圆满完成,,设计画册,直接雇佣￥ 5120,￥ 5120,任务编号：1009160,0-88.csv,,,,画册设计
【定制开发】供应商管理系统,https://task.epwk.com/1009214/,226人,1人,"¥3,500",圆满完成,,供应商管理系统,直接雇佣￥ 3500,￥ 3500,任务编号：1009214,0-88.csv,,,,"供应商管理, 系统"
【小程序开发】带后台心理测评有趣测试答题微信小程序 短视频点赞情感星座智商情商,https://task.epwk.com/1009220/,263人,1人,"¥3,999",圆满完成,,带后台心理测评有趣测试答题微信小程序 短视频点赞情感星座智商情商,直接雇佣￥ 3999,￥ 3999,任务编号：1009220,0-88.csv,,,,"心理测评, 微信小程序, 短视频点赞, 情感星座, 智商情商"
【商城建设】官网开发,https://task.epwk.com/1009303/,266人,1人,"¥3,520",圆满完成,,官网开发,直接雇佣￥ 3520,￥ 3520,任务编号：1009303,0-88.csv,,,,"官网, 开发"
【其他内容创作】撰写研发技术战略PPT,https://task.epwk.com/1009325/,598人,1人,"¥4,000",圆满完成,,撰写研发技术战略PPT,直接雇佣￥ 4000,￥ 4000,任务编号：1009325,0-88.csv,,,,"研发技术战略, PPT设计"
【SAAS软件】网址下载,https://task.epwk.com/1009356/,285人,1人,"¥1,000",圆满完成,,网址下载,直接雇佣￥ 1000,￥ 1000,任务编号：1009356,0-88.csv,,,,网址下载
【企业官网】教育行业垂直门户网站开发,https://task.epwk.com/1009373/,305人,1人,"¥40,000",圆满完成,,教育行业垂直门户网站开发,直接雇佣￥ 40000,￥ 40000,任务编号：1009373,0-88.csv,,,,"教育行业, 垂直门户网站, 门户网站开发"
【LOGO设计】logo设计,https://task.epwk.com/1009397/,316人,1人,"¥3,800",圆满完成,,logo设计,直接雇佣￥ 3800,￥ 3800,任务编号：1009397,0-88.csv,,,,logo设计
【书籍装帧】书籍装帧及排版设计,https://task.epwk.com/1009412/,383人,1人,"¥6,360",圆满完成,,书籍装帧及排版设计,直接雇佣￥ 6360,￥ 6360,任务编号：1009412,0-88.csv,,,,"书籍装帧, 排版设计"
【海报设计】kaola,https://task.epwk.com/1009428/,258人,1人,¥200,圆满完成,,kaola,直接雇佣￥ 200,￥ 200,任务编号：1009428,0-88.csv,,,,kaola
【办公空间】办公室，办公场所，会议室，接待室，茶室，效果图设计,https://task.epwk.com/1009451/,1459人,1人,"¥3,000",圆满完成,,办公室，办公场所，会议室，接待室，茶室，效果图设计,直接雇佣￥ 3000,￥ 3000,任务编号：1009451,0-88.csv,,,,"办公室, 办公场所, 会议室, 接待室, 茶室, 效果图设计"
【电商网站】网站vue切图,https://task.epwk.com/1009487/,396人,1人,"¥2,500",圆满完成,,网站vue切图,直接雇佣￥ 2500,￥ 2500,任务编号：1009487,0-88.csv,,,,"vue切图, 网站设计"
【APP开发】游戏加速器Android版,https://task.epwk.com/1009720/,348人,1人,"¥10,000",圆满完成,,游戏加速器Android版,直接雇佣￥ 10000,￥ 10000,任务编号：1009720,0-88.csv,,,,"游戏加速器, Android, 手机游戏"
【响应式网站】根据效果图完成前端代码,https://task.epwk.com/1009763/,298人,1人,"¥3,500",圆满完成,,根据效果图完成前端代码,直接雇佣￥ 3500,￥ 3500,任务编号：1009763,0-88.csv,,,,"前端代码, 效果图"
【包装设计】包装设计服务,https://task.epwk.com/1009816/,357人,1人,"¥3,000",圆满完成,,包装设计服务,直接雇佣￥ 3000,￥ 3000,任务编号：1009816,0-88.csv,,,,"包装设计, 服务"
【小程序开发】门诊预约小程序医疗机构,https://task.epwk.com/1009907/,265人,1人,"¥3,800",圆满完成,,门诊预约小程序医疗机构,直接雇佣￥ 3800,￥ 3800,任务编号：1009907,0-88.csv,,,,"门诊预约, 医疗机构, 小程序"
【小程序开发】在线门诊预约小程序,https://task.epwk.com/1010159/,232人,1人,"¥4,800",圆满完成,,在线门诊预约小程序,直接雇佣￥ 4800,￥ 4800,任务编号：1010159,0-88.csv,,,,"在线门诊, 预约, 小程序"
【软件UI设计】泰康医疗软件系统视觉UI设计,https://task.epwk.com/1010205/,299人,1人,"¥30,000",圆满完成,,泰康医疗软件系统视觉UI设计,直接雇佣￥ 30000,￥ 30000,任务编号：1010205,0-88.csv,,,,"泰康医疗, 视觉UI设计"
【微信开发】​像素微信小程序游戏开发,https://task.epwk.com/1010334/,23133人,1人,"¥5,000",圆满完成,,​像素微信小程序游戏开发,直接雇佣￥ 5000,￥ 5000,任务编号：1010334,0-88.csv,,,,"像素微信小程序, 游戏开发"
【微信开发】​像素微信小程序游戏开发,https://task.epwk.com/1010335/,309人,1人,"¥5,000",圆满完成,,​像素微信小程序游戏开发,直接雇佣￥ 5000,￥ 5000,任务编号：1010335,0-88.csv,,,,"像素微信小程序, 游戏开发"
【包装设计】包装设计,https://task.epwk.com/1010346/,291人,1人,"¥1,000",圆满完成,,包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：1010346,0-88.csv,,,,包装设计
【其他网站】定制开发,https://task.epwk.com/1010397/,232人,1人,"¥5,000",圆满完成,,定制开发,直接雇佣￥ 5000,￥ 5000,任务编号：1010397,0-88.csv,,,,定制开发
【响应式网站】前端开发切图,https://task.epwk.com/1010502/,283人,1人,"¥1,500",圆满完成,,前端开发切图,直接雇佣￥ 1500,￥ 1500,任务编号：1010502,0-88.csv,,,,"前端开发, 切图"
【书籍装帧】2022年8月刊排版设计,https://task.epwk.com/1010689/,376人,1人,"¥14,500",圆满完成,,2022年8月刊排版设计,直接雇佣￥ 14500,￥ 14500,任务编号：1010689,0-88.csv,,,,"2022年8月刊, 排版设计"
【定制开发】秦映企业官网公司网站建设H5网页设计制作前端开发定制建站,https://task.epwk.com/1010745/,431人,1人,¥50,圆满完成,,秦映企业官网公司网站建设H5网页设计制作前端开发定制建站,直接雇佣￥ 50,￥ 50,任务编号：1010745,0-88.csv,,,,"企业官网, 公司网站, H5网页设计, 前端开发, 定制建站"
【VI设计】公司LOGO及基础VI设计,https://task.epwk.com/1010787/,290人,1人,"¥5,000",圆满完成,,公司LOGO及基础VI设计,直接雇佣￥ 5000,￥ 5000,任务编号：1010787,0-88.csv,,,,"公司LOGO, 基础VI设计"
【画册设计】品牌画册设计,https://task.epwk.com/1010858/,353人,1人,"¥9,800",圆满完成,,品牌画册设计,直接雇佣￥ 9800,￥ 9800,任务编号：1010858,0-88.csv,,,,"品牌画册, 设计"
【小程序开发】语聊小程序定制2,https://task.epwk.com/1011035/,194人,1人,"¥4,000",圆满完成,,语聊小程序定制2,直接雇佣￥ 4000,￥ 4000,任务编号：1011035,0-88.csv,,,,"语聊, 小程序, 定制"
【小程序开发】婚恋平台ui设计一套,https://task.epwk.com/1011038/,176人,1人,"¥3,500",圆满完成,,婚恋平台ui设计一套,直接雇佣￥ 3500,￥ 3500,任务编号：1011038,0-88.csv,,,,"婚恋平台, UI设计"
【外贸网站】定制一个外贸网站,https://task.epwk.com/1011075/,904人,1人,¥100,圆满完成,,定制一个外贸网站,直接雇佣￥ 100,￥ 100,任务编号：1011075,0-88.csv,,,,"外贸网站, 定制设计"
【网站二次开发】评审系统二次开发,https://task.epwk.com/1011194/,205人,1人,"¥1,750",圆满完成,,评审系统二次开发,直接雇佣￥ 1750,￥ 1750,任务编号：1011194,0-88.csv,,,,"评审系统, 二次开发"
【微信开发】商城小程序开发,https://task.epwk.com/1011200/,23096人,1人,"¥36,000",圆满完成,,商城小程序开发,直接雇佣￥ 36000,￥ 36000,任务编号：1011200,0-88.csv,,,,"商城小程序, 开发"
【定制开发】重新搭建站点,https://task.epwk.com/1011212/,1534人,1人,¥300,圆满完成,,重新搭建站点,直接雇佣￥ 300,￥ 300,任务编号：1011212,0-88.csv,,,,"站点搭建, 网站重构"
【商城建设】需要做一个商城，用现成的框架二开,https://task.epwk.com/1011470/,284人,1人,"¥8,500",圆满完成,,需要做一个商城，用现成的框架二开,直接雇佣￥ 8500,￥ 8500,任务编号：1011470,0-88.csv,,,,"商城, 现成框架, 二开"
【定制开发】电商行业网站-有正常购物，后台，购物车，商品展示,https://task.epwk.com/1011506/,1439人,1人,¥200,圆满完成,,电商行业网站-有正常购物，后台，购物车，商品展示,直接雇佣￥ 200,￥ 200,任务编号：1011506,0-88.csv,,,,"电商行业网站, 购物车, 商品展示"
【小程序开发】crmeb单商户v4分销开发,https://task.epwk.com/1011579/,294人,1人,"¥6,000",圆满完成,,crmeb单商户v4分销开发,直接雇佣￥ 6000,￥ 6000,任务编号：1011579,0-88.csv,,,,"crmeb单商户, 分销系统, v4版本"
【H5开发】小程序页面调整,https://task.epwk.com/1011669/,3198人,1人,¥300,圆满完成,,小程序页面调整,直接雇佣￥ 300,￥ 300,任务编号：1011669,0-88.csv,,,,"小程序页面, 页面调整"
【响应式网站】表单发送,https://task.epwk.com/1011701/,517人,1人,¥200,圆满完成,,表单发送,直接雇佣￥ 200,￥ 200,任务编号：1011701,0-88.csv,,,,表单发送
【小程序开发】旅游定位讲解小程序全套代码及部署方案,https://task.epwk.com/1012248/,241人,1人,"¥13,800",圆满完成,,旅游定位讲解小程序全套代码及部署方案,直接雇佣￥ 13800,￥ 13800,任务编号：1012248,0-88.csv,,,,"旅游定位, 小程序, 部署方案"
【定制开发】广告传媒企业官网,https://task.epwk.com/1012251/,2245人,1人,¥100,圆满完成,,广告传媒企业官网,直接雇佣￥ 100,￥ 100,任务编号：1012251,0-88.csv,,,,"广告传媒, 企业官网"
【小程序开发】小程序二次开发（二期）,https://task.epwk.com/1012259/,398人,1人,"¥17,500",圆满完成,,小程序二次开发（二期）,直接雇佣￥ 17500,￥ 17500,任务编号：1012259,0-88.csv,,,,"小程序, 二次开发, 二期"
【海报设计】平面包月,https://task.epwk.com/1012310/,656人,1人,"¥1,200",圆满完成,,平面包月,直接雇佣￥ 1200,￥ 1200,任务编号：1012310,0-88.csv,,,,"面包, 月租"
【定制开发】AWK学习系统-首付款,https://task.epwk.com/1012335/,308人,1人,"¥10,000",圆满完成,,AWK学习系统-首付款,直接雇佣￥ 10000,￥ 10000,任务编号：1012335,0-88.csv,,,,"AWK学习, 系统开发"
【定制开发】新建一个化工企业的官网，包括基本功能,https://task.epwk.com/1012408/,1078人,1人,¥200,圆满完成,,新建一个化工企业的官网，包括基本功能,直接雇佣￥ 200,￥ 200,任务编号：1012408,0-88.csv,,,,"化工企业官网, 基本功能"
【响应式网站】BANNER及表单程序设计,https://task.epwk.com/1012434/,844人,1人,¥250,圆满完成,,BANNER及表单程序设计,直接雇佣￥ 250,￥ 250,任务编号：1012434,0-88.csv,,,,"BANNER, 表单设计"
【响应式网站】根据原型开发网页前端和弹出视频播放,https://task.epwk.com/1012435/,303人,1人,"¥3,500",圆满完成,,根据原型开发网页前端和弹出视频播放,直接雇佣￥ 3500,￥ 3500,任务编号：1012435,0-88.csv,,,,"网页前端, 弹出视频, 视频播放"
【网站二次开发】angular页面数据excel导出,https://task.epwk.com/1012536/,446人,1人,¥300,圆满完成,,angular页面数据excel导出,直接雇佣￥ 300,￥ 300,任务编号：1012536,0-88.csv,,,,"angular页面, 数据导出, excel"
【微信开发】微信机器人开发,https://task.epwk.com/1012554/,20113人,1人,"¥6,000",圆满完成,,微信机器人开发,直接雇佣￥ 6000,￥ 6000,任务编号：1012554,0-88.csv,,,,"微信机器人, 开发"
【其他软件开发】http隧道代理开发,https://task.epwk.com/1012588/,342人,1人,"¥9,100",圆满完成,,http隧道代理开发,直接雇佣￥ 9100,￥ 9100,任务编号：1012588,0-88.csv,,,,"http隧道代理, 开发"
【响应式网站】H5前端页面切图html+css+js,https://task.epwk.com/1012739/,554人,1人,¥300,圆满完成,,H5前端页面切图html+css+js,直接雇佣￥ 300,￥ 300,任务编号：1012739,0-88.csv,,,,"H5页面, html, css, js"
【定制开发】建立一个化工类企业官网，要有基本的功能,https://task.epwk.com/1012753/,2503人,1人,¥300,圆满完成,,建立一个化工类企业官网，要有基本的功能,直接雇佣￥ 300,￥ 300,任务编号：1012753,0-88.csv,,,,"化工企业官网, 基本功能, 企业官网"
【运维服务】8月基础服务器运维租赁费用,https://task.epwk.com/1012827/,437人,1人,"¥49,999",圆满完成,,8月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1012827,0-88.csv,,,,"服务器运维, 租赁费用"
【包装设计】地方特产包装设计,https://task.epwk.com/1012883/,257人,1人,"¥3,500",圆满完成,,地方特产包装设计,直接雇佣￥ 3500,￥ 3500,任务编号：1012883,0-88.csv,,,,"地方特产, 包装设计"
【APP开发】旅游定位讲解app flutter全套代码,https://task.epwk.com/1013011/,353人,1人,"¥9,000",圆满完成,,旅游定位讲解app flutter全套代码,直接雇佣￥ 9000,￥ 9000,任务编号：1013011,0-88.csv,,,,"旅游定位, app开发, flutter"
【定制开发】网上水果超市网站建设,https://task.epwk.com/1013050/,1495人,1人,¥100,圆满完成,,网上水果超市网站建设,直接雇佣￥ 100,￥ 100,任务编号：1013050,0-88.csv,,,,"网上水果超市, 网站建设"
【LOGO设计】北京兴云智启数字科技有限公司logo设计,https://task.epwk.com/1013095/,289人,1人,¥500,圆满完成,,北京兴云智启数字科技有限公司logo设计,直接雇佣￥ 500,￥ 500,任务编号：1013095,0-88.csv,,,,"北京兴云智启数字科技, logo设计"
【小程序开发】分销商城,https://task.epwk.com/1013124/,229人,1人,"¥12,000",圆满完成,,分销商城,直接雇佣￥ 12000,￥ 12000,任务编号：1013124,0-88.csv,,,,分销商城
【网站二次开发】系统尾款,https://task.epwk.com/1013148/,264人,1人,"¥1,750",圆满完成,,系统尾款,直接雇佣￥ 1750,￥ 1750,任务编号：1013148,0-88.csv,,,,系统尾款
【定制开发】餐饮行业的企业官网-加盟,https://task.epwk.com/1013189/,1999人,1人,¥150,圆满完成,,餐饮行业的企业官网-加盟,直接雇佣￥ 150,￥ 150,任务编号：1013189,0-88.csv,,,,"餐饮行业, 企业官网, 加盟"
【书籍装帧】书籍装帧及排版设计,https://task.epwk.com/1013207/,278人,1人,"¥6,500",圆满完成,,书籍装帧及排版设计,直接雇佣￥ 6500,￥ 6500,任务编号：1013207,0-88.csv,,,,"书籍装帧, 排版设计"
【定制开发】建一个环保企业官网,https://task.epwk.com/1013467/,1003人,1人,¥100,圆满完成,,建一个环保企业官网,直接雇佣￥ 100,￥ 100,任务编号：1013467,0-88.csv,,,,"环保企业, 官网设计"
【人力资源】公司岗位名称、头衔优化方案,https://task.epwk.com/1013599/,290人,1人,¥100,圆满完成,,公司岗位名称、头衔优化方案,直接雇佣￥ 100,￥ 100,任务编号：1013599,0-88.csv,,,,"公司岗位名称, 头衔优化, 岗位优化方案"
【游戏UI设计】休闲游戏APP的UI设计,https://task.epwk.com/1013678/,373人,1人,"¥4,500",圆满完成,,休闲游戏APP的UI设计,直接雇佣￥ 4500,￥ 4500,任务编号：1013678,0-88.csv,,,,"休闲游戏, UI设计"
【商业空间】设计制作垃圾分类效果图,https://task.epwk.com/1013775/,198人,1人,"¥1,000",圆满完成,,设计制作垃圾分类效果图,直接雇佣￥ 1000,￥ 1000,任务编号：1013775,0-88.csv,,,,"垃圾分类, 效果图设计"
【APP开发】地方小型手游开发跑得快窝龙游戏开发,https://task.epwk.com/1013988/,362人,1人,"¥25,000",圆满完成,,地方小型手游开发跑得快窝龙游戏开发,直接雇佣￥ 25000,￥ 25000,任务编号：1013988,0-88.csv,,,,"手游开发, 窝龙游戏, 跑得快游戏"
【数据处理】区际、省际贸易流量和贸易成本数据计算,https://task.epwk.com/1014097/,367人,1人,"¥2,000",圆满完成,,区际、省际贸易流量和贸易成本数据计算,直接雇佣￥ 2000,￥ 2000,任务编号：1014097,0-88.csv,,,,"区际贸易, 省际贸易, 贸易成本, 数据计算"
【手机网站】助贷平台开发,https://task.epwk.com/1014102/,242人,1人,"¥4,500",圆满完成,,助贷平台开发,直接雇佣￥ 4500,￥ 4500,任务编号：1014102,0-88.csv,,,,"助贷平台, 开发"
【门户网站】模板站制作,https://task.epwk.com/1014103/,436人,1人,¥800,圆满完成,,模板站制作,直接雇佣￥ 800,￥ 800,任务编号：1014103,0-88.csv,,,,"模板站, 网站制作"
【网站UI设计】已经谈好需求,https://task.epwk.com/1014169/,428人,1人,"¥1,000",圆满完成,,已经谈好需求,直接雇佣￥ 1000,￥ 1000,任务编号：1014169,0-88.csv,,,,"需求, 谈好"
【定制开发】数据收集系统,https://task.epwk.com/1014177/,241人,1人,"¥4,700",圆满完成,,数据收集系统,直接雇佣￥ 4700,￥ 4700,任务编号：1014177,0-88.csv,,,,"数据收集, 系统"
【手机网站】前端页面调整,https://task.epwk.com/1014206/,6600人,1人,¥200,圆满完成,,前端页面调整,直接雇佣￥ 200,￥ 200,任务编号：1014206,0-88.csv,,,,"前端页面, 页面调整"
【网站UI设计】已经协商好，根据协商好的搞定,https://task.epwk.com/1014397/,292人,1人,"¥3,000",圆满完成,,已经协商好，根据协商好的搞定,直接雇佣￥ 3000,￥ 3000,任务编号：1014397,0-88.csv,,,,"协商, 搞定"
【包装设计】零食包装礼盒,https://task.epwk.com/1014472/,275人,1人,¥700,圆满完成,,零食包装礼盒,直接雇佣￥ 700,￥ 700,任务编号：1014472,0-88.csv,,,,"零食包装, 礼盒设计"
【手机网站】前端开发,https://task.epwk.com/1014479/,6338人,1人,¥200,圆满完成,,前端开发,直接雇佣￥ 200,￥ 200,任务编号：1014479,0-88.csv,,,,前端开发
【定制开发】新增两个产品详情页的网页,https://task.epwk.com/1014721/,2870人,1人,¥100,圆满完成,,新增两个产品详情页的网页,直接雇佣￥ 100,￥ 100,任务编号：1014721,0-88.csv,,,,"产品详情页, 网页"
【网站UI设计】ui设计,https://task.epwk.com/1014758/,333人,1人,"¥3,000",圆满完成,,ui设计,直接雇佣￥ 3000,￥ 3000,任务编号：1014758,0-88.csv,,,,UI设计
【网站UI设计】ui.设计啊,https://task.epwk.com/1014762/,777人,1人,¥900,圆满完成,,ui.设计啊,直接雇佣￥ 900,￥ 900,任务编号：1014762,0-88.csv,,,,UI设计
【VI设计】医疗器械品牌打造,https://task.epwk.com/1015049/,268人,1人,"¥23,881",圆满完成,,医疗器械品牌打造,直接雇佣￥ 23881,￥ 23881,任务编号：1015049,0-88.csv,,,,"医疗器械, 品牌打造"
【VI设计】火锅品牌餐饮VI套餐D,https://task.epwk.com/1015054/,271人,1人,"¥8,180",圆满完成,,火锅品牌餐饮VI套餐D,直接雇佣￥ 8180,￥ 8180,任务编号：1015054,0-88.csv,,,,"火锅品牌, 餐饮VI, 套餐设计"
【其他工具软件】修改点餐系统,https://task.epwk.com/1015142/,241人,1人,"¥4,500",圆满完成,,修改点餐系统,直接雇佣￥ 4500,￥ 4500,任务编号：1015142,0-88.csv,,,,"点餐系统, 系统修改"
【小程序开发】挂号缴费系统在线门诊预约小程序,https://task.epwk.com/1015245/,309人,1人,"¥18,000",圆满完成,,挂号缴费系统在线门诊预约小程序,直接雇佣￥ 18000,￥ 18000,任务编号：1015245,0-88.csv,,,,"挂号缴费系统, 在线门诊, 小程序"
【微信开发】像素风小程序开发尾款,https://task.epwk.com/1015315/,12932人,1人,"¥5,000",圆满完成,,像素风小程序开发尾款,直接雇佣￥ 5000,￥ 5000,任务编号：1015315,0-88.csv,,,,"像素风, 小程序开发, 尾款"
【APP开发】生鲜百货酒水饮料预定系统在线点餐,https://task.epwk.com/1015338/,326人,1人,"¥19,200",圆满完成,,生鲜百货酒水饮料预定系统在线点餐,直接雇佣￥ 19200,￥ 19200,任务编号：1015338,0-88.csv,,,,"生鲜百货, 酒水饮料, 在线点餐"
【小程序开发】带后台心理测评有趣测试答题微信小程序,https://task.epwk.com/1015340/,258人,1人,"¥2,999",圆满完成,,带后台心理测评有趣测试答题微信小程序,直接雇佣￥ 2999,￥ 2999,任务编号：1015340,0-88.csv,,,,"心理测评, 微信小程序, 有趣测试"
【其他网站】服务器漏洞修复,https://task.epwk.com/1015372/,236人,1人,"¥6,000",圆满完成,,服务器漏洞修复,直接雇佣￥ 6000,￥ 6000,任务编号：1015372,0-88.csv,,,,"服务器漏洞, 修复"
【小程序开发】租车答题刷题电影跑腿废品回收企业小程序,https://task.epwk.com/1015429/,266人,1人,"¥6,999",圆满完成,,租车答题刷题电影跑腿废品回收企业小程序,直接雇佣￥ 6999,￥ 6999,任务编号：1015429,0-88.csv,,,,"租车, 答题, 小程序"
【APP开发】刷题做题考试小程序源码,https://task.epwk.com/1015443/,297人,1人,"¥14,220",圆满完成,,刷题做题考试小程序源码,直接雇佣￥ 14220,￥ 14220,任务编号：1015443,0-88.csv,,,,"刷题, 做题, 考试小程序"
【小程序开发】带后台心理测评有趣测试答题微信小程序,https://task.epwk.com/1015465/,267人,1人,"¥4,999",圆满完成,,带后台心理测评有趣测试答题微信小程序,直接雇佣￥ 4999,￥ 4999,任务编号：1015465,0-88.csv,,,,"心理测评, 微信小程序, 有趣测试"
【VI设计】VI设计,https://task.epwk.com/1015520/,264人,1人,"¥12,610",圆满完成,,VI设计,直接雇佣￥ 12610,￥ 12610,任务编号：1015520,0-88.csv,,,,VI设计
【FLASH制作】MG动画制作,https://task.epwk.com/1015581/,318人,1人,"¥8,950",圆满完成,,MG动画制作,直接雇佣￥ 8950,￥ 8950,任务编号：1015581,0-88.csv,,,,"MG动画, 制作"
【定制开发】设计一个电子类页面，静态的,https://task.epwk.com/1015924/,1685人,1人,¥50,圆满完成,,设计一个电子类页面，静态的,直接雇佣￥ 50,￥ 50,任务编号：1015924,0-88.csv,,,,"电子页面, 静态设计"
【定制开发】设计个家具网站,https://task.epwk.com/1015954/,1697人,1人,¥50,圆满完成,,设计个家具网站,直接雇佣￥ 50,￥ 50,任务编号：1015954,0-88.csv,,,,"家具网站, 设计"
【小程序开发】原来的报名小程序二次开发,https://task.epwk.com/1016033/,308人,1人,"¥1,500",圆满完成,,原来的报名小程序二次开发,直接雇佣￥ 1500,￥ 1500,任务编号：1016033,0-88.csv,,,,"报名小程序, 二次开发"
【APP开发】健身社保APP开发第二笔,https://task.epwk.com/1016143/,383人,1人,"¥8,000",圆满完成,,健身社保APP开发第二笔,直接雇佣￥ 8000,￥ 8000,任务编号：1016143,0-88.csv,,,,"健身社保, APP开发"
【版权变更】变更办理,https://task.epwk.com/1016202/,704人,1人,¥400,圆满完成,,变更办理,直接雇佣￥ 400,￥ 400,任务编号：1016202,0-88.csv,,,,变更办理
【定制开发】在线学习系统,https://task.epwk.com/1016217/,472人,1人,"¥15,000",圆满完成,,在线学习系统,直接雇佣￥ 15000,￥ 15000,任务编号：1016217,0-88.csv,,,,"在线学习, 系统"
【数据处理】数据处理完善,https://task.epwk.com/1016569/,627人,1人,¥600,圆满完成,,数据处理完善,直接雇佣￥ 600,￥ 600,任务编号：1016569,0-88.csv,,,,"数据处理, 完善"
【企业宣传片】企业宣传片摄制,https://task.epwk.com/1016773/,242人,1人,"¥41,200",圆满完成,,企业宣传片摄制,直接雇佣￥ 41200,￥ 41200,任务编号：1016773,0-88.csv,,,,"企业宣传片, 摄制"
【小程序开发】dachexiaochengxukaifa,https://task.epwk.com/1016814/,247人,1人,"¥18,999",圆满完成,,dachexiaochengxukaifa,直接雇佣￥ 18999,￥ 18999,任务编号：1016814,0-88.csv,,,,达车小程开发
【APP开发】商城小程序开发,https://task.epwk.com/1016826/,340人,1人,"¥36,000",圆满完成,,商城小程序开发,直接雇佣￥ 36000,￥ 36000,任务编号：1016826,0-88.csv,,,,"商城小程序, 开发"
【定制开发】Java程序增加IP账号密码的配置保存查询功能。,https://task.epwk.com/1017018/,282人,1人,"¥1,000",圆满完成,,Java程序增加IP账号密码的配置保存查询功能。,直接雇佣￥ 1000,￥ 1000,任务编号：1017018,0-88.csv,,,,"IP账号密码, 配置保存, 查询功能"
【小程序开发】单商户医药保健品商城小程序(不需要支付),https://task.epwk.com/1017030/,363人,1人,"¥2,800",圆满完成,,单商户医药保健品商城小程序(不需要支付),直接雇佣￥ 2800,￥ 2800,任务编号：1017030,0-88.csv,,,,"单商户商城, 医药保健品, 小程序"
【APP开发】游戏玩法定制,https://task.epwk.com/1017065/,338人,1人,"¥10,000",圆满完成,,游戏玩法定制,直接雇佣￥ 10000,￥ 10000,任务编号：1017065,0-88.csv,,,,"游戏玩法, 定制"
【包装设计】农产品包装设计,https://task.epwk.com/1017387/,322人,1人,"¥4,000",圆满完成,,农产品包装设计,直接雇佣￥ 4000,￥ 4000,任务编号：1017387,0-88.csv,,,,"农产品包装, 设计"
【店铺装修】首页+内页设计需求,https://task.epwk.com/1017453/,281人,1人,"¥1,350",圆满完成,,首页+内页设计需求,直接雇佣￥ 1350,￥ 1350,任务编号：1017453,0-88.csv,,,,"首页设计, 内页设计"
【门户网站】公司官网开发,https://task.epwk.com/1017548/,293人,1人,"¥2,000",圆满完成,,公司官网开发,直接雇佣￥ 2000,￥ 2000,任务编号：1017548,0-88.csv,,,,"公司官网, 开发"
