标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,知识
【宣传册设计】小吃餐厅logo和VI设计,https://task.epwk.com/326266/,355人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,小吃餐厅logo和VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：326266,2900-3152.csv,,,,,,,,"小吃餐厅, logo, VI设计"
贵州省羊艾监狱  logo,https://task.epwk.com/326269/,424人,1人,¥200,圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,贵州省羊艾监狱  logo,直接雇佣￥ 200,￥ 200,任务编号：326269,2900-3152.csv,,,,,,,,"贵州省羊艾监狱, logo"
【单身公寓设计】家装,https://task.epwk.com/326284/,267人,1人,"¥1,999",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,家装,直接雇佣￥ 1999,￥ 1999,任务编号：326284,2900-3152.csv,,,,,,,,"家装设计, 室内装饰"
【单身公寓设计】大港生活区,https://task.epwk.com/326285/,299人,1人,"¥1,999",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,大港生活区,直接雇佣￥ 1999,￥ 1999,任务编号：326285,2900-3152.csv,,,,,,,,大港生活区
【网站UI设计】设计个优秀的站点,https://task.epwk.com/326288/,199人,1人,¥500,圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,设计个优秀的站点,直接雇佣￥ 500,￥ 500,任务编号：326288,2900-3152.csv,,,,,,,,"站点设计, 优秀设计"
【企业官网】旅游网站,https://task.epwk.com/326292/,612人,1人,"¥1,860",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,旅游网站,直接雇佣￥ 1860,￥ 1860,任务编号：326292,2900-3152.csv,,,,,,,,旅游网站
【VI设计】深圳市邻家男孩电子商务有限公司VI设计,https://task.epwk.com/326293/,159人,1人,¥902,圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,深圳市邻家男孩电子商务有限公司VI设计,直接雇佣￥ 902,￥ 902,任务编号：326293,2900-3152.csv,,,,,,,,"深圳市邻家男孩电子商务有限公司, VI设计"
【微信推广】微信运营推广,https://task.epwk.com/326295/,471人,1人,"¥1,868",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,微信运营推广,直接雇佣￥ 1868,￥ 1868,任务编号：326295,2900-3152.csv,,,,,,,,"微信运营, 推广"
【VI设计】APP UI设计,https://task.epwk.com/326298/,505人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,APP UI设计,直接雇佣￥ 1600,￥ 1600,任务编号：326298,2900-3152.csv,,,,,,,,APP UI设计
【企业官网】法国展会主题的企业宣传网站,https://task.epwk.com/326299/,139人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,法国展会主题的企业宣传网站,直接雇佣￥ 8000,￥ 8000,任务编号：326299,2900-3152.csv,,,,,,,,"法国展会, 企业宣传, 网站设计"
【VI设计】产品、企业百度、搜搜等各大百科创建多个词条,https://task.epwk.com/326300/,153人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,产品、企业百度、搜搜等各大百科创建多个词条,直接雇佣￥ 1600,￥ 1600,任务编号：326300,2900-3152.csv,,,,,,,,"产品百科, 企业百科, 百度百科, 搜搜百科"
【VI设计】网站建设,https://task.epwk.com/326301/,127人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,网站建设,直接雇佣￥ 1600,￥ 1600,任务编号：326301,2900-3152.csv,,,,,,,,网站建设
【电商网站】建设一个外贸衣服类购物商场,https://task.epwk.com/326302/,215人,1人,"¥8,148",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,建设一个外贸衣服类购物商场,直接雇佣￥ 8148,￥ 8148,任务编号：326302,2900-3152.csv,,,,,,,,"外贸衣服, 购物商场, 电商平台"
【店铺装修】淘宝店铺装修,https://task.epwk.com/326304/,585人,1人,"¥1,480",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,淘宝店铺装修,直接雇佣￥ 1480,￥ 1480,任务编号：326304,2900-3152.csv,,,,,,,,"淘宝店铺, 店铺装修"
【包装设计】茶膏外包装之五,https://task.epwk.com/326325/,172人,1人,¥50,圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,茶膏外包装之五,直接雇佣￥ 50,￥ 50,任务编号：326325,2900-3152.csv,,,,,,,,"茶膏, 外包装"
VI套餐设计,https://task.epwk.com/326327/,106人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,VI套餐设计,直接雇佣￥ 1800,￥ 1800,任务编号：326327,2900-3152.csv,,,,,,,,"VI设计, 套餐设计"
BI大屏展示设计,https://task.epwk.com/326328/,333人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,BI大屏展示设计,直接雇佣￥ 4000,￥ 4000,任务编号：326328,2900-3152.csv,,,,,,,,"BI大屏, 展示设计"
【产品推广】百度知道问答推广,https://task.epwk.com/326333/,245人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,百度知道问答推广,直接雇佣￥ 1800,￥ 1800,任务编号：326333,2900-3152.csv,,,,,,,,"百度知道, 问答推广"
【广告设计】广告设计,https://task.epwk.com/326334/,121人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,广告设计,直接雇佣￥ 5000,￥ 5000,任务编号：326334,2900-3152.csv,,,,,,,,广告设计
【产品推广】各大门户网论坛推广,https://task.epwk.com/326336/,412人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,各大门户网论坛推广,直接雇佣￥ 1500,￥ 1500,任务编号：326336,2900-3152.csv,,,,,,,,"门户网论坛, 推广"
【企业官网】美女图片网站wap版开发,https://task.epwk.com/326340/,277人,1人,"¥3,300",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,美女图片网站wap版开发,直接雇佣￥ 3300,￥ 3300,任务编号：326340,2900-3152.csv,,,,,,,,"美女图片, 网站开发, wap版"
北京香浓乡情绿色蔬菜商城 企业展示平台   微商,https://task.epwk.com/326353/,649人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,北京香浓乡情绿色蔬菜商城 企业展示平台   微商,直接雇佣￥ 20000,￥ 20000,任务编号：326353,2900-3152.csv,,,,,,,,"北京香浓乡情, 绿色蔬菜, 企业展示平台, 微商"
游戏客户端查询软件开发,https://task.epwk.com/326374/,154人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,游戏客户端查询软件开发,直接雇佣￥ 5000,￥ 5000,任务编号：326374,2900-3152.csv,,,,,,,,"游戏客户端, 软件开发"
【LOGO设计】化妆品商标设计,https://task.epwk.com/326385/,287人,1人,¥800,圆满完成,https://task.epwk.com/page3125.html?m=6&o=7,化妆品商标设计,直接雇佣￥ 800,￥ 800,任务编号：326385,2900-3152.csv,,,,,,,,"化妆品商标, 设计"
企业宣传展示,https://task.epwk.com/326386/,108人,1人,¥300,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,企业宣传展示,直接雇佣￥ 300,￥ 300,任务编号：326386,2900-3152.csv,,,,,,,,"企业宣传, 展示设计"
信息平台,https://task.epwk.com/326391/,217人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,信息平台,直接雇佣￥ 2000,￥ 2000,任务编号：326391,2900-3152.csv,,,,,,,,信息平台
魔豆团VI设计,https://task.epwk.com/326411/,249人,1人,"¥7,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,魔豆团VI设计,直接雇佣￥ 7000,￥ 7000,任务编号：326411,2900-3152.csv,,,,,,,,"VI设计, 魔豆团"
绿茶  茶桶包装,https://task.epwk.com/326415/,199人,1人,¥480,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,绿茶  茶桶包装,直接雇佣￥ 480,￥ 480,任务编号：326415,2900-3152.csv,,,,,,,,"绿茶, 茶桶包装"
家装设计,https://task.epwk.com/326417/,228人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,家装设计,直接雇佣￥ 2000,￥ 2000,任务编号：326417,2900-3152.csv,,,,,,,,家装设计
【VI设计】乐行安LOGO及简单VI设计,https://task.epwk.com/326440/,341人,1人,"¥3,888",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,乐行安LOGO及简单VI设计,直接雇佣￥ 3888,￥ 3888,任务编号：326440,2900-3152.csv,,,,,,,,"乐行安, LOGO, VI设计"
网上商城网站首页内容修改,https://task.epwk.com/326456/,323人,1人,"¥1,180",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,网上商城网站首页内容修改,直接雇佣￥ 1180,￥ 1180,任务编号：326456,2900-3152.csv,,,,,,,,"网上商城, 网站首页, 内容修改"
停车软件APPA,https://task.epwk.com/326458/,132人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,停车软件APPA,直接雇佣￥ 10000,￥ 10000,任务编号：326458,2900-3152.csv,,,,,,,,"停车软件, APP开发"
【LOGO设计】公司LOGO设计,https://task.epwk.com/326472/,166人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,公司LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：326472,2900-3152.csv,,,,,,,,"公司LOGO, 设计"
【宣传册设计】意大利卡帕Kappa家纺整体品牌策划方案,https://task.epwk.com/326476/,568人,1人,"¥35,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,意大利卡帕Kappa家纺整体品牌策划方案,直接雇佣￥ 35000,￥ 35000,任务编号：326476,2900-3152.csv,,,,,,,,"意大利卡帕, 家纺, 品牌策划"
制作一个影视剧场片头,https://task.epwk.com/326479/,296人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,制作一个影视剧场片头,直接雇佣￥ 2500,￥ 2500,任务编号：326479,2900-3152.csv,,,,,,,,"影视剧场, 片头设计"
网站功能完善,https://task.epwk.com/326483/,271人,1人,"¥6,500",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,网站功能完善,直接雇佣￥ 6500,￥ 6500,任务编号：326483,2900-3152.csv,,,,,,,,"网站功能, 完善"
已经谈好了APP开发！,https://task.epwk.com/326492/,238人,1人,"¥1,900",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,已经谈好了APP开发！,直接雇佣￥ 1900,￥ 1900,任务编号：326492,2900-3152.csv,,,,,,,,APP开发
【网站UI设计】首页布局修改,https://task.epwk.com/326495/,472人,1人,¥250,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,首页布局修改,直接雇佣￥ 250,￥ 250,任务编号：326495,2900-3152.csv,,,,,,,,"首页布局, 修改"
【LOGO设计】公司网站整站UI设计,https://task.epwk.com/326496/,132人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,公司网站整站UI设计,直接雇佣￥ 2500,￥ 2500,任务编号：326496,2900-3152.csv,,,,,,,,"公司网站, UI设计"
软文发布2,https://task.epwk.com/326518/,87人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,软文发布2,直接雇佣￥ 5000,￥ 5000,任务编号：326518,2900-3152.csv,,,,,,,,软文发布
文字设计,https://task.epwk.com/326526/,1285人,1人,¥100,待验收,,文字设计,直接雇佣￥ 100,￥ 100,任务编号：326526,0-88.csv,,,,,,,,文字设计
【微信推广】微信推广,https://task.epwk.com/326530/,742人,1人,"¥100,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,微信推广,直接雇佣￥ 100000,￥ 100000,任务编号：326530,2900-3152.csv,,,,,,,,微信推广
商城APP开发二期费用,https://task.epwk.com/326532/,156人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,商城APP开发二期费用,直接雇佣￥ 30000,￥ 30000,任务编号：326532,2900-3152.csv,,,,,,,,"商城APP, 开发, 二期"
【专业代笔】关于经贸方面的文章撰写,https://task.epwk.com/326534/,277人,1人,¥100,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,关于经贸方面的文章撰写,直接雇佣￥ 100,￥ 100,任务编号：326534,2900-3152.csv,,,,,,,,"经贸文章, 撰写"
设计产品包装,https://task.epwk.com/326544/,141人,1人,¥500,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,设计产品包装,直接雇佣￥ 500,￥ 500,任务编号：326544,2900-3152.csv,,,,,,,,"产品包装, 设计"
商业文案及PPT制作,https://task.epwk.com/326545/,504人,1人,"¥1,674",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,商业文案及PPT制作,直接雇佣￥ 1674,￥ 1674,任务编号：326545,2900-3152.csv,,,,,,,,"商业文案, PPT制作"
html页面设计,https://task.epwk.com/326546/,182人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,html页面设计,直接雇佣￥ 1200,￥ 1200,任务编号：326546,2900-3152.csv,,,,,,,,html页面设计
【其他家装服务】春节大海报,https://task.epwk.com/326558/,324人,1人,¥132,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,春节大海报,直接雇佣￥ 132,￥ 132,任务编号：326558,2900-3152.csv,,,,,,,,"春节, 海报设计"
【海报设计】小吃餐厅海报设计,https://task.epwk.com/326566/,336人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,小吃餐厅海报设计,直接雇佣￥ 5000,￥ 5000,任务编号：326566,2900-3152.csv,,,,,,,,"小吃餐厅, 海报设计"
军队资料管理,https://task.epwk.com/326567/,348人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,军队资料管理,直接雇佣￥ 3000,￥ 3000,任务编号：326567,2900-3152.csv,,,,,,,,"军队资料, 管理系统"
【小程序开发】windows桌面程序开发,https://task.epwk.com/326578/,177人,1人,"¥11,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,windows桌面程序开发,直接雇佣￥ 11000,￥ 11000,任务编号：326578,2900-3152.csv,,,,,,,,"windows桌面程序, 开发"
在线商城 电子商务,https://task.epwk.com/326583/,127人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,在线商城 电子商务,直接雇佣￥ 20000,￥ 20000,任务编号：326583,2900-3152.csv,,,,,,,,"在线商城, 电子商务"
店招设计,https://task.epwk.com/326584/,160人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,店招设计,直接雇佣￥ 2000,￥ 2000,任务编号：326584,2900-3152.csv,,,,,,,,"店招, 设计"
单页设计,https://task.epwk.com/326587/,89人,1人,¥500,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,单页设计,直接雇佣￥ 500,￥ 500,任务编号：326587,2900-3152.csv,,,,,,,,单页设计
名片设计,https://task.epwk.com/326588/,69人,1人,¥500,圆满完成,https://task.epwk.com/page3124.html?m=6&o=7,名片设计,直接雇佣￥ 500,￥ 500,任务编号：326588,2900-3152.csv,,,,,,,,名片设计
包装设计,https://task.epwk.com/326589/,60人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：326589,2900-3152.csv,,,,,,,,包装设计
【其他家装服务】淘宝主图去掉水印,https://task.epwk.com/326590/,689人,1人,¥10,圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,淘宝主图去掉水印,直接雇佣￥ 10,￥ 10,任务编号：326590,2900-3152.csv,,,,,,,,"淘宝主图, 水印去除"
【微信推广】【APP推广】安卓APP排名IOS苹果APP市场排行榜优化,https://task.epwk.com/326594/,347人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,【APP推广】安卓APP排名IOS苹果APP市场排行榜优化,直接雇佣￥ 5000,￥ 5000,任务编号：326594,2900-3152.csv,,,,,,,,"APP推广, 安卓APP, IOS苹果APP市场, 排名优化"
【包装设计】水果箱包装,https://task.epwk.com/326596/,156人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,水果箱包装,直接雇佣￥ 1000,￥ 1000,任务编号：326596,2900-3152.csv,,,,,,,,"水果包装, 箱子设计"
花茶茶桶,https://task.epwk.com/326601/,191人,1人,¥480,圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,花茶茶桶,直接雇佣￥ 480,￥ 480,任务编号：326601,2900-3152.csv,,,,,,,,"花茶, 茶桶"
网站开发,https://task.epwk.com/326605/,150人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：326605,2900-3152.csv,,,,,,,,网站开发
【小程序开发】批量修改exe结尾的程序链接。,https://task.epwk.com/326610/,217人,1人,"¥9,800",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,批量修改exe结尾的程序链接。,直接雇佣￥ 9800,￥ 9800,任务编号：326610,2900-3152.csv,,,,,,,,"批量修改, exe文件, 程序链接"
安卓APP开发,https://task.epwk.com/326624/,125人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,安卓APP开发,直接雇佣￥ 10000,￥ 10000,任务编号：326624,2900-3152.csv,,,,,,,,"安卓APP, 开发"
微信公众平台开发,https://task.epwk.com/326629/,236人,1人,"¥9,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,微信公众平台开发,直接雇佣￥ 9000,￥ 9000,任务编号：326629,2900-3152.csv,,,,,,,,"微信公众号, 平台开发"
【其他家装服务】淘宝包包主题设计,https://task.epwk.com/326642/,498人,1人,¥98,圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,淘宝包包主题设计,直接雇佣￥ 98,￥ 98,任务编号：326642,2900-3152.csv,,,,,,,,"淘宝包包, 主题设计"
"使用 ffmpeg 对手机拍摄的视频进行 裁剪 , 视频转换",https://task.epwk.com/326646/,314人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3123.html?m=6&o=7,"使用 ffmpeg 对手机拍摄的视频进行 裁剪 , 视频转换",直接雇佣￥ 5000,￥ 5000,任务编号：326646,2900-3152.csv,,,,,,,,"视频裁剪, 视频转换, 手机视频"
