标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【小程序开发】灯珠控制软件开发,https://task.epwk.com/1113202/,231人,2人,1000-3000元,圆满完成,无锡发现者,灯珠的需求：1.根据时间节点来控制灯珠的开关，随着视频时间的往前推，到达固定的节点就保持亮2.整个视频是由多个小视频组成的，这些时间节点分别代表了路线的地标，当视频的时间到达这个指定时间，比如：1分20秒到达第二个路标了，这个时候灯就得亮起来，同时前面的第一个灯要保持亮着，后面的同理3.三台设备之间的干扰问题，当一台设备在调用这个路线的时候，其他两台设备要拒绝访问 这个信号接口4.当返回首页的时候灯全部关闭5.当设备1分钟没人玩的时候，自动返回首页同时灯全部熄灭,2025-03-07,2025.03.24,任务编号：1113202,1800.0,7天,上海市-市辖区,缇讯科技(上海)有限公司,https://shop.epwk.com/09drjyex653w/,缇讯科技(上海)有限公司,出售服务,https://shop.epwk.com/09drjyex653w/chushou/,企业,四品,76分,总 17 次中标，交易总金额,￥5.2万,缇讯科技(上海)有限公司,,物联网嵌入式开发云平台搭建大数据分析硬件云端智能解决方案,价格面议,全行业Saas系统针对垂直行业基于定制化多租户复杂权限系统,价格面议,开源大模型蒸馏定制行业小模型开发适用于各行各业解决方案,价格面议,汽车后市场相关软件开发客户关系管理系统汽配数据采集分析系统,价格面议,复杂项目协同管理解决方案,价格面议,直播数藏电商在线教育抽奖定制行业模版小程序APP,"￥1000
            /起",,,,,,,小程序开发
【小程序开发】快递类的小程序，需要成品,https://task.epwk.com/1112171/,374人,6人,3000-5000元,圆满完成,k7442****68,快递类的小程序，需要成品，可以下单，各个流程的记录等功能就可以预算 3000-5000,2025-03-04,2025.03.25,任务编号：1112171,4600.0,"14天,10天","湖北省-武汉市,山东省-临沂市",普江科技,https://shop.epwk.com/v0n1xxm1457y/,普江科技,出售服务,https://shop.epwk.com/v0n1xxm1457y/chushou/,企业,五品,75分,总 3 次中标，交易总金额,￥1.44万,普江科技,,小程序APP定制开发服务,"￥3000
            /起",小毛驴进销存：进销存+商城系统+生产管理+工单管理+工序管理,"￥1500
            /年",,,,,,,,,,,,,,,小程序开发
【H5开发】threejs开发，了解空间计算的,https://task.epwk.com/1112038/,116人,1人,1000元以内,圆满完成,友森联创,"1、需要threejs和CesiumJs 开发等,不是做模型的展示和三分接口调用，需要了解空间计算。2、需要工作日上班时间，能提供修改。3、提交并发布线上，测试没问题问题后算完成任务。注意：1、需要熟手，生手勿扰。2、代码需要简洁，界面清新，代码SHI山者勿扰，以免后续有纠纷。3、不能按时或者全部完成交付，算为任务失败，撤回资金托管",2025-03-03,2025.03.05,任务编号：1112038,200.0,1天,广东省-深圳市,艺欣科技工作室,https://shop.epwk.com/2j5xo4mrg5xm/,艺欣科技工作室,出售服务,https://shop.epwk.com/2j5xo4mrg5xm/chushou/,工作室,六品,74分,总 6 次中标，交易总金额,￥1.13万,艺欣科技工作室,,小程序开发 | 微信 | 支付宝 | 短视频平台 | 小红书,价格面议,后台管理系统,价格面议,安卓APP开发 - 高端定制,价格面议,GPT 应用开发,价格面议,采集工具开发,价格面议,VR应用开发,价格面议,,,,,,,H5开发
【小程序开发】问答结果生成文件,https://task.epwk.com/1112011/,229人,4人,1000元以内,圆满完成,中互信达,称呼:段先生地区:北京需求:自己开发了一个AI助手，对接阿里云工具的，阿里云不提供生成结果的服务 ，所以要做一个针对AI问答结果可以生成的文件，PDF或者word都可以。,2025-03-03,2025.03.07,任务编号：1112011,800.0,"3天,1天,3天","山东省-德州市,广东省-惠州市,黑龙江-齐齐哈尔市",德州悠扬信息科技有限公司,https://shop.epwk.com/4rn8q7gz9ngm/,德州悠扬信息科技有限公司,出售服务,https://shop.epwk.com/4rn8q7gz9ngm/chushou/,企业,四品,76分,总 14 次中标，交易总金额,￥2.29万,德州悠扬信息科技有限公司,,扫码点餐系统SAAS版,价格面议,扫码点餐系统,价格面议,企业网站电脑手机H5五站合一官网开发,价格面议,商城系统单商户版,￥3000,商城系统多商户版,￥4000,UI设计界面,价格面议,,,,,,,小程序开发
【其他管理软件】企业档案管理软件开发,https://task.epwk.com/1111889/,401人,5人,5000-10000元,圆满完成,北极光LY,公司内网搭个服务器 用于档案管理 这样子 档案管理软件需求功能:阶段划分和对应流程列表。文件上传与检测机制。提醒触发条件和内容。用户界面和交互设计。可能的附加功能和优化。多用户并发机制。纸质文件扫描后上传分类归纳存档查看，(针对某个文档，上传时间日志，访问日志) (除去超级管理员不能有编辑和删除的功能)搜索备份与恢复根据公司组织架构自定义权限根据文件分类 比如施工文件分类 设置项目进度提醒例如 项目分前中后期 三个阶段 每个阶段到哪个步骤 自定义前期步骤 1-7 上传了6个文件 少一个文件 软件系统弹窗提示 缺失第几步骤什么文件,2025-03-03,2025.04.07,任务编号：1111889,5000.0,14天,宁夏-银川市,宁夏鲲鹏网络,https://shop.epwk.com/qgdmjo63qdke/,宁夏鲲鹏网络,出售服务,https://shop.epwk.com/qgdmjo63qdke/chushou/,企业,六品,64分,总 2 次中标，交易总金额,￥7166.00,宁夏鲲鹏网络,,,,,,,,,,,,,,,,,,,,其他管理软件
【APP开发】会员制培训资料学习软件,https://task.epwk.com/1111982/,294人,3人,3000-5000元,圆满完成,威铺hNNb9,需要制作一款简单的能够上传资料供会员客户学习的软件。主要两个功能，1.会员充值功能  2.图文视频上传和浏览功能。不需要上架，能够作为安装包内部分享即可。,2025-03-03,2025.03.28,任务编号：1111982,3500.0,"15天,30天","河南省-洛阳市,山东省-临沂市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,APP开发
【小程序开发】供求信息小程序模板平台开发,https://task.epwk.com/1111618/,361人,11人,3000-5000元,圆满完成,o5df9d3748cc45,供求信息小程序模板平台开发，带会员付费解锁联系方式会员，需求靠谱有类似开发模板的接，定制不要，费用太高不要,2025-03-01,2025.03.13,任务编号：1111618,3000.0,"10天,20天,7天","江苏省-徐州市,山东省-临沂市,浙江省-杭州市",正都科技,https://shop.epwk.com/qgdmj34mgdke/,正都科技,出售服务,https://shop.epwk.com/qgdmj34mgdke/chushou/,企业,四品,54分,总 13 次中标，交易总金额,￥4.88万,正都科技,,,,,,,,,,,,,,,,,,,,小程序开发
【其他软件开发】自动下单系统开发,https://task.epwk.com/1111610/,209人,2人,3000-5000元,圆满完成,迪特利Q2Vd1,竞彩自动下单系统开发，实现自动化，自动下单,2025-03-01,2025.03.17,任务编号：1111610,3000.0,5天,山东省-青岛市,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,其他软件开发
【APP界面设计】英语学习APPUI设计,https://task.epwk.com/1110936/,196人,1人,3000-5000元,圆满完成,威品nIuvs,以定合作方，勿投,2025-02-26,2025.04.07,任务编号：1110936,3000.0,10天,辽宁省-沈阳市-苏家屯区,哆米设计,https://shop.epwk.com/qgdmj24rydke/,哆米设计,出售服务,https://shop.epwk.com/qgdmj24rydke/chushou/,个人,三品,60分,总 48 次中标，交易总金额,￥7.46万,哆米设计,,java功能定制开发,"￥88
            /页",前端开发uniapp,"￥80
            /页",ui定制设计,"￥80
            /页",,,,,,,,,,,,,APP界面设计
【小程序开发】需要做2个小程序，其中一个是电商小程序,https://task.epwk.com/1110731/,264人,1人,1000-3000元,圆满完成,斜_杠,开发一个卖书的小程序，我方协助基础工作，具体需求有意者联系我，预算可以单独沟通。,2025-02-25,2025.03.05,任务编号：1110731,1500.0,10天,上海市-市辖区,上海哲怡,https://shop.epwk.com/3gd2mv4wgner/,上海哲怡,出售服务,https://shop.epwk.com/3gd2mv4wgner/chushou/,工作室,七品,60分,总 4 次中标，交易总金额,￥8700.00,上海哲怡,,各行业小程序定制开发,"￥6800
            /件",网站开发官网定制,"￥4980
            /件",售后工单管理系统,"￥12800
            /件",企业管理系统开发,"￥9860
            /件",,,,,,,,,,,小程序开发
【网站二次开发】用vue做个前端对接苹果cms的数据,https://task.epwk.com/1110709/,186人,3人,5000-10000元,圆满完成,尊鉴MIJyk,"用vue做个前端对接苹果cms的数据,排版样式用苹果cms的模板,,排版样式用苹果cms的模板,需要在苹果cms的后台做个控制前端功能的控制开关",2025-02-25,2025.03.29,任务编号：1110709,6000.0,5天,河北省-石家庄市,初晓创意互联,https://shop.epwk.com/3gd2mvzyyner/,初晓创意互联,出售服务,https://shop.epwk.com/3gd2mvzyyner/chushou/,个人,一品,98分,总 58 次中标，交易总金额,￥17.62万,初晓创意互联,,网站建设定制开发设计企业公司官网营销门户仿站外贸网站建设制作,"￥5000
            /套",app小程序H5应用软件网站网页交互外包定制ui设计,"￥100
            /页",软件界面设计管理系统ui设计大数据ui客户端软件触摸屏,"￥500
            /页",网页设计网站设计软件设计ui设计app小程序h5前端切图,"￥1000
            /页",网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,"￥300
            /页",移动应用app小程序软件网页界面大数据可视化UI定制设计,"￥10000
            /页",,,,,,,网站二次开发
【微信开发】开发一套自己微信群里的信息可以转发到自己微信的朋友圈,https://task.epwk.com/1110678/,268人,2人,1000元以内,圆满完成,o5b2bd563df091,开发一套自己的微信群信息自动转发到自己微信的朋友圈，省自己发布了,2025-02-25,2025.03.15,任务编号：1110678,400.0,7天,湖北省-武汉市-市辖区,如云漂泊,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信开发
【外贸网站】英文二手车出口网站_Web前端开发,https://task.epwk.com/1110489/,206人,1人,3000-5000元,圆满完成,威多宝fU45s,网站需求：1.1 网站本身只是展示信息1.2 无需展示库存1.3 需要定期发布二手车相关知识，增强SEO1.4 需要有Contact us界面1.5 需要有邮件订阅功能英文网站可参考：https://japan-motor.com/enhttps://www.hssnets.com/home-en,2025-02-24,2025.04.11,任务编号：1110489,3500.0,10天,北京市-北京市-通州区,北京江渝文化工作室,https://shop.epwk.com/3gd2m8x3pner/,北京江渝文化工作室,出售服务,https://shop.epwk.com/3gd2m8x3pner/chushou/,工作室,四品,53分,总 26 次中标，交易总金额,￥5.67万,北京江渝文化工作室,,,,,,,,,,,,,,,,,,,,外贸网站
【H5开发】threejs开发,https://task.epwk.com/1110472/,162人,1人,1000-3000元,圆满完成,友森联创,1、需要threejs和CesiumJs 开发等。2、需要工作日上班时间，能提供修改。3、提交并发布线上，测试没问题问题后算完成任务。注意：1、需要熟手，生手勿扰。2、代码需要简洁，界面清新，代码SHI山者勿扰，以免后续有纠纷。3、不能按时或者全部完成交付，算为任务失败，撤回资金托管,2025-02-24,2025.03.11,任务编号：1110472,1500.0,10天,上海市-市辖区-松江区,泰灵工作室,https://shop.epwk.com/omdwk9m4qdrp/,泰灵工作室,出售服务,https://shop.epwk.com/omdwk9m4qdrp/chushou/,个人,五品,52分,总 5 次中标，交易总金额,￥1.5万,泰灵工作室,,微信小游戏开发,"￥10000
            /月",,,,,,,,,,,,,,,,,H5开发
【门户网站】PC管控台管理员和城市合伙人角色适配,https://task.epwk.com/1110455/,14人,1人,1000-3000元,圆满完成,k6323****93,"城市合伙人：店铺管理  我的店铺  按钮：查看，修改。 添加商品 ，打烊设置。【添加店铺】  店铺申请  按钮：  查看 同意 驳回；店铺申请需要地图，可以拖拽，主要是获取地理坐标  店铺详情：基本信息，银行卡信息 ，小票机信息，抽佣比例信息 商品管理  店铺商品： 按钮 ：上下架   查看 修改  订单管理  我的订单： 按钮：查看 退款  售后订单： 按钮：协商 商家退款 快递退款 查看  订单详情：商品信息 店铺信息 快递员信息 收件人信息 售后信息 财务申请： 财务列表【申请提现】 财务审核 按钮：同意 驳回 管理员：店铺管理  我的店铺  按钮：查看，修改。 添加商品 ，打烊设置。【添加店铺】  店铺申请  按钮：  查看 同意 驳回；店铺申请需要地图，可以拖拽，主要是获取地理坐标   店铺详情：基本信息，银行卡信息 ，小票机信息，抽佣比例信息 商品管理  店铺商品： 按钮 ：上下架   查看 修改   商品审核： 按钮：  查看 同意 驳回  订单管理  我的订单： 按钮：查看 退款  售后订单： 按钮：协商 商家退款 快递退款 查看   订单详情：商品信息 店铺信息 快递员信息 收件人信息 售后信息 财务申请： 财务列表【申请提现】 财务审核 按钮：同意 驳回  跑腿审核  列表 按钮：同意，驳回  ,查看",2025-02-24,2025.03.20,任务编号：1110455,1000.0,7天,山东省-德州市,德州悠扬信息科技有限公司,https://shop.epwk.com/4rn8q7gz9ngm/,德州悠扬信息科技有限公司,出售服务,https://shop.epwk.com/4rn8q7gz9ngm/chushou/,企业,四品,76分,总 14 次中标，交易总金额,￥2.29万,德州悠扬信息科技有限公司,,扫码点餐系统SAAS版,价格面议,扫码点餐系统,价格面议,企业网站电脑手机H5五站合一官网开发,价格面议,商城系统单商户版,￥3000,商城系统多商户版,￥4000,UI设计界面,价格面议,,,,,,,门户网站
