标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,能力标签
【3D建模】箱桌3D建模,https://task.epwk.com/1093961/,1510人,2人,1000-3000元,圆满完成,居多牧felZP,箱桌3D建模，就一款，机械类的，原模型不是机械做的，需要帮忙改进，具体细节详谈需要原创作品，后期需要进行专利申请，不要二次创作中午或者晚上联系，白天比较没有时间,2024-10-14,2024.11.11,任务编号：1093961,2000.0,"15天,10天","广东省-深圳市,湖北省-武汉市",深圳捷为设计有限公司,https://shop.epwk.com/p05qj38w3dev/,深圳捷为设计有限公司,出售服务,https://shop.epwk.com/p05qj38w3dev/chushou/,企业,七品,59分,总 2 次中标，交易总金额,￥3900.00,深圳捷为设计有限公司,,工业产品外观结构设计犀牛建模KSc4d 渲染效果图,"￥100
            /起",,,,,,,3D建模
【产品外观设计】三维图设计,https://task.epwk.com/1093876/,165人,2人,1000元以内,圆满完成,k2114****84,称呼:施先生地区:广东深圳需求:照着实物画图  需要画一个三维图，用来申请专利，格式stp，软件用solidworks和Croe，犀牛的不行没有stp格式预算：500,2024-10-14,2024.10.17,任务编号：1093876,500.0,"1天,3天","广东省-深圳市,山东省-青岛市",深圳吉米工业设计公司,https://shop.epwk.com/78n966ywonkv/,深圳吉米工业设计公司,出售服务,https://shop.epwk.com/78n966ywonkv/chushou/,企业,四品,41分,,,深圳吉米工业设计公司,,无人机、遥控器设计,"￥1
            /件",喷漆枪外观设计,"￥1
            /件",多功能汽车安全锤,"￥1
            /件",TYPE-C拓展坞设计,"￥1
            /件",产品外观设计
【包装设计】速冻品包装设计,https://task.epwk.com/1093698/,1026人,1人,3000-5000元,圆满完成,k7503****73,称呼：刘先生地区: 广东东莞，本地或周边服务商需求: 我新开个了个速冻食品厂，有5-6款产品，如水饺，包子，馒头等。设计需要新颖，吸引眼球。如果合适，我会上门与设计师沟通 。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2024-10-11,2025.02.14,任务编号：1093698,3000.0,15天,广东省-深圳市,深圳萬森品牌,https://shop.epwk.com/09drjy1o653w/,深圳萬森品牌,出售服务,https://shop.epwk.com/09drjy1o653w/chushou/,企业,四品,78分,总 13 次中标，交易总金额,￥3.62万,深圳萬森品牌,,包装设计 总监创作 保证原创,"￥500
            /起",宣传册 产品册 折页 设计,"￥300
            /起",VI设计 总监创作 保证原创,"￥5000
            /起",LOGO设计 总监创作 保证原创 保证注册通过,"￥999
            /起",包装设计
【包装设计】家居产品包装设计,https://task.epwk.com/1093513/,74人,1人,1000-3000元,圆满完成,k2702****98,"称呼:陈先生 地区:浙江金华需求:需要包装盒设计，主题和产品可以关联,设计香片：石膏+亚克力+扩香木+金属牌,https://detail.tmall.com/item.htm?abbucket=4&id=822904884027&rn=b4d2b0ff5ee0630111aae6e490f7fb3a&spm=a1z10.3-b-s.w4011-21595865397.283.426a54e92a8BHT 如上面的中秋系列 ,现在想做新年款的，举例可以以蛇的造型并包含寓意来设计（比如：有蛇有得）",2024-10-10,2024.11.12,任务编号：1093513,1200.0,15天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3487 次中标，交易总金额,￥1073.48万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",包装设计
【包装设计】家居产品包装设计,https://task.epwk.com/1093458/,119人,1人,1000-3000元,圆满完成,k2702****98,"称呼:陈先生 地区:浙江金华需求:需要包装盒设计，主题和产品可以关联,设计香片：石膏+亚克力+扩香木+金属牌,https://detail.tmall.com/item.htm?abbucket=4&id=822904884027&rn=b4d2b0ff5ee0630111aae6e490f7fb3a&spm=a1z10.3-b-s.w4011-21595865397.283.426a54e92a8BHT 如上面的中秋系列 ,现在想做新年款的，举例可以以蛇的造型并包含寓意来设计（比如：有蛇有得）",2024-10-09,2024.12.17,任务编号：1093458,1200.0,7天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,￥5.99万,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,包装设计
【LOGO设计】建筑行业的LOGO设计,https://task.epwk.com/1093420/,88人,2人,1000元以内,圆满完成,k8328****66,"称呼：王先生地区: 未定，服务商地域不限需求: 我们主要是做交通，市政水利方面业务的。之前的LOGO感觉比较小气，我们想要做优化升级logo,要求简约大气，颜色搭配上要优化，不用注册商标。这个logo后期要印刷在杯子上  。服务商提供案例、报价预算: 看服务商报价时间：未接备注：微信是手机号",2024-10-09,2024.10.11,任务编号：1093420,400.0,"1天,3天","天津市-市辖区,山东省-青岛市",鲲珺传媒设计,https://shop.epwk.com/4rn8q7rg3ngm/,鲲珺传媒设计,出售服务,https://shop.epwk.com/4rn8q7rg3ngm/chushou/,个人,七品,38分,,,鲲珺传媒设计,,,,,,,,,,LOGO设计
【LOGO设计】2个商标设计确定合作者,https://task.epwk.com/1093409/,287人,1人,1000-3000元,圆满完成,k1179****38,称呼:刘先生所在行业:农业组织性质:公司地区:黑龙江（服务商地域不限）需求:需要2个商标设计，标识设计，洋澳农业一个标识，洋澳种业一个标识。二个都是公司完成时间:尽快预算:不超过1000一个备注 微信号是手机号,2024-10-09,2024.10.16,任务编号：1093409,2000.0,30天,广东省-深圳市,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 70 次中标，交易总金额,￥27.14万,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,LOGO设计
【主图设计】电商主图和详情页设计,https://task.epwk.com/1093404/,143人,1人,1000元以内,圆满完成,rock6626,称呼：黎先生地区: 广东，本省服务商优先，长期合作需求: 我们是做亚马逊平台的，卖帽子的，需要长期设计主图，详情页，要求设计师有亚马逊的主图和a+图的设计经验。我希望直接对接设计师（不希望对接客服）。风格要求：简洁，不要花哨的； 需要做6张图  。服务商提供案例、报价预算: 看服务商报价时间：长期备注：微信是手机号,2024-10-09,2024.10.25,任务编号：1093404,760.0,3天,广东省-深圳市-市辖区,艺言设计,https://shop.epwk.com/m7d7w8pxr5q8/,艺言设计,出售服务,https://shop.epwk.com/m7d7w8pxr5q8/chushou/,工作室,一品,60分,总 37 次中标，交易总金额,￥19.57万,艺言设计,,视频剪辑制作/中视频创作,"￥1000
            /起",产品视频广告设计,"￥2500
            /起",MG动画/二维动画,"￥2500
            /起",三维动画设计制作/产品三维动画,"￥3000
            /起",主图设计
【VI设计】AI+教育行业VI设计,https://task.epwk.com/1093380/,94人,2人,5000-10000元,圆满完成,小陆瑶官方,称呼:孔女士 地区:广东深圳需求: AI+教育，需要有未来科技感的，教育相关的案例 内容暂时保密，预算5000以内，不超过5000，需要有做过相关成功案例的，带成功案例沟通，具体详谈，最好是深圳的团队联系,2024-10-08,2024.10.28,任务编号：1093380,5000.0,"15天,15天","广东省-深圳市,北京市-北京市",深圳萬森品牌,https://shop.epwk.com/09drjy1o653w/,深圳萬森品牌,出售服务,https://shop.epwk.com/09drjy1o653w/chushou/,企业,四品,78分,总 13 次中标，交易总金额,￥3.62万,深圳萬森品牌,,包装设计 总监创作 保证原创,"￥500
            /起",宣传册 产品册 折页 设计,"￥300
            /起",VI设计 总监创作 保证原创,"￥5000
            /起",LOGO设计 总监创作 保证原创 保证注册通过,"￥999
            /起",VI设计
【包装设计】豆干的包装设计,https://task.epwk.com/1092999/,30人,1人,1000元以内,圆满完成,k2980****55,"称呼:王总所在行业:食品组织性质:公司地区:山东省,济宁市（服务商地域不限）需求:豆干的包装设计，非遗产品，具体详谈完成时间:具体再定预算:报价联系备注 微信号是手机号（先加微信）",2024-09-29,2024.10.08,任务编号：1092999,800.0,3天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3487 次中标，交易总金额,￥1073.48万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",包装设计
【LOGO设计】门头logo设计,https://task.epwk.com/1092943/,82人,1人,1000元以内,圆满完成,k1780****88,称呼:淳淳地区:不限需求:需求我们是微醺小院，想在门头上做logo，名字叫做童话里，需要注册，越快越好，报价联系,2024-09-27,2024.09.30,任务编号：1092943,200.0,2天,山东省-菏泽市,明弈设计工作室,https://shop.epwk.com/rp5z4v7r8dx3/,明弈设计工作室,出售服务,https://shop.epwk.com/rp5z4v7r8dx3/chushou/,工作室,四品,55分,总 31 次中标，交易总金额,￥1.58万,明弈设计工作室,,创意海报设计,价格面议,创意手绘设计,价格面议,创意包装设计,价格面议,创意详情页设计,价格面议,LOGO设计
【LOGO设计】音乐applogo设计,https://task.epwk.com/1092414/,1422人,3人,1000元以内,圆满完成,华莺音乐,app名称：华莺音乐  要求包含元素：凤凰或者鸟的形象，包含音乐符号和HY元素，可以考虑用HY变形出鸟和音乐元素，logo设计成圆形,2024-09-23,2024.11.19,任务编号：1092414,300.0,5天,辽宁省-锦州市-市辖区,点点术士,https://shop.epwk.com/rp5z4qzowdx3/,点点术士,出售服务,https://shop.epwk.com/rp5z4qzowdx3/chushou/,个人,三品,59分,总 88 次中标，交易总金额,￥6.37万,点点术士,,,,,,,,,,LOGO设计
【LOGO设计】流通公司的logo设计,https://task.epwk.com/1092277/,74人,1人,1000元以内,圆满完成,k9209****01,"称呼:张先生组织性质:公司地区:新疆,乌鲁木齐市（服务商地域不限）需求:流通公司的logo设计，名字取好了，设计最好是名字加图案，不用注册商标完成时间:具体看沟通预算:报价联系备注 微信号是手机号",2024-09-20,2024.12.19,任务编号：1092277,500.0,7天,湖北省-武汉市,四喜广告,https://shop.epwk.com/3gd2mv9lvner/,四喜广告,出售服务,https://shop.epwk.com/3gd2mv9lvner/chushou/,企业,三品,79分,总 39 次中标，交易总金额,￥5.99万,四喜广告,,视频媒体 商业摄影 动态海报,价格面议,品牌整合 营销策划  地产推广,价格面议,包装设计 礼品设计 文创开发,价格面议,LOGO VI设计  海报设计  宣传册设计,价格面议,LOGO设计
【产品外观设计】需要做个发电机组外观的工业设计,https://task.epwk.com/1091948/,120人,1人,5000-10000元,圆满完成,allnew,需要做个发电机组 外观的工业设计，主要是钣金设计，具体细节详谈,2024-09-19,2024.09.30,任务编号：1091948,5000.0,10天,河北省-石家庄市,设计不知科技,https://shop.epwk.com/m7d7wo7zp5q8/,设计不知科技,出售服务,https://shop.epwk.com/m7d7wo7zp5q8/chushou/,企业,七品,38分,,,设计不知科技,,3D建模渲染,"￥200
            /起",样机制作-批量加工,"￥200
            /起",产品结构设计,"￥1000
            /起",产品外观设计,"￥600
            /起",产品外观设计
【产品外观设计】电磁炉外观线条优化,https://task.epwk.com/1092089/,56人,1人,1000-3000元,圆满完成,尚品b8U4h,称呼:商先生 地区:广东中山需求:电磁炉，要对外观线条进行优化，要懂点结构和注塑模具，基本结构不用动，只做侧面或前后（如果需要）线条优化  具体详谈预算：2000内,2024-09-18,2024.10.19,任务编号：1092089,2000.0,4天,广东省-深圳市,深圳捷为设计有限公司,https://shop.epwk.com/p05qj38w3dev/,深圳捷为设计有限公司,出售服务,https://shop.epwk.com/p05qj38w3dev/chushou/,企业,七品,59分,总 2 次中标，交易总金额,￥3900.00,深圳捷为设计有限公司,,工业产品外观结构设计犀牛建模KSc4d 渲染效果图,"￥100
            /起",,,,,,,产品外观设计
【广告设计】图片优化设计,https://task.epwk.com/1091782/,287人,3人,1000-3000元,圆满完成,领域之巅jPfs3,把这2人，优化现代时尚一对，边上加个小朋友。右边加个大人，手里能握个AD的瓶子，一起欢乐，喝AD的场景,2024-09-13,2024.09.20,任务编号：1091782,1600.0,"7天,5天","山东省-威海市-乳山市,辽宁省-大连市-市辖区",众腾传媒,https://shop.epwk.com/2j5xogjy95xm/,众腾传媒,出售服务,https://shop.epwk.com/2j5xogjy95xm/chushou/,企业,一品,53分,,,众腾传媒,,动画创意制作,"￥1500
            /件",影视后期制作,"￥100
            /件",商业影视制作,"￥1000
            /件",品牌全案咨询,"￥3000
            /件",广告设计
【LOGO设计】logo和宣传图设计,https://task.epwk.com/1091770/,247人,5人,1000元以内,圆满完成,o5baf37ed2c63f,1、根据网站名字设计logo图和ico图2、设计三张pc网站首页轮播宣传图    （1）第一张主题：海量图库任意浏览    （2）第二张主题：强调可以调用openai大模型生成自己的图片    （3）第三张主题：可以发布自己的图片并且可以自定义图片价格，只有有人下载就会有收益,2024-09-13,2024.09.23,任务编号：1091770,700.0,"5天,3天","辽宁省-锦州市-市辖区,山东省-青岛市",点点术士,https://shop.epwk.com/rp5z4qzowdx3/,点点术士,出售服务,https://shop.epwk.com/rp5z4qzowdx3/chushou/,个人,三品,59分,总 88 次中标，交易总金额,￥6.37万,点点术士,,,,,,,,,,LOGO设计
