标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【卡通形象设计】设计应用于网站的卡通插画,https://task.epwk.com/247257/,508人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3223.html?m=6&o=7,设计应用于网站的卡通插画,直接雇佣￥ 3000,￥ 3000,任务编号：247257,3153-3304.csv,,,"网站插画, 卡通插画"
【电商网站】网站马年首页设计制作与产品推广功能更新维护,https://task.epwk.com/247282/,377人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3223.html?m=6&o=7,网站马年首页设计制作与产品推广功能更新维护,直接雇佣￥ 1500,￥ 1500,任务编号：247282,3153-3304.csv,,,"网站首页设计, 马年, 产品推广, 功能更新, 网站维护"
【小程序开发】完善大智慧公式程序开发,https://task.epwk.com/247284/,379人,1人,¥500,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,完善大智慧公式程序开发,直接雇佣￥ 500,￥ 500,任务编号：247284,3153-3304.csv,,,"大智慧公式, 程序开发"
【数据录入】信息数据录入之244,https://task.epwk.com/247308/,208人,1人,"¥3,060",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,信息数据录入之244,直接雇佣￥ 3060,￥ 3060,任务编号：247308,3153-3304.csv,,,"信息数据录入, 244"
【商业提案】征集商业文案报告,https://task.epwk.com/247325/,417人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,征集商业文案报告,直接雇佣￥ 1000,￥ 1000,任务编号：247325,3153-3304.csv,,,"商业文案, 报告"
【网站UI设计】企业网站页面切图设计,https://task.epwk.com/247328/,209人,1人,¥400,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,企业网站页面切图设计,直接雇佣￥ 400,￥ 400,任务编号：247328,3153-3304.csv,,,"企业网站, 页面切图, 设计"
【软装设计】门头牌形象墙体样式颜色图案设计,https://task.epwk.com/247357/,656人,1人,¥200,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,门头牌形象墙体样式颜色图案设计,直接雇佣￥ 200,￥ 200,任务编号：247357,3153-3304.csv,,,"门头牌, 墙体样式, 颜色图案设计"
【电商网站】网站二次开发奖励,https://task.epwk.com/247377/,340人,1人,¥500,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,网站二次开发奖励,直接雇佣￥ 500,￥ 500,任务编号：247377,3153-3304.csv,,,"网站二次开发, 奖励"
【包装设计】样板封面、封底外加产品外包装设计,https://task.epwk.com/247385/,180人,1人,¥300,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,样板封面、封底外加产品外包装设计,直接雇佣￥ 300,￥ 300,任务编号：247385,3153-3304.csv,,,"样板封面, 封底设计, 产品外包装设计"
【百科/问答撰写】帮忙做小文本撰写,https://task.epwk.com/247407/,462人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,帮忙做小文本撰写,直接雇佣￥ 1000,￥ 1000,任务编号：247407,3153-3304.csv,,,"文本撰写, 内容创作"
【小程序开发】系统软件开发,https://task.epwk.com/247453/,212人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,系统软件开发,直接雇佣￥ 3000,￥ 3000,任务编号：247453,3153-3304.csv,,,"系统软件, 开发"
【产品外观设计】美图软件UI设计,https://task.epwk.com/247495/,1711人,1人,¥800,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,美图软件UI设计,直接雇佣￥ 800,￥ 800,任务编号：247495,3153-3304.csv,,,"美图软件, UI设计"
【专业代笔】3万字的文章撰写,https://task.epwk.com/247532/,351人,1人,¥900,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,3万字的文章撰写,直接雇佣￥ 900,￥ 900,任务编号：247532,3153-3304.csv,,,"文章撰写, 3万字, 内容创作"
【小程序开发】基于LTE设备安装调试的软件开发,https://task.epwk.com/247556/,229人,1人,"¥18,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,基于LTE设备安装调试的软件开发,直接雇佣￥ 18000,￥ 18000,任务编号：247556,3153-3304.csv,,,"LTE设备安装调试, 软件开发"
【VI设计】产品资料内容格式设计,https://task.epwk.com/247563/,308人,1人,¥150,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,产品资料内容格式设计,直接雇佣￥ 150,￥ 150,任务编号：247563,3153-3304.csv,,,"产品资料, 内容格式设计"
【LOGO设计】海南乐行天下国际旅行社LOGO设计,https://task.epwk.com/247601/,263人,1人,¥500,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,海南乐行天下国际旅行社LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：247601,3153-3304.csv,,,"海南乐行天下, LOGO设计, 国际旅行社"
【APP推广】需要推广两个qq群（二),https://task.epwk.com/247604/,244人,1人,¥20,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,需要推广两个qq群（二),直接雇佣￥ 20,￥ 20,任务编号：247604,3153-3304.csv,,,"QQ群推广, 群推广"
【漫画设计】用电脑绘画软件绘制一副电脑作品,https://task.epwk.com/247625/,660人,1人,¥60,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,用电脑绘画软件绘制一副电脑作品,直接雇佣￥ 60,￥ 60,任务编号：247625,3153-3304.csv,,,"电脑绘画软件, 电脑作品"
【编辑校对】会计数据编辑校对,https://task.epwk.com/247669/,769人,1人,¥350,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,会计数据编辑校对,直接雇佣￥ 350,￥ 350,任务编号：247669,3153-3304.csv,,,"会计数据, 编辑校对"
【店铺装修】设计一套宝贝描述模板开发,https://task.epwk.com/247707/,365人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,设计一套宝贝描述模板开发,直接雇佣￥ 4000,￥ 4000,任务编号：247707,3153-3304.csv,,,"宝贝描述, 模板开发"
【网站UI设计】网页名片编辑器及小商城开发,https://task.epwk.com/247761/,278人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,网页名片编辑器及小商城开发,直接雇佣￥ 4000,￥ 4000,任务编号：247761,3153-3304.csv,,,"网页名片, 小商城, 编辑器"
【企业官网】9页响应式页面制作,https://task.epwk.com/247769/,496人,1人,"¥11,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,9页响应式页面制作,直接雇佣￥ 11000,￥ 11000,任务编号：247769,3153-3304.csv,,,"响应式页面, 9页制作"
【网站UI设计】速卖通的店铺装修,https://task.epwk.com/247785/,216人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,速卖通的店铺装修,直接雇佣￥ 1800,￥ 1800,任务编号：247785,3153-3304.csv,,,"速卖通店铺, 店铺装修"
【小程序开发】按照附件做软件设计开发,https://task.epwk.com/247790/,201人,1人,¥625,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,按照附件做软件设计开发,直接雇佣￥ 625,￥ 625,任务编号：247790,3153-3304.csv,,,"软件设计, 软件开发"
【小程序开发】按照附件做软件设计开发（一）,https://task.epwk.com/247841/,216人,1人,¥625,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,按照附件做软件设计开发（一）,直接雇佣￥ 625,￥ 625,任务编号：247841,3153-3304.csv,,,"软件设计, 附件, 开发"
【小程序开发】按照附件做软件设计开发（二）,https://task.epwk.com/247843/,235人,1人,¥625,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,按照附件做软件设计开发（二）,直接雇佣￥ 625,￥ 625,任务编号：247843,3153-3304.csv,,,"软件设计, 附件, 开发"
【企业官网】导航网站开发,https://task.epwk.com/247883/,373人,1人,"¥2,300",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,导航网站开发,直接雇佣￥ 2300,￥ 2300,任务编号：247883,3153-3304.csv,,,"导航网站, 开发"
【网站UI设计】手机微站切图,https://task.epwk.com/247920/,157人,1人,¥300,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,手机微站切图,直接雇佣￥ 300,￥ 300,任务编号：247920,3153-3304.csv,,,"手机微站, 切图"
【后端开发】微信营销平台开发,https://task.epwk.com/247994/,1441人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,微信营销平台开发,直接雇佣￥ 4000,￥ 4000,任务编号：247994,3153-3304.csv,,,"微信营销, 平台开发"
【小程序开发】模拟考试app开发,https://task.epwk.com/248035/,350人,1人,¥500,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,模拟考试app开发,直接雇佣￥ 500,￥ 500,任务编号：248035,3153-3304.csv,,,"模拟考试, app开发"
【企业官网】制作虚拟币交易平台,https://task.epwk.com/248112/,271人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,制作虚拟币交易平台,直接雇佣￥ 20000,￥ 20000,任务编号：248112,3153-3304.csv,,,"虚拟币交易, 平台开发"
【宣传册设计】产品资料封面设计和目录页面设计,https://task.epwk.com/248151/,268人,1人,¥100,圆满完成,https://task.epwk.com/page3222.html?m=6&o=7,产品资料封面设计和目录页面设计,直接雇佣￥ 100,￥ 100,任务编号：248151,3153-3304.csv,,,"产品资料封面, 目录页面设计"
【小程序开发】管材计算器程序开发,https://task.epwk.com/248161/,270人,1人,¥600,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,管材计算器程序开发,直接雇佣￥ 600,￥ 600,任务编号：248161,3153-3304.csv,,,"管材计算器, 程序开发"
【小程序开发】邮币行情app IOS版本开发第二阶段,https://task.epwk.com/248251/,335人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,邮币行情app IOS版本开发第二阶段,直接雇佣￥ 2000,￥ 2000,任务编号：248251,3153-3304.csv,,,"邮币行情, IOS版本, app开发"
【其他家装服务】现代简约风格房屋装修设计,https://task.epwk.com/248305/,609人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,现代简约风格房屋装修设计,直接雇佣￥ 1000,￥ 1000,任务编号：248305,3153-3304.csv,,,"现代简约风格, 房屋装修设计"
【包装设计】摄像机贴牌包装设计,https://task.epwk.com/248340/,313人,1人,¥500,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,摄像机贴牌包装设计,直接雇佣￥ 500,￥ 500,任务编号：248340,3153-3304.csv,,,"摄像机, 贴牌包装, 设计"
【企业官网】astgo的网站制作,https://task.epwk.com/248363/,242人,1人,"¥3,100",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,astgo的网站制作,直接雇佣￥ 3100,￥ 3100,任务编号：248363,3153-3304.csv,,,"网站制作, astgo"
【企业官网】做一个展示型网站,https://task.epwk.com/248502/,173人,1人,¥400,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,做一个展示型网站,直接雇佣￥ 400,￥ 400,任务编号：248502,3153-3304.csv,,,"展示型网站, 网站设计"
【企业官网】HTML网页制作（航家）,https://task.epwk.com/248525/,200人,1人,¥500,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,HTML网页制作（航家）,直接雇佣￥ 500,￥ 500,任务编号：248525,3153-3304.csv,,,"HTML网页制作, 航家"
【企业官网】泉州金融超市第三期付款,https://task.epwk.com/248529/,225人,1人,"¥8,600",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,泉州金融超市第三期付款,直接雇佣￥ 8600,￥ 8600,任务编号：248529,3153-3304.csv,,,"金融超市, 第三期付款"
【宣传册设计】8折页的宣传页制作,https://task.epwk.com/248541/,448人,1人,¥710,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,8折页的宣传页制作,直接雇佣￥ 710,￥ 710,任务编号：248541,3153-3304.csv,,,"8折页, 宣传页制作"
【百科/问答撰写】百度百科撰写,https://task.epwk.com/248564/,636人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,百度百科撰写,直接雇佣￥ 1500,￥ 1500,任务编号：248564,3153-3304.csv,,,"百度百科, 撰写"
【小程序开发】除苹果之外的智能手机功能开发,https://task.epwk.com/248649/,337人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,除苹果之外的智能手机功能开发,直接雇佣￥ 2500,￥ 2500,任务编号：248649,3153-3304.csv,,,"智能手机功能, 非苹果设备开发"
【LOGO设计】茶叶商标取名及LOGO设计,https://task.epwk.com/248724/,255人,1人,¥400,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,茶叶商标取名及LOGO设计,直接雇佣￥ 400,￥ 400,任务编号：248724,3153-3304.csv,,,"茶叶商标, LOGO设计"
【LOGO设计】公司活动LOGO设计,https://task.epwk.com/248748/,258人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,公司活动LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：248748,3153-3304.csv,,,"公司活动, LOGO设计"
【创意短视频】2分钟三维动画制作(第二期）,https://task.epwk.com/248755/,637人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,2分钟三维动画制作(第二期）,直接雇佣￥ 4000,￥ 4000,任务编号：248755,3153-3304.csv,,,"三维动画, 动画制作, 第二期"
【海报设计】按要求设计会员海报,https://task.epwk.com/248773/,183人,1人,¥300,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,按要求设计会员海报,直接雇佣￥ 300,￥ 300,任务编号：248773,3153-3304.csv,,,"会员海报, 设计要求"
【3D建模】建筑室内建模设计,https://task.epwk.com/248798/,1976人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,建筑室内建模设计,直接雇佣￥ 2000,￥ 2000,任务编号：248798,3153-3304.csv,,,"建筑室内建模, 设计"
【产品推广】官方网站外部推广,https://task.epwk.com/248802/,330人,1人,¥600,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,官方网站外部推广,直接雇佣￥ 600,￥ 600,任务编号：248802,3153-3304.csv,,,"官方网站, 外部推广"
【宣传册设计】公司宣传册设计,https://task.epwk.com/248803/,275人,1人,¥800,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,公司宣传册设计,直接雇佣￥ 800,￥ 800,任务编号：248803,3153-3304.csv,,,"公司宣传册, 设计"
【APP开发】投资管理客户端android界面美化,https://task.epwk.com/248818/,344人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,投资管理客户端android界面美化,直接雇佣￥ 1000,￥ 1000,任务编号：248818,3153-3304.csv,,,"投资管理, 客户端界面, 美化设计"
【LOGO设计】找人设计一个班徽,https://task.epwk.com/248830/,169人,1人,¥100,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,找人设计一个班徽,直接雇佣￥ 100,￥ 100,任务编号：248830,3153-3304.csv,,,"班徽, 设计"
【LOGO设计】培训机构logo设计,https://task.epwk.com/248854/,164人,1人,¥500,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,培训机构logo设计,直接雇佣￥ 500,￥ 500,任务编号：248854,3153-3304.csv,,,"培训机构, logo设计"
【广告设计】两个产品外观设计和两个外包装版面设计,https://task.epwk.com/248870/,198人,1人,¥400,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,两个产品外观设计和两个外包装版面设计,直接雇佣￥ 400,￥ 400,任务编号：248870,3153-3304.csv,,,"产品外观设计, 外包装版面设计"
【小程序开发】按要求进行成软件开发,https://task.epwk.com/248885/,219人,1人,¥625,圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,按要求进行成软件开发,直接雇佣￥ 625,￥ 625,任务编号：248885,3153-3304.csv,,,"软件开发, 要求"
【企业官网】微信公众号导航网站开发,https://task.epwk.com/248946/,345人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,微信公众号导航网站开发,直接雇佣￥ 3000,￥ 3000,任务编号：248946,3153-3304.csv,,,"微信公众号, 导航网站"
【其他工业设计】等离子净化器外观设计,https://task.epwk.com/248959/,1456人,1人,"¥8,400",圆满完成,https://task.epwk.com/page3221.html?m=6&o=7,等离子净化器外观设计,直接雇佣￥ 8400,￥ 8400,任务编号：248959,3153-3304.csv,,,"等离子净化器, 外观设计"
