标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【产品外观设计】设计一套产品外观图和视频,https://task.epwk.com/865402/,2652人,2人,3000-5000元,圆满完成,mf131****6865,本产品包括4个部件，每个部件都需要效果图，要求精致、细腻、富有质感，保证设计质量和后期服务，期待有综合实力的设计团队能长期合作！我们的共同目标是设计一款客户喜爱的优秀产品！一次合作，终生朋友！合作愉快！,2020.05.28,2020.07.30,任务编号：865402,"￥4000,￥5000","8天,25天","江苏省-无锡市,广东省-佛山市",原和设计,https://shop.epwk.com/zqdplexj6n1v/,原和设计,出售服务,https://shop.epwk.com/zqdplexj6n1v/chushou/,企业,四品,70分,,,原和设计,,工业设计丨产品设计 外观设计 概念创新,价格面议,产品原型创新 结构设计 原理样机开发,价格面议,UI设计 界面设计 交互设计,价格面议,包装设计 盒形设计 包装贴纸,"￥6800
            /件"
【包装设计】休闲食品设计之一,https://task.epwk.com/864975/,555人,2人,1000元以内,圆满完成,k1244****43,周先生，江西赣州，没地区要求，休闲食品设计：工期再议，微信同号,2020.05.27,2020.06.17,任务编号：864975,￥798,7天,广东省-广州市,锝令意创品牌设计,https://shop.epwk.com/0z5o4jxwqnjq/,,,,,,,,,,,,,,,,,,
【包装设计】螺蛳粉外包装设计,https://task.epwk.com/864868/,633人,1人,1000元以内,圆满完成,o5d0b389254ce4,已谈好 合作愉快 勿扰,2020.05.26,2020.05.26,任务编号：864868,￥200,4天,江苏省-苏州市-工业园区,奥韵设计,https://shop.epwk.com/0jnekexrxnv3/,,,,,,,,,,,,,,,,,,
【LOGO设计】动态LOGO设计,https://task.epwk.com/864847/,444人,1人,1000-3000元,圆满完成,k7483****67,"项目:幼儿运动LOGO设计称呼:孙先生地区:河南省,郑州市需求:幼儿运动，英文单词，DDQ,三个球后面组成红绿灯，里面有融入三个单词，要做成动态的一个LOGO",2020.05.26,2020.06.04,任务编号：864847,￥1200,4天,河南省-郑州市-金水区,臻希设计&盟视网络,https://shop.epwk.com/m7d7w2qjk5q8/,臻希设计&盟视网络,出售服务,https://shop.epwk.com/m7d7w2qjk5q8/chushou/,企业,六品,15分,,,臻希设计&盟视网络,,海报设计传单设计单页设计广告设计DM易拉宝广告设计促销,￥300,公司logo设计标志设计动态卡通logo设计商标设计图标设计,"￥500
            /套",电商包月设计/详情页设计/首页设计/包月服务/专题页设计,"￥5000
            /月",工装效果图设计绘制办公设计餐饮会所大厅营业厅包间效果图设计,￥400
【LOGO设计】个人的logo设计,https://task.epwk.com/864833/,437人,3人,1000元以内,圆满完成,o5ec24a262851d,个人的logo设计：按照谈好的设计，合作愉快,2020.05.26,2020.05.26,任务编号：864833,"￥200,￥800","3天,3天","江苏省-南京市-秦淮区,重庆市-市辖区-万州区",嘉一品牌设计,https://shop.epwk.com/7g5ykg9xgn0q/,,,,,,,,,,,,,,,,,,
【宣传册设计】产品宣传册更新设计,https://task.epwk.com/864805/,635人,1人,1000元以内,圆满完成,k5187****33,产品宣传册设计，机械类的产品， 之前有设计过，现在只需要在之前的基础上更新，改成英文。微信是手机号。地区：武汉联系人：何先生,2020.05.26,2020.06.02,任务编号：864805,￥998,7天,江苏省-南京市-秦淮区,嘉一品牌设计,https://shop.epwk.com/7g5ykg9xgn0q/,,,,,,,,,,,,,,,,,,
【宣传册设计】折页设计,https://task.epwk.com/864796/,434人,1人,1000元以内,圆满完成,k9050****17,项目:折页设计称呼:吴女士地区:广东广州需求:农业方面，六折页设计，长15.7CM，宽6CM，素材可以提供，具体跟设计师沟通,2020.05.26,2020.06.01,任务编号：864796,￥700,5天,福建省-福州市-台江区,鑫视格文化传媒有限公司,https://shop.epwk.com/89dvgxv2gdl2/,,,,,,,,,,,,,,,,,,
【宣传单设计】三折页设计,https://task.epwk.com/864710/,610人,1人,1000元以内,圆满完成,k1006****63,"项目:三折页设计称呼:孙先生地区:广东省,深圳市需求:国际空运运输行业，三折页设计，资料都整理好了，有一个很满意的模板参考，最好设计加印刷一体",2020.05.26,2020.06.08,任务编号：864710,￥500,3天,广东省-深圳市,深圳市汉辉品牌设计有限公司,https://shop.epwk.com/09drje2g653w/,深圳市汉辉品牌设计有限公司,出售服务,https://shop.epwk.com/09drje2g653w/chushou/,企业,一品,85分,,,深圳市汉辉品牌设计有限公司,,画册设计,价格面议,包装设计,价格面议,手提袋设计,价格面议,折页设计,价格面议
【3D建模】产品的3D建模,https://task.epwk.com/864692/,1587人,1人,1000元以内,圆满完成,k7714****08,"王跃安先生，3D建模：具体见文档，材料：黑色尼龙或者塑料。最好能打印一起，河南省,安阳市，没地区要求，微信同号",2020.05.26,2020.06.04,任务编号：864692,￥320,5天,河南省-郑州市-中原区,八斗工业设计有限公司,https://shop.epwk.com/78dljroy95lx/,,,,,,,,,,,,,,,,,,
【LOGO设计】幼儿园人才网站LOGO设计,https://task.epwk.com/864660/,490人,1人,1000元以内,圆满完成,昕泽教育,幼儿园人才网站LOGO公司名:师幼缘企业管理有限公司  预算188元，可以接受的联系  微信是手机号,2020.05.26,2020.06.04,任务编号：864660,￥188,5天,四川省-成都市-市辖区,兽益匪浅宇宙设计中心,https://shop.epwk.com/zqdplgoqgn1v/,兽益匪浅宇宙设计中心,出售服务,https://shop.epwk.com/zqdplgoqgn1v/chushou/,工作室,七品,37分,,,兽益匪浅宇宙设计中心,,标识标牌设计及专业制作服务,价格面议,企业全套VI设计，VI系统设计，专业VI设计,价格面议,最具创意的设计，LOGO、VI专业设计,价格面议,,
【VI设计】logo已有 色彩搭配中要包含绿色 体育场地器材设备行业,https://task.epwk.com/864615/,1557人,2人,3000-5000元,圆满完成,o5e355dd1677ee,一、VI基础设计系统二、VI应用设计系统,2020.05.26,2020.07.21,任务编号：864615,￥3000,10天,河南省-郑州市-二七区,芃麦创意设计,https://shop.epwk.com/zqdplg2yon1v/,,,,,,,,,,,,,,,,,,
【店铺装修】找淘宝店铺PC+手机装修,https://task.epwk.com/864590/,718人,1人,1000元以内,圆满完成,o5c6671f6cc210,找淘宝店铺PC+手机装修，具体再议,2020.05.26,2020.05.29,任务编号：864590,￥500,5天,山东省-潍坊市,山东合创电子商务,https://shop.epwk.com/09drjry7653w/,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】韩国泡菜行业包装设计,https://task.epwk.com/864397/,2012人,1人,1000-3000元,圆满完成,k7914****00,项目:包装设计称呼:王先生 地区:黑龙江地区需求:韩国泡菜行业，主要是针对手工泡菜的包装设计，要求设计效果要能看起来很有食欲，先看案例，微信同号,2020.05.25,2020.06.08,任务编号：864397,￥1000,7天,辽宁省-大连市-金州区,大连奇思妙想广告有限公司,https://shop.epwk.com/3gd2mo44pner/,,,,,,,,,,,,,,,,,,
【LOGO设计】公司logo设计,https://task.epwk.com/864273/,1322人,8人,1000元以内,圆满完成,Louis8800,"需求：公司logo设计内容要求：体现石油化工行业属性、体现高新技术、物联网、成套设备的特点，整体效果大气具有全球化格局知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2020.05.25,2020.07.13,任务编号：864273,"￥500,￥1000,￥1000,￥500,￥600,￥1000","7天,25天,5天,3天,3天,4天","广东省-深圳市,广东省-佛山市,广东省-深圳市,北京市-北京市,重庆市-市辖区-万州区,山东省-烟台市",映善中国,https://shop.epwk.com/09drjep7153w/,映善中国,出售服务,https://shop.epwk.com/09drjep7153w/chushou/,企业,一品,110分,总 190 次中标，交易总金额,￥128.29万,映善中国,,品牌企业VI / VIS / SI 系统设计,"￥100
            /件",产品外观 / 结构设计        工业设计 / 机械设计,"￥100
            /起",,,,
【VI设计】整套VI系统设计,https://task.epwk.com/863962/,1648人,9人,1000元以内,圆满完成,Bytesman,漳州市鑫华胜餐饮设计任务VI视觉识别设计要求 我司为新成立的小型餐饮企业，目前正逐步壮大中。近期打算成立一个独立的餐饮品牌，业务主要是针对没有食堂的中小企业及个体户，为他们提供餐饮配送服务。 品牌名字：七七美食 初步的构思为笑脸形状，两个七七为眼睛，在此基础上进行延展设计一套vi视觉识别系统。当然，如果您有更好的创意拿作品说话。前期最主要的先设计logo及名片，后续可以再增加其他。,2020.05.23,2020.06.03,任务编号：863962,"￥500,￥1000,￥1000,￥2000","5天,7天,3天,7天","上海市-上海市-嘉定区,山东省-青岛市,四川省-眉山市-东坡区,重庆市-市辖区",艾克品牌策划工作室,https://shop.epwk.com/omdwkvz91drp/,艾克品牌策划工作室,出售服务,https://shop.epwk.com/omdwkvz91drp/chushou/,企业,九品,38分,,,艾克品牌策划工作室,,商标设计,"￥1000
            /起",VIS设计,"￥2000
            /起",包装设计,"￥1000
            /起",电商设计,"￥1000
            /起"
【LOGO设计】泸州研学拓展机构logo设计,https://task.epwk.com/863818/,1662人,29人,1000元以内,圆满完成,o5ec7ec0794ff0,"公司名称：泸州市沛鑫研学拓展服务有限公司 基地名称：几何环保科学研学基地品牌名称：几何研学                                    经营介绍：本公司主营业务为青少年研学拓展服务，核心研学内容为环保科学，围绕此核心设有无人机，新能源，垃圾分类，生命科学等研学板块。主要研学形式是以参观与趣味活动结合。主要客户群体以青少年为主。                应用内容：设计LOGO                                                            1、大气、简洁、明快;                                                                2、有视觉冲击力，醒目易识别，突出科技环保元素;                    3、附上创意说明。                                                                        知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2020.05.22,2020.06.01,任务编号：863818,"￥800,￥500,￥1000,￥299,￥1000,￥800","5天,3天,25天,3天,7天,2天","江苏省-苏州市-市辖区,广东省-深圳市,广东省-佛山市,北京市-北京市,河南省-新乡市,广东省-广州市-白云区",奥韵设计,https://shop.epwk.com/0jnekexrxnv3/,,,,,,,,,,,,,,,,,,
【LOGO设计】物联网公司Logo设计,https://task.epwk.com/863813/,890人,8人,1000-3000元,圆满完成,Binason,物联网公司Logo设计+注册商标，具体再议,2020.05.23,2020.06.16,任务编号：863813,"￥1000,￥1500","3天,4天","重庆市-市辖区-万州区,广东省-深圳市",鱼禾草设计,https://shop.epwk.com/j7n381pm25e1/,,,,,,,,,,,,,,,,,,
【宣传册设计】企业宣传册设计,https://task.epwk.com/863793/,2723人,23人,1000-3000元,圆满完成,o5ec7bd884685a,金融机构企业宣传册，具体再议。,2020.05.22,2020.05.30,任务编号：863793,"￥2000,￥2000,￥3000,￥3000,￥1000,￥1500,￥3000,￥3000","15天,5天,5天,25天,7天,5天,10天,7天","湖南省-长沙市-雨花区,广东省-深圳市,山东省-青岛市,广东省-佛山市,河南省-新乡市,山东省-济宁市-市中区,陕西省-西安市-雁塔区,上海市-市辖区",不倒翁设计事务所,https://shop.epwk.com/rp5z4m62wdx3/,不倒翁设计事务所,出售服务,https://shop.epwk.com/rp5z4m62wdx3/chushou/,企业,五品,40分,,,不倒翁设计事务所,,,,,,,,,
【包装设计】卫浴用品包装设计,https://task.epwk.com/863679/,569人,1人,1000-3000元,圆满完成,k5782****24,项目:卫浴用品包装设计称呼:王先生地区:浙江温州需求:毛巾架跟水龙头的包装设计，雇主本身也是设计师，需要找设计师帮他们做一个包装颜色的硬板，具体跟设计师沟通,2020.05.22,2020.05.28,任务编号：863679,￥1000,7天,重庆市-市辖区-南岸区,创行堂·高端品牌一体化服务机构,https://shop.epwk.com/7g5ykg932n0q/,创行堂·高端品牌一体化服务机构,出售服务,https://shop.epwk.com/7g5ykg932n0q/chushou/,企业,五品,38分,,,创行堂·高端品牌一体化服务机构,,创意LOGO设计（资深设计师、总监设计）,"￥880
            /起",品牌VI设计,"￥6600
            /起",画册设计（资深设计师、总监设计）,"￥200
            /页",创意海报（资深设计师、总监设计）,"￥688
            /起"
【PPT设计】再生资源公司LOGO和PPT及其它VI设计,https://task.epwk.com/863480/,1204人,4人,1000-3000元,圆满完成,别惹大叔,"是一家新成立的创业型企业江苏海裕广再生资源有限公司（英文名字Jiangsu haiyuguang renewable resources Co., Ltd.）是专业从事再生资源回收利用、固体废物治理、再生资源技术研发、环境保护与监测的环保科技型企业； 具体要求：一、设计范围公司LOGO 和公司简介PPT及相关名片、信纸、报价单、工作证的VI设计。主要用途：1、设计logo应用到公司内外部、名片、网站和宣传册 。           2、公司简介PPT应用到公司宣传、产品推广。二、LOGO设计要求： 1、作品风格、形式不限，但必须原创。表现要求简约大气。LOGO类型不限，“图形设计”与“图标加字形”设计的方案均可。LOGO中应包含公司全称和英文简称""haiyuguang”和中文简称“海裕广再生资源”等形式。2、作品颜色以绿色、蓝色、金色为主，突出再生资源可循环利用的环保行业属性。3、作品须提供LOGO的横版与竖版两种应用方式，LOGO的设计元素应有具体含义，附创意说明；4、LOGO作品应满足不同场景使用（如发布活动、媒体传播、办公物料等）； 5、中标者应设计和提供高精度设计原图、压缩后的简图各一套；高精度设计原图为AI或CDR格式。彩色原稿，能以不同的比例尺寸清晰显示。三、PPT设计要求：1、PPT设计制作，可提供70%左右的素材，其它内容需要威客自己发挥。2、主要是做企业介绍及产品介绍，控制在15页左右。3、要能体现出公司的规模、产品流程、发展情景、公司文化、环保与再生利用的社会责任感、可适当加入一些最新的互联网元素，体现出与时俱进等。4、简单易懂、逻辑清晰。四、 知识产权说明：1、 所设计的作品为原创，为第一次发布。未侵犯他人的著作权。如有侵犯他人著作权，由设计者承担所有法律责任。2、 中标的设计作品，我方支付设计制作费。即拥有该作品的知识产权，包括著作权、使用权和发布权等，并有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品。",2020.05.22,2020.05.29,任务编号：863480,"￥1000,￥2500,￥100","10天,7天,20天","江苏省-苏州市-吴中区,广东省-深圳市,四川省-成都市",奥韵设计,https://shop.epwk.com/0jnekexrxnv3/,,,,,,,,,,,,,,,,,,
