标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【单身公寓设计】住宅别墅装修设计,https://task.epwk.com/569949/,411人,1人,"¥2,500",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,住宅别墅装修设计,直接雇佣￥ 2500,￥ 2500,任务编号：569949,1534-2000.csv,,,
【微信开发】微信公众号小程序开发(按定制需求）,https://task.epwk.com/569956/,428人,1人,"¥6,800",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,微信公众号小程序开发(按定制需求）,直接雇佣￥ 6800,￥ 6800,任务编号：569956,1534-2000.csv,,,
【APP开发】期货交易平台开发尾款,https://task.epwk.com/569957/,248人,1人,"¥18,000",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,期货交易平台开发尾款,直接雇佣￥ 18000,￥ 18000,任务编号：569957,1534-2000.csv,,,
【ERP系统】ERP系统开发,https://task.epwk.com/569960/,2086人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,ERP系统开发,直接雇佣￥ 30000,￥ 30000,任务编号：569960,1534-2000.csv,,,
【企业官网】网站二次开发功能,https://task.epwk.com/569963/,379人,1人,¥600,圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,网站二次开发功能,直接雇佣￥ 600,￥ 600,任务编号：569963,1534-2000.csv,,,
【小程序开发】app开发,https://task.epwk.com/569964/,472人,1人,"¥6,750",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,app开发,直接雇佣￥ 6750,￥ 6750,任务编号：569964,1534-2000.csv,,,
【企业官网】公司网站开发,https://task.epwk.com/569983/,405人,1人,¥400,圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,公司网站开发,直接雇佣￥ 400,￥ 400,任务编号：569983,1534-2000.csv,,,
【APP开发】APP的页面设计尾款,https://task.epwk.com/569985/,172人,1人,"¥7,000",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,APP的页面设计尾款,直接雇佣￥ 7000,￥ 7000,任务编号：569985,1534-2000.csv,,,
把这篇文章翻译成中文，并把配图中的内容一并翻译成中文。,https://task.epwk.com/570001/,325人,1人,"¥15,500",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,把这篇文章翻译成中文，并把配图中的内容一并翻译成中文。,直接雇佣￥ 15500,￥ 15500,任务编号：570001,1534-2000.csv,,,
【APP开发】APP开发,https://task.epwk.com/570007/,522人,1人,"¥38,000",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,APP开发,直接雇佣￥ 38000,￥ 38000,任务编号：570007,1534-2000.csv,,,
【LOGO设计】logo设计,https://task.epwk.com/570008/,359人,1人,¥800,圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,logo设计,直接雇佣￥ 800,￥ 800,任务编号：570008,1534-2000.csv,,,
【代办/跑腿】需要2018年贺岁银币,https://task.epwk.com/570015/,502人,1人,"¥1,988",圆满完成,https://task.epwk.com/page1752.html?m=6&o=7,需要2018年贺岁银币,直接雇佣￥ 1988,￥ 1988,任务编号：570015,1534-2000.csv,,,
【宣传册设计】画册设计：详情页设计,https://task.epwk.com/570017/,449人,1人,¥300,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,画册设计：详情页设计,直接雇佣￥ 300,￥ 300,任务编号：570017,1534-2000.csv,,,
【ERP系统】做个超市收银系统,https://task.epwk.com/570023/,1691人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,做个超市收银系统,直接雇佣￥ 50000,￥ 50000,任务编号：570023,1534-2000.csv,,,
【ERP系统】做个超市收银系统,https://task.epwk.com/570024/,1798人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,做个超市收银系统,直接雇佣￥ 50000,￥ 50000,任务编号：570024,1534-2000.csv,,,
【ERP系统】做个超市收银系统,https://task.epwk.com/570025/,1702人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,做个超市收银系统,直接雇佣￥ 50000,￥ 50000,任务编号：570025,1534-2000.csv,,,
海事局系统二次开发【第十三期】,https://task.epwk.com/570029/,379人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,海事局系统二次开发【第十三期】,直接雇佣￥ 1500,￥ 1500,任务编号：570029,1534-2000.csv,,,
【小程序开发】商城小程序,https://task.epwk.com/570034/,384人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,商城小程序,直接雇佣￥ 1000,￥ 1000,任务编号：570034,1534-2000.csv,,,
【软装设计】软装设计,https://task.epwk.com/570035/,1218人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,软装设计,直接雇佣￥ 2000,￥ 2000,任务编号：570035,1534-2000.csv,,,
【手游开发】手机游戏开发,https://task.epwk.com/570039/,563人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,手机游戏开发,直接雇佣￥ 30000,￥ 30000,任务编号：570039,1534-2000.csv,,,
【网站UI设计】网站UI整体设计,https://task.epwk.com/570046/,387人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,网站UI整体设计,直接雇佣￥ 50000,￥ 50000,任务编号：570046,1534-2000.csv,,,
【软件UI设计】软件页面美化设计,https://task.epwk.com/570048/,290人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,软件页面美化设计,直接雇佣￥ 30000,￥ 30000,任务编号：570048,1534-2000.csv,,,
【APP开发】电商网站后台开发,https://task.epwk.com/570051/,251人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,电商网站后台开发,直接雇佣￥ 10000,￥ 10000,任务编号：570051,1534-2000.csv,,,
【FLASH制作】flash视频课件交互动画,https://task.epwk.com/570069/,816人,1人,¥700,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,flash视频课件交互动画,直接雇佣￥ 700,￥ 700,任务编号：570069,1534-2000.csv,,,
【OA系统】OA管理系统开发,https://task.epwk.com/570071/,1740人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,OA管理系统开发,直接雇佣￥ 20000,￥ 20000,任务编号：570071,1534-2000.csv,,,
【智能家居软件】智能遥控程序开发,https://task.epwk.com/570084/,1691人,1人,"¥23,100",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,智能遥控程序开发,直接雇佣￥ 23100,￥ 23100,任务编号：570084,1534-2000.csv,,,
【礼品设计】礼品盒外包装设计,https://task.epwk.com/570095/,1160人,1人,"¥1,600",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,礼品盒外包装设计,直接雇佣￥ 1600,￥ 1600,任务编号：570095,1534-2000.csv,,,
【LOGO设计】虚拟化行业-宣传品设计,https://task.epwk.com/570122/,345人,1人,"¥49,999",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,虚拟化行业-宣传品设计,直接雇佣￥ 49999,￥ 49999,任务编号：570122,1534-2000.csv,,,
【企业官网】标注网站开发,https://task.epwk.com/570128/,328人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,标注网站开发,直接雇佣￥ 1000,￥ 1000,任务编号：570128,1534-2000.csv,,,
【LOGO设计】新能源行业宣传册设计、30页以内,https://task.epwk.com/570130/,364人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,新能源行业宣传册设计、30页以内,直接雇佣￥ 15000,￥ 15000,任务编号：570130,1534-2000.csv,,,
【包装设计】制冷皂包装设计,https://task.epwk.com/570170/,359人,1人,¥800,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,制冷皂包装设计,直接雇佣￥ 800,￥ 800,任务编号：570170,1534-2000.csv,,,
【其他宣传品设计】公司长跑活动横幅或旗帜设计,https://task.epwk.com/570200/,775人,1人,¥280,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,公司长跑活动横幅或旗帜设计,直接雇佣￥ 280,￥ 280,任务编号：570200,1534-2000.csv,,,
【财务管理系统】财务管理软件,https://task.epwk.com/570212/,1766人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,财务管理软件,直接雇佣￥ 50000,￥ 50000,任务编号：570212,1534-2000.csv,,,
【LOGO设计】广告设计,https://task.epwk.com/570253/,237人,1人,¥500,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,广告设计,直接雇佣￥ 500,￥ 500,任务编号：570253,1534-2000.csv,,,
【企业官网】【网站建设定制】精美企业网站设计与开发定制,https://task.epwk.com/570297/,291人,1人,¥680,圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,【网站建设定制】精美企业网站设计与开发定制,直接雇佣￥ 680,￥ 680,任务编号：570297,1534-2000.csv,,,
【微信开发】微商城多用户商城+分佣制度,https://task.epwk.com/570315/,358人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,微商城多用户商城+分佣制度,直接雇佣￥ 45000,￥ 45000,任务编号：570315,1534-2000.csv,,,
【小程序开发】定制开发二期,https://task.epwk.com/570329/,262人,1人,"¥10,500",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,定制开发二期,直接雇佣￥ 10500,￥ 10500,任务编号：570329,1534-2000.csv,,,
【小程序开发】定制开发项目2 -1期,https://task.epwk.com/570330/,312人,1人,"¥39,500",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,定制开发项目2 -1期,直接雇佣￥ 39500,￥ 39500,任务编号：570330,1534-2000.csv,,,
【APP界面设计】APP图标设计,https://task.epwk.com/570332/,278人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,APP图标设计,直接雇佣￥ 1000,￥ 1000,任务编号：570332,1534-2000.csv,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发,https://task.epwk.com/570369/,569人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,输入法、浏览器、播放器类的软件开发,直接雇佣￥ 45000,￥ 45000,任务编号：570369,1534-2000.csv,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发第二期,https://task.epwk.com/570370/,538人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,输入法、浏览器、播放器类的软件开发第二期,直接雇佣￥ 45000,￥ 45000,任务编号：570370,1534-2000.csv,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发第三期,https://task.epwk.com/570371/,469人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1751.html?m=6&o=7,输入法、浏览器、播放器类的软件开发第三期,直接雇佣￥ 30000,￥ 30000,任务编号：570371,1534-2000.csv,,,
【企业官网】网站,https://task.epwk.com/570390/,212人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,网站,直接雇佣￥ 2000,￥ 2000,任务编号：570390,1534-2000.csv,,,
【小程序开发】源码对接,https://task.epwk.com/570393/,260人,1人,"¥2,300",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,源码对接,直接雇佣￥ 2300,￥ 2300,任务编号：570393,1534-2000.csv,,,
海事局系统二次开发【第十四期】,https://task.epwk.com/570394/,318人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,海事局系统二次开发【第十四期】,直接雇佣￥ 2000,￥ 2000,任务编号：570394,1534-2000.csv,,,
【宣传单设计】画册设计6P,https://task.epwk.com/570402/,1147人,1人,"¥1,200",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,画册设计6P,直接雇佣￥ 1200,￥ 1200,任务编号：570402,1534-2000.csv,,,
【宣传册设计】画册插页设计,https://task.epwk.com/570418/,467人,1人,¥100,圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,画册插页设计,直接雇佣￥ 100,￥ 100,任务编号：570418,1534-2000.csv,,,
企业综合管理系统,https://task.epwk.com/570421/,402人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,企业综合管理系统,直接雇佣￥ 40000,￥ 40000,任务编号：570421,1534-2000.csv,,,
【旅游服务】春节奥克兰住宿3晚,https://task.epwk.com/570441/,447人,1人,"¥4,020",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,春节奥克兰住宿3晚,直接雇佣￥ 4020,￥ 4020,任务编号：570441,1534-2000.csv,,,
【旅游服务】境外旅游包车和导游,https://task.epwk.com/570456/,411人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,境外旅游包车和导游,直接雇佣￥ 3000,￥ 3000,任务编号：570456,1534-2000.csv,,,
【LOGO设计】厦门小吃餐厅logo和VI设计起名,https://task.epwk.com/570471/,567人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,厦门小吃餐厅logo和VI设计起名,直接雇佣￥ 1500,￥ 1500,任务编号：570471,1534-2000.csv,,,
【测试服务】SAS产业筛选模型验证测试,https://task.epwk.com/570496/,1633人,1人,¥745,圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,SAS产业筛选模型验证测试,直接雇佣￥ 745,￥ 745,任务编号：570496,1534-2000.csv,,,
【教育教学】教育APP开发,https://task.epwk.com/570503/,365人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,教育APP开发,直接雇佣￥ 40000,￥ 40000,任务编号：570503,1534-2000.csv,,,
【生活家政】订餐外卖APP开发,https://task.epwk.com/570506/,496人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,订餐外卖APP开发,直接雇佣￥ 46000,￥ 46000,任务编号：570506,1534-2000.csv,,,
【小程序开发】服务器建站，程序安装指导,https://task.epwk.com/570509/,182人,1人,¥100,圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,服务器建站，程序安装指导,直接雇佣￥ 100,￥ 100,任务编号：570509,1534-2000.csv,,,
【包装设计】包装设计干货坚果零食农产品大米花茶叶类食品包装袋年货礼盒设计,https://task.epwk.com/570514/,226人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,包装设计干货坚果零食农产品大米花茶叶类食品包装袋年货礼盒设计,直接雇佣￥ 3000,￥ 3000,任务编号：570514,1534-2000.csv,,,
【宣传册设计】大型机械简洁英文版宣传画册设计第2期,https://task.epwk.com/570531/,313人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,大型机械简洁英文版宣传画册设计第2期,直接雇佣￥ 2000,￥ 2000,任务编号：570531,1534-2000.csv,,,
【APP开发】帮助APP,https://task.epwk.com/570544/,313人,1人,"¥11,100",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,帮助APP,直接雇佣￥ 11100,￥ 11100,任务编号：570544,1534-2000.csv,,,
数据库开发,https://task.epwk.com/570550/,191人,1人,"¥47,800",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,数据库开发,直接雇佣￥ 47800,￥ 47800,任务编号：570550,1534-2000.csv,,,
【微信开发】公众号开发,https://task.epwk.com/570569/,396人,1人,"¥13,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,公众号开发,直接雇佣￥ 13000,￥ 13000,任务编号：570569,1534-2000.csv,,,
【财务管理系统】财务记账网站开发,https://task.epwk.com/570577/,3754人,1人,"¥3,000",待验收,,财务记账网站开发,直接雇佣￥ 3000,￥ 3000,任务编号：570577,0-88.csv,,,
【财务管理系统】记账软件前端开发,https://task.epwk.com/570592/,1924人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,记账软件前端开发,直接雇佣￥ 1000,￥ 1000,任务编号：570592,1534-2000.csv,,,
【其他软件开发】按照附件升级程序,https://task.epwk.com/570610/,346人,1人,¥300,圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,按照附件升级程序,直接雇佣￥ 300,￥ 300,任务编号：570610,1534-2000.csv,,,
【电商】应用软件程序开发 B/S 二期付款,https://task.epwk.com/570651/,459人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,应用软件程序开发 B/S 二期付款,直接雇佣￥ 3000,￥ 3000,任务编号：570651,1534-2000.csv,,,
【APP开发】聊天室定制开发,https://task.epwk.com/570652/,190人,1人,"¥38,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,聊天室定制开发,直接雇佣￥ 38000,￥ 38000,任务编号：570652,1534-2000.csv,,,
【APP开发】仕途医考app开发,https://task.epwk.com/570655/,217人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,仕途医考app开发,直接雇佣￥ 46000,￥ 46000,任务编号：570655,1534-2000.csv,,,
【APP开发】彩票系统定制开发-分分彩,https://task.epwk.com/570656/,472人,1人,"¥16,000",圆满完成,https://task.epwk.com/page1750.html?m=6&o=7,彩票系统定制开发-分分彩,直接雇佣￥ 16000,￥ 16000,任务编号：570656,1534-2000.csv,,,
