标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【H5开发】vue前端修改一个功能,https://task.epwk.com/973287/,1656人,5人,1000元以内,圆满完成,,winsoft,网站是采用vue写的一个前端，需要找人来修改一个问题,2021-12-07,2021.12.13,任务编号：973287,600.0,"1天,10天","重庆市-市辖区,河南省-洛阳市",重庆APP开发,https://shop.epwk.com/78n962zl0nkv/,重庆APP开发,出售服务,https://shop.epwk.com/78n962zl0nkv/chushou/,企业,八品,42分,,,重庆APP开发,,网站建设企业网站开发/官网搭建定制前端PHP后台制作,"￥5000
            /起",网页设计/网页ui/网站设计/网站制作/网站美工/网页制作,"￥500
            /起",整套移动应用UI设计,"￥2000
            /起",小程序开发丨微信小程序商城丨预约丨外卖点餐社区团购定制开发,"￥1000
            /页",软件界面设计管理系统ui设计大数据ui客户端软件触摸屏终端,"￥500
            /页",会员管理系统,"￥999
            /年",小程序小游戏开发,"￥999
            /年",预约排队系统,"￥99
            /年",,,H5开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】公司网站修复,https://task.epwk.com/973060/,342人,1人,1000元以内,圆满完成,,k3027****01,项目:公司网站修复称呼:温先生地区:浙江宁波需求:做一个网站修复。网站是有的只是出现问题，需要修复。预算2000左右。预算:报价联系,2021-12-06,2021.12.07,任务编号：973060,200.0,2天,黑龙江省-哈尔滨市,诚悦科技,https://shop.epwk.com/2j5jj73375pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【网站二次开发】网站二次开发,https://task.epwk.com/973058/,1061人,6人,1000元以内,圆满完成,,威多宝F9NXo,有个网站，还没正式上线，需要添加一个网页查找以及搜索的功能。,2021-12-06,2021.12.09,任务编号：973058,300.0,"2天,10天,3天","山东省-潍坊市,河南省-洛阳市,河南省-郑州市",山东一号仓网络科技有限公司,https://shop.epwk.com/9w56eq37kdv1/,山东一号仓网络科技有限公司,出售服务,https://shop.epwk.com/9w56eq37kdv1/chushou/,企业,四品,40分,,,山东一号仓网络科技有限公司,,微信H5小程序公众号APP软件源码定制开发系统制作搭建商城,"￥5888
            /件",公司企业做网站建设一条龙全包外贸商城企业网站模板设计制作源码定制开发,"￥1888
            /款",,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】校园互帮互助小程序开发,https://task.epwk.com/972882/,1353人,19人,3000-5000元,圆满完成,,威我tbKBq,学生可以自由发布自身的需求，比如取个快递，帮忙买个东西、帮忙代课等，可以根据自身需求发布任务。有技能的学生可以响应，完成这个任务，赚取相应的佣金，然后可以体现，平台收取手续费,2021-12-04,2022.02.19,任务编号：972882,3800.0,"15天,15天,10天","北京市-北京市-昌平区,广东省-惠州市-市辖区,北京市-北京市-东城区",云代码科技,https://shop.epwk.com/rp5z40xrxdx3/,云代码科技,出售服务,https://shop.epwk.com/rp5z40xrxdx3/chushou/,企业,四品,42分,,,云代码科技,,平面设计/易拉宝展架/画册/折页/海报设计,"￥200
            /起",电商设计/创意设计/宣传品设计/视觉传达设计,"￥200
            /起",软件定制开发,"￥1000
            /起",软件测试/自动化测试/APP测试/接口测试,"￥2000
            /起",APP定制开发,"￥20000
            /起",微信小程序定制开发,"￥5000
            /起",企业网站/门户网站/电商网站/定制开发/模板建站/响应式网站,"￥2000
            /起",ui设计APP页面设计网页设计小程序H5数据大屏设计交互设计,"￥1000
            /起",,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】小程序公众号开发,https://task.epwk.com/972948/,927人,5人,1000-3000元,圆满完成,,优社VNMoH,线索分发跟进反馈计费,2021-12-05,2021.12.08,任务编号：972948,1000.0,"2天,2天,20天","广东省-珠海市-香洲区,北京市-北京市,河南省-郑州市-市辖区",星云软件工作室,https://shop.epwk.com/3gd2mqm1yner/,星云软件工作室,出售服务,https://shop.epwk.com/3gd2mqm1yner/chushou/,个人,六品,39分,,,星云软件工作室,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】页面或者软件开发,https://task.epwk.com/972808/,348人,1人,3000-5000元,圆满完成,,k9822****91,项目：页面或者软件开发称呼：魏先生地区: 江西南昌，服务商地域不限需求: 雇主可以推送一个页面（或是链接等形式）给客户，客户点开页面，可以展示法拍房源信息，后台可以输入房源信息。参考雇主提供的附件预算: 3000-5000时间：价格合适备注：微信是手机号,2021-12-03,2021.12.30,任务编号：972808,4700.0,14天,浙江省-温州市-乐清市,诺软工作室,https://shop.epwk.com/z2nkz7o8xnqy/,诺软工作室,出售服务,https://shop.epwk.com/z2nkz7o8xnqy/chushou/,工作室,四品,38分,,,诺软工作室,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【网站二次开发】php资料管理后台分组整理,https://task.epwk.com/972649/,822人,2人,1000-3000元,圆满完成,,名字随便吧,需求是分组  每个组有单独的一套报名提交，现在功能基本齐全了，要做的就是每个组都是单独的报名功能及分组里的其他功能,2021-12-02,2021.12.05,任务编号：972649,1000.0,"3天,10天","山东省-淄博市-市辖区,河南省-洛阳市-洛龙区",果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】连锁门店一体化配送商城平台制作,https://task.epwk.com/972567/,532人,1人,5万-10万元,圆满完成,,o5fba71af10ebf,需要一个电商平台，有简单的促销活动功能，结合线下所有零售门店形成即时配送点进行送货上门，需要用户端、配送端、平台端3个端口。有经验的来，限湖南，需要当面沟通,2021-12-02,2021.12.02,任务编号：972567,50000.0,30天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】回收电子设备网站的网站开发,https://task.epwk.com/972319/,262人,1人,3000-5000元,圆满完成,,vitorru,项目:回收电子设备网站的网站开发称呼:赵女士地区:上海需求:做一个回收电子设备网站的网站，功能是注册，上传，下单支付还有后台数据统计。要上海的服务商，需要面谈预算:报价联系,2021-12-01,2021.12.01,任务编号：972319,4500.0,10天,上海市-市辖区,上海双子奕星软件科技有限公司,https://shop.epwk.com/zqdplmk2pn1v/,上海双子奕星软件科技有限公司,出售服务,https://shop.epwk.com/zqdplmk2pn1v/chushou/,企业,五品,40分,,,上海双子奕星软件科技有限公司,,企业管理软件定制服务,"￥5000
            /起",,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】车服行业小程序开发,https://task.epwk.com/972140/,293人,1人,5000-10000元,圆满完成,,k5427****26,项目:车服行业小程序开发称呼:邓先生地区:广东深圳需求:车服行业小程序开发，根据提供的两个案例，做类似就行，先看看里面的功能，在具体沟通,2021-11-30,2022.01.27,任务编号：972140,5000.0,7天,北京市-北京市-朝阳区,芸栈科技,https://shop.epwk.com/v0n1xzgll57y/,芸栈科技,出售服务,https://shop.epwk.com/v0n1xzgll57y/chushou/,企业,七品,70分,,,芸栈科技,,独立站企业官网网站建设H5网页制作前端公司开发响应式仿建站,"￥3800
            /个",定制H5微信小程序商城开发门店电商外卖公众号平台设计支付外包,"￥1999
            /起",,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】微信小程序开发,https://task.epwk.com/972113/,743人,1人,1万-2万元,圆满完成,,一品威客777,见沟通需求列表文档,2021-11-30,2022.02.09,任务编号：972113,13000.0,30天,山东省-烟台市,聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【商城建设】帮完善网站商城的功能以及帮忙上架产品,https://task.epwk.com/971966/,521人,1人,1000-3000元,圆满完成,,k7487****95,开发一个手机端以及帮把之前的商城产品导入新开发的商城里面，另外商城有一些细节需要开发优化一下，具体麻烦私信我。,2021-11-29,2021.12.02,任务编号：971966,2300.0,2天,北京市-北京市-朝阳区,芸栈科技,https://shop.epwk.com/v0n1xzgll57y/,芸栈科技,出售服务,https://shop.epwk.com/v0n1xzgll57y/chushou/,企业,七品,70分,,,芸栈科技,,独立站企业官网网站建设H5网页制作前端公司开发响应式仿建站,"￥3800
            /个",定制H5微信小程序商城开发门店电商外卖公众号平台设计支付外包,"￥1999
            /起",,,,,,,,,,,,,,,商城建设,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【外贸网站】仿目标网站修改成一个境外网站,https://task.epwk.com/971908/,1121人,3人,1万-2万元,圆满完成,,yueyue888,仿目标网站修改成一个境外网站,2021-11-29,2021.12.14,任务编号：971908,12000.0,"5天,15天,12天","山东省-烟台市,云南省-昆明市-官渡区,北京市-北京市",聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",外贸网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】微信小程序-前端设计,https://task.epwk.com/971863/,869人,5人,1000元以内,圆满完成,,威客特mAOU1,已有设计！只需前端设计师修改部分：1.产品展示：一排两个改为1排一个2.分类导航：改变尺寸位置,2021-11-28,2021.11.30,任务编号：971863,200.0,"1天,3天,1天","广东省-珠海市-香洲区,四川省-成都市-市辖区,山东省-烟台市-芝罘区",星云软件工作室,https://shop.epwk.com/3gd2mqm1yner/,星云软件工作室,出售服务,https://shop.epwk.com/3gd2mqm1yner/chushou/,个人,六品,39分,,,星云软件工作室,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】在线课程学习答题小程序开发,https://task.epwk.com/971432/,1636人,10人,1万-2万元,圆满完成,,cools,小程序端开发：1、主体学校介绍：（宣传页）2、课程学习：（课程目录、每个课程完成学习人数、课程点赞、评论、浏览量、课后小结考试）3、个人中心：打卡签到得积分、个人积分、学习记录、学习成长、完成课程进度或数量4、后台统计：每个老师学习进度、数据统计,2021-11-25,2022.01.18,任务编号：971432,15000.0,"30天,20天,2天,35天,30天","河南省-新乡市,河南省-洛阳市,内蒙古-乌兰察布市-集宁区,广东省-广州市-番禺区,山东省-枣庄市",大秦网络科技,https://shop.epwk.com/zqdplml96n1v/,大秦网络科技,出售服务,https://shop.epwk.com/zqdplml96n1v/chushou/,企业,一品,42分,,,大秦网络科技,,网站定制开发,"￥1000
            /起",微信开发-小程序/公众号,"￥1000
            /起",uniapp安卓ios开发,"￥20000
            /起",防伪溯源,"￥100000
            /起",微信小程序开发,"￥2000
            /起",原生APP定制开发,"￥20000
            /起",在线课程学习微信小程序开发,"￥15000
            /件",营销型网站开发,"￥4000
            /件",相亲交友在线聊学历红娘牵线,"￥5000
            /件",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【前端开发】vue前端做报表,https://task.epwk.com/971230/,1674人,6人,1000-3000元,圆满完成,,chaowei_xj,原系统是JEECG做的  前端是VUE，需要找前端做报表，后端有人在做，需要前端完成如下工作1、报表一共13张，但基本都是重复的（样式一样），有3种样式 2、报表的数据组织不用前端来做，后端接口逻辑由后端完成，但前端需要根据后端的接口对通,2021-11-24,2021.12.02,任务编号：971230,1000.0,"5天,7天,20天,10天","上海市-市辖区-浦东新区,广东省-深圳市-龙岗区,山东省-枣庄市,河南省-新乡市-红旗区",上海拜林信息科技服务中心,https://shop.epwk.com/qgdmj3mwydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前端开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP界面设计】产品UI设计,https://task.epwk.com/971202/,1602人,12人,5000-10000元,圆满完成,,mf186****6128,APP项目界面：50个以上要求：参照别的app开发,2021-11-24,2021.12.06,任务编号：971202,6000.0,"12天,20天,30天,30天,20天,20天,30天","山东省-济南市-历下区,广东省-深圳市-龙岗区,贵州省-贵阳市,山东省-枣庄市,四川省-成都市,河南省-新乡市-红旗区,云南省-昆明市-官渡区",山东萤丰信息技术有限公司,https://shop.epwk.com/0z5o4jm7onjq/,山东萤丰信息技术有限公司,出售服务,https://shop.epwk.com/0z5o4jm7onjq/chushou/,企业,四品,23分,,,山东萤丰信息技术有限公司,,APP定制开发,"￥999
            /起",小程序开发系统,"￥999
            /起",网站开发系统,"￥99
            /起",公众号开发系统,"￥999
            /起",H5开发系统,"￥99
            /起",行业解决方案,"￥999
            /起",软件UI设计,"￥99
            /起",APP界面设计,"￥99
            /起",产品原型设计,"￥99
            /起",APP界面设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】综合服务平台小程序开发,https://task.epwk.com/971019/,302人,1人,5000-10000元,圆满完成,,k6071****26,项目:综合服务平台小程序开发称呼:张先生地区:吉林长春需求:综合服务平台小程序开发，参考微信小程序：保利国际广场（看截图）做一个和这个一模一样的，背景是一张vr全景，下面可以放这张的按钮，里面可以放视频，链接，图片，一键导航一键电话。各行各业的，大多服务企业。我只需要框架，vr全景和视频以及其他内容都是我做好，让后放进去。尽快联系沟通细节。并给出方案和报价。预算:联系报价,2021-11-23,2021.12.14,任务编号：971019,7000.0,7天,辽宁省-大连市,大连思博网络科技有限公司,https://shop.epwk.com/m7d7wv82y5q8/,大连思博网络科技有限公司,出售服务,https://shop.epwk.com/m7d7wv82y5q8/chushou/,企业,二品,55分,,,大连思博网络科技有限公司,,知识付费｜网校+双端APP,"￥20000
            /起",APP定制开发｜APP开发｜服务类APP开发｜商城APP开发｜各类型APP平台开发,"￥2000
            /起",管理系统定制开发｜办公软件 OA 审批流管理｜各行业办公管理系统定制,"￥2000
            /起",直播开发｜APP直播｜网站直播｜小程序直播｜商城直播,"￥30000
            /起",微信开发 微信公众号 微信商城开发 微信小程序 H5定制开发,"￥2000
            /起",商城小程序开发｜直播小程序｜微信小程序定制开发,"￥2000
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
