标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,任务类型
【问卷调查】爱音乐APP用户问卷调查设计,https://task.epwk.com/894057/,1869人,1人,¥500,圆满完成,o5f685698a988d,"任务介绍：                    爱音乐为中国电信旗下的数字音乐业务平台，现需要针对爱音乐APP的功能及内容，进行用户调研。                                    问卷调查设计要求：                                                                            1、问卷设计目标有针对性，问题设计有整体逻辑性;                    2、必须包含围绕互联网APP几个关键数据指标而设计的问题，如“用户日活、留存、使用时长”等；                    3、主要与QQ音乐、酷狗音乐、咪咕音乐对标，通过调研可找出我方与竞品的差距对比;                                                                4、附上大致的问卷设计说明                                                                                            知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2020-09-21,2020.10.15,任务编号：894057,500.0,5天,江苏省-南京市,南京科研服务社,https://shop.epwk.com/3gd2m8xoyner/,南京科研服务社,出售服务,https://shop.epwk.com/3gd2m8xoyner/chushou/,企业,四品,44分,,,南京科研服务社,,课题申报书项目申报书结项报告中期报告撰写修改润色,50,商业计划书项目计划书融资计划书策划书MBA文章文案PPT代做,50,学术服务：MBA硕本论文写作修改降重期刊发表辅导,"￥20
            /据难度",公众号软文推文宣传文案撰写编辑排版,"￥10
            /据难度",代做调研报告研究报告调查报告可研报告数据分析SPSS分析问卷填写,10,期刊发表服务：职称学位课题文章发表与写作,"￥100
            /据难度",,,,,问卷调查
【活动策划】品牌策划全案尾款,https://task.epwk.com/891382/,988人,1人,¥10000,圆满完成,vitorru,品牌策划全案尾款,2020-09-09,2020.09.09,任务编号：891382,9500.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",活动策划
【活动策划】品牌策划全案二期款,https://task.epwk.com/891378/,659人,1人,¥8260,圆满完成,vitorru,品牌策划全案二期款,2020-09-09,2020.09.09,任务编号：891378,7847.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",活动策划
【整合营销】品牌营销推广策划,https://task.epwk.com/880137/,638人,1人,¥3300,圆满完成,vitorru,品牌营销推广策划,2020-07-23,2020.07.24,任务编号：880137,3300.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",整合营销
【整合营销】品牌营销推广策划,https://task.epwk.com/880140/,836人,1人,¥3000,圆满完成,vitorru,品牌营销推广策划,2020-07-23,2020.07.24,任务编号：880140,3000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",整合营销
【整合营销】营销策划方案,https://task.epwk.com/873562/,966人,1人,¥12000,圆满完成,vitorru,营销策划方案，具体详谈,2020-06-27,2020.06.27,任务编号：873562,5000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",整合营销
【整合营销】品牌营销策划二期,https://task.epwk.com/873557/,830人,1人,¥12000,圆满完成,vitorru,品牌营销策划二期，具体祥谈,2020-06-27,2020.06.27,任务编号：873557,12000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",整合营销
【整合营销】品牌营销策划二期,https://task.epwk.com/873554/,598人,1人,¥13000,圆满完成,vitorru,品牌营销策划二期  具体祥谈,2020-06-27,2020.06.27,任务编号：873554,13000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",整合营销
【活动策划】企业品牌营销策划二期,https://task.epwk.com/872801/,791人,1人,¥20000,圆满完成,vitorru,企业品牌营销策划二期,2020-06-23,2020.06.23,任务编号：872801,10000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",活动策划
【口碑营销】企业品牌营销策划一期,https://task.epwk.com/872471/,762人,1人,¥23000,圆满完成,vitorru,企业品牌营销策划一期,2020-06-22,2020.06.22,任务编号：872471,10000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",口碑营销
