标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【广告策划】“学嘉文化传媒”名片广告语征集令,3643人,15人,¥200,圆满完成,薛憨子,潢川学嘉文化传媒公司欢迎您！学嘉传媒，坚守“出好书、做好人”的经营理念，竭诚邀请湖北襄阳四中、河北衡水中学等各地名师，精心打造各学科精品试卷，策划初、高中各年级联考，为莘莘学子加油助力！学嘉传媒，精品试卷集散中心，中高考配套服务创新基地！学嘉传媒，您身边的教育服务领先品牌！    创办者薛新起，山东省水梁山县人，1971年5月23日生于农民家庭，少时家贫，高中辍学，靠自学取得大专学历。二十岁经商谋生，足迹遍及全国二十六个省市，富有吃苦创业精神，崇文尚义。1995年起，从事图书策划、编辑、印刷发行工作。2000年在广州创办广州天阶图书有限公司。2011年创办了潢川新启快乐教育学校，侧重于初、高中“一对一”个性化辅导，少儿英语和书画教育，以当地获得广泛赞誉。公司经营范围：学嘉下设研发、营销、行政、财务、客服、印发等6大中心。是一家集试题研究、会议服务、考试组织及教辅图书出版发行等于一体的公司。主营图书批发，中高考联考试卷，教育培训。具体要求：为做好媒体宣传，使学嘉文化传媒迅速被熟知，做好前期名片印刷的文本准备工作，请参赛者完成以下填空：企业定位：企业愿景：企业使命：产品战略：品牌理念：质量理念：经营理念：营销理念：企业文化：学嘉十心：（十个心）学嘉十意：1.朗朗上口，简单流畅，易懂易记；2.每条广告语十个字以内，要考虑到名片的后期排版印刷效果；3.不必完全拘泥于填空，如有更好的文本构思供名片印刷，同样欢迎~~~,2016.04.08,2016.05.05,任务编号：414784,￥ 200,,名创绚品,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】陕西特产，岐山擀面皮起商标名称,4116人,74人,¥200,圆满完成,o5707c9d1a62af,我公司现在主要加工销售陕西凉皮，岐山擀面皮，名称要符合我的经营主体，好记，顺口，要求发展连锁品牌店也可以用的。品牌任务类别：面制品这个类目，这个要取名注册商标知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任,2016.04.08,2017.01.17,任务编号：414935,￥ 200,,蓝凤凰品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】生态家庭农场取名,6281人,101人,¥100,圆满完成,mf139****7952,"地址位置：江苏省淮安市渔沟镇主要经营：浅水藕、鱼类、家禽、果树，是一个生态家庭农场。占地500约亩要求：1、名称响亮，易记，有创意，贴近自然生态主题。2、中文名字，并可注册商标3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.04.08,2016.04.19,任务编号：414839,￥ 100,,乾隆宝今,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】网校起名和域名征集,3497人,55人,¥168,圆满完成,o570728a73d3f0,"本网校打造一家大型培训门户网站，目前主要项目都是电脑（办公软件、广告设计、模具设计、室内设计、电脑维修、计算机网络）、会计（会计从业考证、会计真帐实操、初级会计职称）、网商（网店开店、网店推广、网店客服、网店策划）、外语（新概念英语、英语口译、商务英语、少儿英语）以及岗位证书项目，以后也要发展其他的职业资格考试辅导项目,以及网校平台拓展现为网校征名（长度不能超过四个字。如搜课网，传课网、环球网校，新东方，奥鹏等）：具体要求：1、大气而有内涵2、好听而且好记3、能体现公司宗旨与业务定位4、当下没有重名或者相似的名字5、能有成为全国知名品牌的潜质6、带有一点政府或者官方的味道7、必须写出网校名字和详细寓意8.必须写出网校的统一口号9.域名简单、易记、与名字同拼音（或拼音简化）、也可数字组合（但数字组合一定要有寓意）  知识产权说明 ：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任；2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.04.08,2016.04.26,任务编号：414785,￥ 168,,小青欣,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】电子商务公司商标起名,3225人,76人,¥100,圆满完成,云在未来,"我们公司叫云在未来电子商务。主营业务是app一元夺宝，全国特产商城，全国便民服务比如app下单、帮忙买日常用品、商家外卖、订餐酒店等，对接客户群体是手机app　 现需要注册商标第9/35/38/42类。之前想的商标名称是：全球夺宝。但是词语没有显著性所以注册不了。 重新起名:  .希望是xx速购名字或其他，大方或者简单或者易记或者朗朗上口。 备注：因为名称是需要注册商标的，所以希望威客事先可以查询下以增加中标概率。如果名称不满意希望中标威客协助修改 知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.04.07,2018.02.22,任务编号：414571,￥ 100,,刘秋雨,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】建材公司起名征集,11276人,203人,¥403,圆满完成,mf180****6998,名字要新颖、独特、易记，突出丰富、奢侈、新潮等含义建材公司，经营多种室内装修建材，集设计、加工、安装、售后一条龙服务，有网上销售平台，也有自己的工厂，主要服务对象为豪宅业主。,2016.04.07,2016.08.06,任务编号：414509,￥ 403,,竹叶常青设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌故事】卫浴品牌介绍征集,2514人,12人,¥200,圆满完成,mf135****8618,需求：企业品牌介绍字数：600-800字提供参考资料品牌背景：企业2015正式投入国内市场先后和德国一些大品牌卫浴进行合作立足时尚，专注高端的卫浴品牌革新的商业模式  云商3.0体系  电商+厂商+实体商 集卫浴研发、设计、生产、销售和服务为一体的综合性企业请根据招商广告的版面再增加一段招商软文,2016.04.07,2016.05.01,任务编号：414459,￥ 200,,周朝大侠,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】微信公众号起名,10985人,240人,¥200,圆满完成,Mr133****1078,本单位开发公众举报奖励平台，任何群众关注本平台后，可通过照片、视频、文字等形式向举报平台反映社会面上发现的各类违法犯罪信息，本单位确认该线索有用后，直接对提供线索的群众进行奖励。现要求帮忙为本平台取一个通俗易懂，易于宣传，老少皆宜的名称。有意者也可关注本公众号：盐邑鹰眼,2016.04.05,2016.04.22,任务编号：414099,￥ 200,,lb18720973224,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司中文名字取英文,3002人,46人,¥200,圆满完成,mf156****1111,公司全称：因趣科技有限公司           因趣             因趣科技   取英文名字。  英文名字直接通过中文翻译过来                必须可以注册域名,2016.04.05,2016.08.18,任务编号：413993,￥ 200,,xdfswyyg,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】电子公司中英文起名,3014人,66人,¥100,圆满完成,mf186****1652,起一个电子公司的名字，主营手机配件，公司坐落于广东省广州市，必须为原创能通过工商局注册,2016.04.05,2016.05.01,任务编号：413994,￥ 100,,万思新的商铺,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】APP取名,3881人,87人,¥300,圆满完成,mf156****1111,一款集社交聊天与云储存一体的APP  取一个简洁好听的名字名字后期必须要注册名字2个字之内。,2016.04.04,2016.08.18,任务编号：413816,￥ 300,,alice梅,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】王涛麻辣烫广告语征集,7266人,151人,¥200,圆满完成,mf157****7832,一句话宣传语，应用于牌匾，店内宣传使用。要求朗朗上口，记忆深刻，体现特色。,2016.04.03,2016.07.04,任务编号：413708,￥ 200,,天公地道,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】茶舍征集名字,10469人,265人,¥100,圆满完成,cztyler,高档茶舍急需取一个雅名，是在江边的，所以名字要应景。名字：3个字之内知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任； 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改，组合和应用；设计者不得再向其他任何地方使用该设计作品；,2016.04.02,2016.05.05,任务编号：413600,￥ 100,,国际水平,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌啤酒名字征集,6352人,123人,¥600,圆满完成,晓晓01,本公司推出新品牌精酿啤酒现需名字精酿啤酒采用德国传统工艺制造，不是工业啤酒，要区分普通工业啤酒。特点就是：鲜、营养价值高。一定要突出：精酿啤酒打个比方：工业啤酒就是罐头 精酿啤酒就是未加工的新鲜水果,2016.03.31,2016.04.12,任务编号：413251,￥ 600,,悟本设计,企业,三品,70分,,,电商vi设计,"￥11000
            /件",画册设计,300,推广设计,价格面议,文案设计,价格面议,品牌策划,"￥8000
            /件",包装设计,"￥3000
            /件",,,,,,
【品牌起名】玫瑰花茶的品牌名称,4382人,76人,¥100,圆满完成,mf133****5359,自有玫瑰种植园，生产高端玫瑰花冠茶，需要征集有品味，有创意的品牌名称，自有种植基地，品质天然，安全有保障。,2016.03.31,2016.04.21,任务编号：413300,￥ 100,,乐活创享,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】软装设计公司中英名征集,3476人,39人,¥100,圆满完成,xj198****3,"一定要突显东方韵味,与国际接轨，公司经营方向就是:整体软装设计公司,设计为主,施工为辅。有做工程、样板房、别墅、会所为主。设计要求：1、名字最好是2-4个字，类似贵阳市xx软装陈设咨询有限公司或者贵阳市xx软装艺术设计有限公司。2、名字必须要通过工商局注册的3、取一个中文和英文名字4、广告语简单易有内涵",2016.03.30,2016.04.16,任务编号：413106,￥ 100,,Curry个人工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】艺术学校取名,6291人,120人,¥100,圆满完成,金话筒01,需求：一个艺术培训学校，想要一个名字，要有艺术性，加QQ联系,2016.03.30,2018.02.17,任务编号：413101,￥ 100,,AlbertHawking,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】甜品店取名（甜品店中的咖啡店）,7459人,134人,¥300,圆满完成,huangshuaihua,甄选甜品店店名--经营港式甜品/饮品/咖啡/小吃的店要求和注意事项：1、  甜品参考：香港满记，许留山，品甜工坊，鲜芋仙，国内知名品牌。具体要求：1、  中、英文商标大气字数不限，易记，时尚大牌高档，容易记住有国际感、都市感，无重           名，必须可注册商标；2、  名称要容易上口，易于传播  对产品的特色要有一定的凸显性。3、  最好能体现本产品的档次和品质；有图片的优先考虑4、  作品为原创，可注册商标，支付赏金后，本人即拥有作品知识产权，包括著作权、使用权        和发布权等。5、  最好能附上广告语及命名含义，要有香港文化在里面，体现香港的内涵的。或者能引用某       个典故之类的为佳。最好还能体现我们的服务意识和品牌文化。6、  甜和密这些字就不要起了，俗气。7、  本公司要做成全国的直营连锁，所以名字一定要大气大牌，好记，朗朗上口，洋气。8、  甜品我们是参照 “满记”的产品。9、本次起名共设赏金300元。10、.起名一经采纳，后期还有赏金做LOGO，整套VI，价格再谈，希望威客踊跃参加。知识产权说明： 1、 所设计的作品为原创，为第一次发布。未侵犯他人的著作权。如有侵犯他人著作权，由设        计者承担所有法律责任。 2、 中标的设计作品，我方支付设计制作费。即拥有该作品的知识产权，包括著作权、使用权       和发布权等，并有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使         用该设计作品。,2016.03.29,2016.04.21,任务编号：412696,￥ 300,,高易策划,工作室,七品,40分,,,公司起名设计服务,价格面议,宝宝起名服务,价格面议,店铺命名服务,价格面议,品牌起名,价格面议,LOGO原创设计,价格面议,网店美化设计,"￥1
            /次",广告语创作,"￥1
            /次",软文写作,价格面议,,
