标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【APP开发】生活娱乐软件开发4期,https://task.epwk.com/828020/,106人,1人,"¥47,890",圆满完成,,生活娱乐软件开发4期,直接雇佣￥ 47890,￥ 47890,任务编号：828020,532-1000.csv,,,,,,"生活娱乐软件, 软件开发"
【财务管理系统】财政系统软件开发一期,https://task.epwk.com/828021/,1478人,1人,"¥20,000",圆满完成,,财政系统软件开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：828021,532-1000.csv,,,,,,"财政系统, 软件开发, 一期"
【APP开发】生活娱乐软件开发尾款,https://task.epwk.com/828023/,91人,1人,"¥44,665",圆满完成,,生活娱乐软件开发尾款,直接雇佣￥ 44665,￥ 44665,任务编号：828023,532-1000.csv,,,,,,"生活娱乐软件, 尾款"
【财务管理系统】办公系统软件开发一期,https://task.epwk.com/828025/,1400人,1人,"¥31,250",圆满完成,,办公系统软件开发一期,直接雇佣￥ 31250,￥ 31250,任务编号：828025,532-1000.csv,,,,,,"办公系统, 软件开发, 一期"
【信息流】媒体发布,https://task.epwk.com/828027/,479人,1人,¥500,圆满完成,,媒体发布,直接雇佣￥ 500,￥ 500,任务编号：828027,532-1000.csv,,,,,,媒体发布
【小程序开发】小程序开发,https://task.epwk.com/828028/,102人,1人,"¥5,000",圆满完成,,小程序开发,直接雇佣￥ 5000,￥ 5000,任务编号：828028,532-1000.csv,,,,,,小程序开发
【交互设计】做一个系统后台的首页设计,https://task.epwk.com/828034/,833人,1人,¥10,圆满完成,,做一个系统后台的首页设计,直接雇佣￥ 10,￥ 10,任务编号：828034,532-1000.csv,,,,,,"系统后台, 首页设计"
【小程序开发】测试题库小程序开发,https://task.epwk.com/828038/,676人,1人,¥10,圆满完成,,测试题库小程序开发,直接雇佣￥ 10,￥ 10,任务编号：828038,532-1000.csv,,,,,,"测试题库, 小程序开发"
【财务管理系统】办公系统软件开发二期,https://task.epwk.com/828043/,1556人,1人,"¥18,750",圆满完成,,办公系统软件开发二期,直接雇佣￥ 18750,￥ 18750,任务编号：828043,532-1000.csv,,,,,,"办公系统, 软件开发, 二期"
【LOGO设计】一品 红鹭QQ-2-8-7-0-1-2252汝人,https://task.epwk.com/828069/,152人,1人,¥100,圆满完成,,一品 红鹭QQ-2-8-7-0-1-2252汝人,直接雇佣￥ 100,￥ 100,任务编号：828069,532-1000.csv,,,,,,"红鹭QQ, 一品汝人"
【交互设计】页面设计,https://task.epwk.com/828080/,804人,1人,"¥2,000",圆满完成,,页面设计,直接雇佣￥ 2000,￥ 2000,任务编号：828080,532-1000.csv,,,,,,页面设计
【脚本开发】鲁西软件,https://task.epwk.com/828084/,283人,1人,"¥15,000",圆满完成,,鲁西软件,直接雇佣￥ 15000,￥ 15000,任务编号：828084,532-1000.csv,,,,,,鲁西软件
【小程序开发】商城002开发,https://task.epwk.com/828089/,344人,1人,"¥5,000",圆满完成,,商城002开发,直接雇佣￥ 5000,￥ 5000,任务编号：828089,532-1000.csv,,,,,,商城开发
【OA系统】销售后勤系统开发,https://task.epwk.com/828090/,690人,1人,"¥70,000",圆满完成,,销售后勤系统开发,直接雇佣￥ 70000,￥ 70000,任务编号：828090,532-1000.csv,,,,,,"销售后勤系统, 系统开发"
【OA系统】设计系统开发,https://task.epwk.com/828091/,574人,1人,"¥70,000",圆满完成,,设计系统开发,直接雇佣￥ 70000,￥ 70000,任务编号：828091,532-1000.csv,,,,,,系统开发
【企业官网】微信小程序二次开发,https://task.epwk.com/828115/,327人,1人,"¥2,400",圆满完成,,微信小程序二次开发,直接雇佣￥ 2400,￥ 2400,任务编号：828115,532-1000.csv,,,,,,"微信小程序, 二次开发"
【LOGO设计】英文logo设计,https://task.epwk.com/828117/,177人,1人,¥100,圆满完成,,英文logo设计,直接雇佣￥ 100,￥ 100,任务编号：828117,532-1000.csv,,,,,,"英文logo, 设计"
【PPT设计】PPT模板设计,https://task.epwk.com/828118/,111人,1人,¥100,圆满完成,,PPT模板设计,直接雇佣￥ 100,￥ 100,任务编号：828118,532-1000.csv,,,,,,"PPT模板, 设计"
【详情页设计】京东详情页设计,https://task.epwk.com/828119/,171人,1人,¥100,圆满完成,,京东详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828119,532-1000.csv,,,,,,"京东详情页, 设计"
【营销推广软文】公众号代运营,https://task.epwk.com/828120/,239人,1人,¥100,圆满完成,,公众号代运营,直接雇佣￥ 100,￥ 100,任务编号：828120,532-1000.csv,,,,,,公众号运营
【PPT设计】教育类ppt设计,https://task.epwk.com/828121/,145人,1人,¥100,圆满完成,,教育类ppt设计,直接雇佣￥ 100,￥ 100,任务编号：828121,532-1000.csv,,,,,,教育类ppt设计
【营销推广软文】公众号代运营,https://task.epwk.com/828122/,244人,1人,¥100,圆满完成,,公众号代运营,直接雇佣￥ 100,￥ 100,任务编号：828122,532-1000.csv,,,,,,公众号运营
【广告策划】宣传文案写作,https://task.epwk.com/828123/,825人,1人,¥100,圆满完成,,宣传文案写作,直接雇佣￥ 100,￥ 100,任务编号：828123,532-1000.csv,,,,,,"宣传文案, 写作"
【LOGO设计】公司logo设计,https://task.epwk.com/828124/,253人,1人,¥100,圆满完成,,公司logo设计,直接雇佣￥ 100,￥ 100,任务编号：828124,532-1000.csv,,,,,,"公司logo, 设计"
【PPT设计】PPT设计,https://task.epwk.com/828125/,164人,1人,¥100,圆满完成,,PPT设计,直接雇佣￥ 100,￥ 100,任务编号：828125,532-1000.csv,,,,,,PPT设计
【详情页设计】淘宝详情页设计,https://task.epwk.com/828126/,112人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828126,532-1000.csv,,,,,,"淘宝详情页, 设计"
【LOGO设计】卡通logo设计,https://task.epwk.com/828129/,163人,1人,¥100,圆满完成,,卡通logo设计,直接雇佣￥ 100,￥ 100,任务编号：828129,532-1000.csv,,,,,,"卡通logo, 设计"
【PPT设计】营销案PPT模板设计,https://task.epwk.com/828130/,209人,1人,¥100,圆满完成,,营销案PPT模板设计,直接雇佣￥ 100,￥ 100,任务编号：828130,532-1000.csv,,,,,,"营销案, PPT模板, 设计"
【营销推广软文】微信推文写作,https://task.epwk.com/828131/,383人,1人,¥100,圆满完成,,微信推文写作,直接雇佣￥ 100,￥ 100,任务编号：828131,532-1000.csv,,,,,,"微信推文, 写作"
【营销推广软文】营销软文写作,https://task.epwk.com/828132/,358人,1人,¥100,圆满完成,,营销软文写作,直接雇佣￥ 100,￥ 100,任务编号：828132,532-1000.csv,,,,,,"营销软文, 写作"
【LOGO设计】衣服logo设计,https://task.epwk.com/828133/,206人,1人,¥100,圆满完成,,衣服logo设计,直接雇佣￥ 100,￥ 100,任务编号：828133,532-1000.csv,,,,,,"衣服, logo设计"
【PPT设计】ppt设计,https://task.epwk.com/828134/,169人,1人,¥100,圆满完成,,ppt设计,直接雇佣￥ 100,￥ 100,任务编号：828134,532-1000.csv,,,,,,PPT设计
【详情页设计】淘宝详情页设计,https://task.epwk.com/828135/,496人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828135,532-1000.csv,,,,,,"淘宝详情页, 设计"
【PPT设计】PPT设计,https://task.epwk.com/828136/,134人,1人,¥100,圆满完成,,PPT设计,直接雇佣￥ 100,￥ 100,任务编号：828136,532-1000.csv,,,,,,PPT设计
【详情页设计】京东详情页设计,https://task.epwk.com/828137/,163人,1人,¥100,圆满完成,,京东详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828137,532-1000.csv,,,,,,"京东详情页, 设计"
【详情页设计】淘宝详情页设计,https://task.epwk.com/828138/,163人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828138,532-1000.csv,,,,,,"淘宝详情页, 设计"
【宣传册设计】菜谱设计,https://task.epwk.com/828143/,275人,1人,"¥2,000",圆满完成,,菜谱设计,直接雇佣￥ 2000,￥ 2000,任务编号：828143,532-1000.csv,,,,,,菜谱设计
【宣传册设计】公司画册设计,https://task.epwk.com/828144/,291人,1人,"¥2,000",圆满完成,,公司画册设计,直接雇佣￥ 2000,￥ 2000,任务编号：828144,532-1000.csv,,,,,,"公司画册, 设计"
【包装设计】零食包装设计,https://task.epwk.com/828145/,279人,1人,"¥2,000",圆满完成,,零食包装设计,直接雇佣￥ 2000,￥ 2000,任务编号：828145,532-1000.csv,,,,,,"零食包装, 设计"
【宣传册设计】画册设计,https://task.epwk.com/828146/,324人,1人,"¥2,000",圆满完成,,画册设计,直接雇佣￥ 2000,￥ 2000,任务编号：828146,532-1000.csv,,,,,,"画册, 设计"
【小程序开发】我的鸡笼,https://task.epwk.com/828159/,356人,1人,"¥20,000",圆满完成,,我的鸡笼,直接雇佣￥ 20000,￥ 20000,任务编号：828159,532-1000.csv,,,,,,"鸡笼, 饲养"
【其他家装服务】汀溪佳园小区别墅装修设计,https://task.epwk.com/828177/,475人,1人,"¥24,000",圆满完成,,汀溪佳园小区别墅装修设计,直接雇佣￥ 24000,￥ 24000,任务编号：828177,532-1000.csv,,,,,,"汀溪佳园小区, 别墅装修, 设计"
【其他定制】85平米房间打柜子,https://task.epwk.com/828184/,1162人,1人,"¥20,000",圆满完成,,85平米房间打柜子,直接雇佣￥ 20000,￥ 20000,任务编号：828184,532-1000.csv,,,,,,"85平米房间, 柜子设计"
【LOGO设计】设计logo,https://task.epwk.com/828185/,124人,1人,¥100,圆满完成,,设计logo,直接雇佣￥ 100,￥ 100,任务编号：828185,532-1000.csv,,,,,,logo设计
【LOGO设计】一品 红鹭QQ-2-8-7-0-1-2252汝人,https://task.epwk.com/828186/,154人,1人,¥100,圆满完成,,一品 红鹭QQ-2-8-7-0-1-2252汝人,直接雇佣￥ 100,￥ 100,任务编号：828186,532-1000.csv,,,,,,"红鹭QQ, 一品汝人"
【LOGO设计】设计logo,https://task.epwk.com/828188/,148人,1人,¥100,圆满完成,,设计logo,直接雇佣￥ 100,￥ 100,任务编号：828188,532-1000.csv,,,,,,logo设计
【LOGO设计】一品红鹭,https://task.epwk.com/828190/,183人,1人,¥100,圆满完成,,一品红鹭,直接雇佣￥ 100,￥ 100,任务编号：828190,532-1000.csv,,,,,,一品红鹭
【IT解决方案】白造声调优算法优化,https://task.epwk.com/828192/,1464人,1人,"¥1,980",圆满完成,,白造声调优算法优化,直接雇佣￥ 1980,￥ 1980,任务编号：828192,532-1000.csv,,,,,,"白造声调, 优化算法"
烟花爆竹行业APP开发二期,https://task.epwk.com/828195/,42人,1人,"¥20,000",圆满完成,,烟花爆竹行业APP开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：828195,532-1000.csv,,,,,,"烟花爆竹行业, APP开发, 二期"
【前端开发】笔趣网前端页面改版,https://task.epwk.com/828199/,1409人,1人,"¥1,970",圆满完成,,笔趣网前端页面改版,直接雇佣￥ 1970,￥ 1970,任务编号：828199,532-1000.csv,,,,,,"前端页面, 网站改版, 笔趣网"
【店铺厂房】泉州安溪工业园2万平厂房设计,https://task.epwk.com/828229/,267人,1人,"¥27,500",圆满完成,,泉州安溪工业园2万平厂房设计,直接雇佣￥ 27500,￥ 27500,任务编号：828229,532-1000.csv,,,,,,"泉州安溪工业园, 厂房设计"
【小程序开发】商城APP开发,https://task.epwk.com/828280/,122人,1人,"¥25,000",圆满完成,,商城APP开发,直接雇佣￥ 25000,￥ 25000,任务编号：828280,532-1000.csv,,,,,,"商城APP, 开发"
【H5设计】H5设计,https://task.epwk.com/828291/,510人,1人,"¥5,000",圆满完成,,H5设计,直接雇佣￥ 5000,￥ 5000,任务编号：828291,532-1000.csv,,,,,,H5设计
【网站UI设计】网站UI设计,https://task.epwk.com/828298/,143人,1人,¥910,圆满完成,,网站UI设计,直接雇佣￥ 910,￥ 910,任务编号：828298,532-1000.csv,,,,,,"网站UI, 设计"
【详情页设计】淘宝详情页设计,https://task.epwk.com/828299/,273人,1人,¥800,圆满完成,,淘宝详情页设计,直接雇佣￥ 800,￥ 800,任务编号：828299,532-1000.csv,,,,,,"淘宝详情页, 设计"
【小程序开发】福娃抽奖模块开发,https://task.epwk.com/828326/,86人,1人,"¥1,980",圆满完成,,福娃抽奖模块开发,直接雇佣￥ 1980,￥ 1980,任务编号：828326,532-1000.csv,,,,,,福娃
【剪辑服务】北航元旦歌舞晚会MV制作,https://task.epwk.com/828331/,549人,1人,"¥1,970",圆满完成,,北航元旦歌舞晚会MV制作,直接雇佣￥ 1970,￥ 1970,任务编号：828331,532-1000.csv,,,,,,"北航, 歌舞晚会, MV制作"
【APP开发】采购系统app开发,https://task.epwk.com/828342/,137人,1人,"¥29,999",圆满完成,,采购系统app开发,直接雇佣￥ 29999,￥ 29999,任务编号：828342,532-1000.csv,,,,,,"采购系统, app开发"
【APP开发】app开发,https://task.epwk.com/828382/,118人,1人,"¥10,500",圆满完成,,app开发,直接雇佣￥ 10500,￥ 10500,任务编号：828382,532-1000.csv,,,,,,app开发
【产品外观设计】化妆品包装和LOGO设计,https://task.epwk.com/828413/,1560人,1人,"¥4,500",圆满完成,,化妆品包装和LOGO设计,直接雇佣￥ 4500,￥ 4500,任务编号：828413,532-1000.csv,,,,,,"化妆品包装, logo设计"
【LOGO设计】英文logo设计,https://task.epwk.com/828429/,103人,1人,¥100,圆满完成,,英文logo设计,直接雇佣￥ 100,￥ 100,任务编号：828429,532-1000.csv,,,,,,"英文logo, 设计"
【PPT设计】ppt设计,https://task.epwk.com/828430/,212人,1人,¥100,圆满完成,,ppt设计,直接雇佣￥ 100,￥ 100,任务编号：828430,532-1000.csv,,,,,,PPT设计
【详情页设计】淘宝详情页设计,https://task.epwk.com/828431/,93人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828431,532-1000.csv,,,,,,"淘宝详情页, 设计"
【营销推广软文】公众号代运营,https://task.epwk.com/828432/,243人,1人,¥100,圆满完成,,公众号代运营,直接雇佣￥ 100,￥ 100,任务编号：828432,532-1000.csv,,,,,,公众号运营
【营销推广软文】公众号代运营,https://task.epwk.com/828434/,219人,1人,¥100,圆满完成,,公众号代运营,直接雇佣￥ 100,￥ 100,任务编号：828434,532-1000.csv,,,,,,公众号运营
【营销推广软文】宣传文案写作,https://task.epwk.com/828435/,320人,1人,¥100,圆满完成,,宣传文案写作,直接雇佣￥ 100,￥ 100,任务编号：828435,532-1000.csv,,,,,,"宣传文案, 写作"
【LOGO设计】卡通logo设计,https://task.epwk.com/828436/,89人,1人,¥100,圆满完成,,卡通logo设计,直接雇佣￥ 100,￥ 100,任务编号：828436,532-1000.csv,,,,,,"卡通logo, 设计"
【PPT设计】ppt设计,https://task.epwk.com/828437/,112人,1人,¥100,圆满完成,,ppt设计,直接雇佣￥ 100,￥ 100,任务编号：828437,532-1000.csv,,,,,,PPT设计
【详情页设计】淘宝详情页设计,https://task.epwk.com/828438/,97人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828438,532-1000.csv,,,,,,"淘宝详情页, 设计"
【LOGO设计】卡通logo设计,https://task.epwk.com/828439/,230人,1人,¥100,圆满完成,,卡通logo设计,直接雇佣￥ 100,￥ 100,任务编号：828439,532-1000.csv,,,,,,"卡通logo, 设计"
【PPT设计】PPT模板设计,https://task.epwk.com/828441/,162人,1人,¥100,圆满完成,,PPT模板设计,直接雇佣￥ 100,￥ 100,任务编号：828441,532-1000.csv,,,,,,"PPT模板, 设计"
【营销推广软文】公众号代运营,https://task.epwk.com/828443/,304人,1人,¥100,圆满完成,,公众号代运营,直接雇佣￥ 100,￥ 100,任务编号：828443,532-1000.csv,,,,,,公众号运营
【产品卖点】朋友圈文案写作,https://task.epwk.com/828444/,401人,1人,¥100,圆满完成,,朋友圈文案写作,直接雇佣￥ 100,￥ 100,任务编号：828444,532-1000.csv,,,,,,朋友圈文案写作
【LOGO设计】服装logo设计,https://task.epwk.com/828445/,482人,1人,¥100,圆满完成,,服装logo设计,直接雇佣￥ 100,￥ 100,任务编号：828445,532-1000.csv,,,,,,"服装, logo"
【PPT设计】PPT模板设计,https://task.epwk.com/828446/,153人,1人,¥100,圆满完成,,PPT模板设计,直接雇佣￥ 100,￥ 100,任务编号：828446,532-1000.csv,,,,,,"PPT模板, 设计"
【详情页设计】淘宝详情页设计,https://task.epwk.com/828447/,128人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828447,532-1000.csv,,,,,,"淘宝详情页, 设计"
【PPT设计】ppt设计,https://task.epwk.com/828448/,261人,1人,¥100,圆满完成,,ppt设计,直接雇佣￥ 100,￥ 100,任务编号：828448,532-1000.csv,,,,,,PPT设计
【详情页设计】淘宝详情页设计,https://task.epwk.com/828449/,197人,1人,¥100,圆满完成,,淘宝详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828449,532-1000.csv,,,,,,"淘宝详情页, 设计"
【详情页设计】京东详情页设计,https://task.epwk.com/828450/,192人,1人,¥100,圆满完成,,京东详情页设计,直接雇佣￥ 100,￥ 100,任务编号：828450,532-1000.csv,,,,,,"京东详情页, 设计"
【包装设计】零食包装设计,https://task.epwk.com/828453/,159人,1人,"¥1,500",圆满完成,,零食包装设计,直接雇佣￥ 1500,￥ 1500,任务编号：828453,532-1000.csv,,,,,,"零食包装, 设计"
