标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【其他软件开发】c#做一个websocket服务端(wss)的demo,https://task.epwk.com/1117558/,153人,1人,1000元以内,圆满完成,,jiashengwen,c# winformwss而不是ws简单demo：加载证书，连接请求，数据传输，发送数据，关闭简单：不要太复杂顺带说明，如何生成测试用的证书验证：通过h5的websocket wss连接能成功即可,2025-04-04,2025.04.05,任务编号：1117558,600.0,1天,上海市-市辖区,缇讯科技(上海)有限公司,https://shop.epwk.com/09drjyex653w/,缇讯科技(上海)有限公司,出售服务,https://shop.epwk.com/09drjyex653w/chushou/,企业,四品,76分,总 17 次中标，交易总金额,￥5.2万,缇讯科技(上海)有限公司,,物联网嵌入式开发云平台搭建大数据分析硬件云端智能解决方案,价格面议,全行业Saas系统针对垂直行业基于定制化多租户复杂权限系统,价格面议,开源大模型蒸馏定制行业小模型开发适用于各行各业解决方案,价格面议,汽车后市场相关软件开发客户关系管理系统汽配数据采集分析系统,价格面议,复杂项目协同管理解决方案,价格面议,直播数藏电商在线教育抽奖定制行业模版小程序APP,"￥1000
            /起",,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【采集工具】discord转发telegram,https://task.epwk.com/1117400/,107人,1人,1000-3000元,圆满完成,,liuqiyue,转发工具：            discord转发telegram功能：       --实时转发：（支持无延迟或自定义延迟时间，可设置毫秒，秒，分，时级延迟）       --内容选择转发：可单选或多选/全选（转发文字，图片，语音，链接，表情，特殊字符）        --可替换：（文字替换文字，特殊字符替换文字，不限替换数量）自定义替换规则       --水印：（自定义添加水印）文字/图片水印，可调整位置，颜色，透明度       --前后缀：（支持在转发消息前面或者后面自动添加自定义前缀或后缀）       --翻译：（支持自动翻译，可设置目标语言，如英文→中文）       --备注：（可设置每个转发频道的名称和接收频道名称，便于管理）       --过滤：过滤网址（https//，文字链接，其他网址;//链接中包含指定关键字不过滤）       --关键词不转发：（黑名单关键词，包含特定关键词的消息不转发）       --跟随删除：（当发送者在discord删除消息时，telegram端自动同步删除）       --标注信息：（discord标注信息同步在telegram是置顶信息，discord取消标注同步telegram取消置顶）        --频道子区：（discord频道可以创建子区，频道或频道子区消息可以转发到指定的telegram频道）       --指定频道成员：（指定监听discord成员发言，转发到指定频道）       --原文引用：（discord端对原文的引用回复telegram端同步引用原文进行同步回复）       --跟随编辑：（支持discord端对原消息的二次编辑后telegram端也对原消息二次编辑）       --多频道转发：  支持无限数量的discord频道与telegram频道/群的转发规则       --操作系统： Windows，Mac       --可视化操作面板，本地exe安装程序（执行文件，数据储存，读取都是本地），需能独立操作和更换使用设备及规则配置， 更换设备时把原文件粘贴到配置文件夹即可保留原来的配置       --自定义端口/ ip设置： 支持本地或服务器部署，自定义监听端口和ip配置       --交付源码      --验收：满足以上功能，测试3天（不可缺少功能，缺少视为项目失败）      --禁止开发者留后门--验收期间发现留后门全额退款，拒绝验收      --因平台调整规则，导致项目无法继续开发双方视工作量商量支付500-1500的劳动报酬      --售后维护：3个月内出现故障，bug，停止运行，强退，免费维护      --本软件或执行文件不得在第三方平台，云端，他人服务器运行，部署      --交付周期： 10天，完整交付      --交付后3日内测试，验收合格全额支付2300      --订单总额：2800元。项目开发共计支付2300，售后期冻结500。售后结束解冻。一共2800（售后单额外发布项目还是由本开发者接单，售后中途不可取消项目，售后项目关联本项目编号）     以上功能都是转发核心功能，缺少功能视为项目失败，请确定好是否能做,2025-04-02,2025.04.23,任务编号：1117400,2300.0,10天,广东省-深圳市,艺欣科技工作室,https://shop.epwk.com/2j5xo4mrg5xm/,艺欣科技工作室,出售服务,https://shop.epwk.com/2j5xo4mrg5xm/chushou/,工作室,六品,74分,总 6 次中标，交易总金额,￥1.13万,艺欣科技工作室,,小程序开发 | 微信 | 支付宝 | 短视频平台 | 小红书,价格面议,后台管理系统,价格面议,安卓APP开发 - 高端定制,价格面议,GPT 应用开发,价格面议,采集工具开发,价格面议,VR应用开发,价格面议,,,,,,,采集工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】北漂友家app第一期,https://task.epwk.com/1117281/,44人,1人,1万-2万元,圆满完成,,北漂有家,"北漂友家 经营介绍：房客源管理软件设计要求： 1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出餐饮品牌元素;3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。4、各种管功能，在线签约功能，提醒功能。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2025-04-01,2025.04.02,任务编号：1117281,15000.0,50天,四川省-成都市,汇世纪网络科技,https://shop.epwk.com/zqdpl2mqon1v/,汇世纪网络科技,出售服务,https://shop.epwk.com/zqdpl2mqon1v/chushou/,个人,一品,65分,总 12 次中标，交易总金额,￥18.41万,汇世纪网络科技,,【热门】企业管理系统,"￥1000
            /起",【热门】电商小程序,"￥1000
            /起",【热门】打车小程序,"￥1000
            /起",【热门】陪玩APP,"￥1000
            /起",【热门】外卖小程序,"￥1000
            /起",【热门】官网设计,"￥1000
            /起",,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【软件UI设计】小程序UI界面设计,https://task.epwk.com/1117278/,461人,3人,3000-5000元,圆满完成,,Alf_1,微信小程序界面设计，大概不到30个页面左右，有意向的微信联系。,2025-04-01,2025.04.29,任务编号：1117278,4500.0,"15天,3天","河北省-石家庄市,四川省-成都市",初晓创意互联,https://shop.epwk.com/3gd2mvzyyner/,初晓创意互联,出售服务,https://shop.epwk.com/3gd2mvzyyner/chushou/,个人,一品,98分,总 58 次中标，交易总金额,￥17.62万,初晓创意互联,,网站建设定制开发设计企业公司官网营销门户仿站外贸网站建设制作,"￥5000
            /套",app小程序H5应用软件网站网页交互外包定制ui设计,"￥100
            /页",软件界面设计管理系统ui设计大数据ui客户端软件触摸屏,"￥500
            /页",网页设计网站设计软件设计ui设计app小程序h5前端切图,"￥1000
            /页",网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,"￥300
            /页",移动应用app小程序软件网页界面大数据可视化UI定制设计,"￥10000
            /页",,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【脚本开发】AI智能体+自动强题答题自动化脚本,https://task.epwk.com/1116821/,150人,1人,1000-3000元,圆满完成,,低调的熊猫,"项目需求描述：星盘知识AI智能体开发基于Coze或其他AI平台开发星盘知识问答模块提供通俗易懂的星盘知识解答，包括：十二星座基本特征行星运行对星座的影响星盘解读基础知识星座运势分析方法主体分为两块,塔罗牌和骰子回答内容长度控制在300-400字不能带有标点符合和反人类回答采用自然语言处理技术，确保回答通俗易懂支持多轮对话，能够根据用户提问深入解答自动化抢题答题脚本开发支持PC端和手机端（可root）双平台运行(任意一种即可)具备以下核心功能：自动识别题目内容快速匹配最佳答案自动提交答题结果图片识别模块：支持高精度文字识别（OCR）题目截取与识别响应时间<0.5秒支持多种字体和背景识别投屏连接功能：实现手机与PC的稳定投屏连接支持无线和有线两种连接方式确保投屏延迟<100ms系统集成与优化实现AI智能体与答题脚本的无缝对接优化资源占用，确保流畅运行提供简单易用的用户界面定期更新知识库和算法模型安全与稳定性确保系统运行稳定，避免崩溃提供异常处理机制保护用户隐私和数据安全维护与支持提供定期更新和维护支持问题反馈和快速响应提供使用说明和操作指南本项目旨在通过AI技术和自动化脚本的结合，为用户提供高效、准确的星盘知识问答和答题服务，同时确保系统的稳定性和易用性。",2025-03-27,2025.04.13,任务编号：1116821,2500.0,5天,山东省-济南市,山东明途软件开发,https://shop.epwk.com/omdwk97w1drp/,山东明途软件开发,出售服务,https://shop.epwk.com/omdwk97w1drp/chushou/,工作室,六品,51分,总 3 次中标，交易总金额,￥7000.00,山东明途软件开发,,,,,,,,,,,,,,,,,,,,脚本开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【定制开发】数据收集、审核、展示的网页系统开发,https://task.epwk.com/1116791/,78人,1人,1万-2万元,圆满完成,,企威特lhx52,一、项目概述开发一个具备数据收集、审核管理、可视化展示功能的Web系统，目标用户为各类型企业，仅PC端。二、核心功能需求1. 数据收集模块自定义表单构建：支持[单选/多选/文件上传/地理位置]等字段数据提交：用户填写验证（格式校验+必填项控制）批量导入：支持Excel/CSV模板数据导入数据存储：结构化存储至数据库2. 审核管理模块多级审核流程：[填写例：初审→终审] 流程配置审核操作：通过/驳回/加批注（需记录操作日志）消息通知：邮件/站内信提醒审核任务版本控制：支持数据修改留痕与历史版本追溯3. 数据展示模块可视化看板：柱状图/折线图/地图等图表类型需求多维筛选：按时间/分类/状态等条件组合查询数据导出：PDF/Excel格式导出功能权限控制：不同角色查看数据范围设定4. 用户权限系统角色划分：普通用户/二级管理员/管理员（需定义各角色权限）登录方式：账号密码/短信验证等操作日志：记录关键操作行为三、非功能需求性能要求：支持200人同时在线，页面响应时间<2秒安全要求：HTTPS传输、SQL注入防护、定期备份机制兼容性：Chrome/Firefox/Edge/360等主流浏览器适配维护要求：提供后台管理系统进行配置更新四、交付要求开发周期：期望1个月完成交付物：完整源代码+部署文档+用户手册测试验收：提供测试用例报告维护期：建议12个月免费维护五、补充说明1. 提供参考网站参考对象：参考网站URL（接单后提供）复刻范围：▢ 核心功能逻辑复用（如审核流程/表单结构）▢ 仅视觉样式参考，功能需重新开发访问权限：提供测试账号2. 差异化开发要求保留功能、新增功能、调整部分接单后详谈。3.资产提供要求需要签订保密协议。,2025-03-27,2025.03.28,任务编号：1116791,11000.0,60天,四川省-成都市,毕米科技工作室,https://shop.epwk.com/qgdmjox8qdke/,毕米科技工作室,出售服务,https://shop.epwk.com/qgdmjox8qdke/chushou/,工作室,四品,57分,总 9 次中标，交易总金额,￥5.36万,毕米科技工作室,,小程序开发（跨平台）,"￥19999
            /起",后台系统开发,￥29999,全站开发(Web端、App端、小程序端),"￥29999
            /款",Web后台开发(低代码),￥7500,,,,,,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】虚拟遥控器的小程序,https://task.epwk.com/1116783/,44人,2人,5000-10000元,圆满完成,,k9080****19,"称呼:韦先生地区:广东省,深圳市需求:电商行业，做灯具的，灯具带有红外接收头，小程序可以设置一个虚拟的遥控器，模拟真实遥控器控制灯具完成时间:价格合适就启动做预算:几千",2025-03-27,2025.04.16,任务编号：1116783,6500.0,10天,广东省-深圳市,深圳市致翌软件技术有限责任公司,https://shop.epwk.com/0jnek99wynv3/,深圳市致翌软件技术有限责任公司,出售服务,https://shop.epwk.com/0jnek99wynv3/chushou/,企业,六品,55分,总 1 次中标，交易总金额,￥6175.00,深圳市致翌软件技术有限责任公司,,rpa采集软件开发,"￥5000
            /起",人工智能项目服务,"￥20000
            /套",区块链项目开发,"￥100000
            /起",企业crm系统设计和开发,价格面议,企业流程管理软件开发,"￥10000
            /套",,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】识别树坑第一期,https://task.epwk.com/1116618/,599人,1人,5000-10000元,圆满完成,,威尚PCoXy,需求看附件图片,2025-03-26,2025.04.10,任务编号：1116618,5000.0,30天,浙江省-嘉兴市,塞坦科技,https://shop.epwk.com/j7n38j8425e1/,塞坦科技,出售服务,https://shop.epwk.com/j7n38j8425e1/chushou/,企业,五品,64分,总 5 次中标，交易总金额,￥1.64万,塞坦科技,,仓库管理系统WMS,价格面议,AI工业视觉,价格面议,客户关系管理系统CRM,价格面议,企业信息系统,价格面议,教育信息化系统,价格面议,电子商务平台,价格面议,app软件开发,价格面议,erp系统开发,价格面议,软件定制开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】小程序二开,https://task.epwk.com/1116327/,269人,7人,3000-5000元,圆满完成,,Trance豆腐,轮播每次时间新增后台控制开通会员付费渠道，1页面+对应功能实现2个功能入口更换位置修改按钮文案bug修复,2025-03-24,2025.04.27,任务编号：1116327,4500.0,"30天,7天,20天","河南省-洛阳市,浙江省-杭州市,山东省-临沂市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【阅读/图像】图像抠图,https://task.epwk.com/1116304/,47人,1人,1000-3000元,圆满完成,,ppt达人孙文,将视频融合,2025-03-23,2025.03.24,任务编号：1116304,1000.0,1天,上海市-市辖区,创码天地,https://shop.epwk.com/rp5z4vygwdx3/,创码天地,出售服务,https://shop.epwk.com/rp5z4vygwdx3/chushou/,个人,五品,57分,总 5 次中标，交易总金额,￥1.24万,创码天地,,,,,,,,,,,,,,,,,,,,阅读/图像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【响应式网站】简单做一个工具类门户网站,https://task.epwk.com/1116097/,1132人,11人,3000-5000元,圆满完成,,呦哦呦,对时间周期要求短一点，详细请加微信我这边发思维导图就行了。,2025-03-20,2025.04.05,任务编号：1116097,4000.0,"10天,10天,20天,20天","江苏省-淮安市,上海市-市辖区,北京市-北京市,山东省-临沂市",江苏执笔科技有限公司,https://shop.epwk.com/7g5ykg706n0q/,江苏执笔科技有限公司,出售服务,https://shop.epwk.com/7g5ykg706n0q/chushou/,企业,五品,70分,总 4 次中标，交易总金额,￥1.19万,江苏执笔科技有限公司,,,,,,,,,,,,,,,,,,,,响应式网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【其他软件开发】精猜网站自动下单系统,https://task.epwk.com/1116064/,67人,1人,5000-10000元,圆满完成,,迪特利Q2Vd1,精猜网站自动下单系统，源发交付。售后半年,2025-03-20,2025.04.08,任务编号：1116064,5600.0,10天,山东省-淄博市,果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
