标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【微信推广】健身馆互联网广告,https://task.epwk.com/701048/,286人,1人,"¥4,966",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,健身馆互联网广告,直接雇佣￥ 4966,￥ 4966,任务编号：701048,1196-1414.csv,,,,"健身馆, 互联网广告"
【LOGO设计】日常用品logo设计,https://task.epwk.com/701054/,333人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,日常用品logo设计,直接雇佣￥ 300,￥ 300,任务编号：701054,1196-1414.csv,,,,"日常用品, logo设计"
【LOGO设计】印刷公司logo设计,https://task.epwk.com/701056/,332人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,印刷公司logo设计,直接雇佣￥ 300,￥ 300,任务编号：701056,1196-1414.csv,,,,"印刷公司, logo设计"
【产品推广】站酷作品优化,https://task.epwk.com/701059/,290人,1人,¥15,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,站酷作品优化,直接雇佣￥ 15,￥ 15,任务编号：701059,1196-1414.csv,,,,"站酷作品, 优化设计"
【小程序开发】住建行业oa系统,https://task.epwk.com/701062/,563人,1人,"¥14,997",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,住建行业oa系统,直接雇佣￥ 14997,￥ 14997,任务编号：701062,1196-1414.csv,,,,"住建行业, OA系统"
【LOGO设计】纸厂LOGO设计,https://task.epwk.com/701063/,141人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,纸厂LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：701063,1196-1414.csv,,,,"纸厂, LOGO设计"
【LOGO设计】文具店logo设计,https://task.epwk.com/701066/,245人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,文具店logo设计,直接雇佣￥ 300,￥ 300,任务编号：701066,1196-1414.csv,,,,"文具店, logo设计"
【小程序开发】多商户分销商城,https://task.epwk.com/701067/,500人,1人,"¥14,900",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,多商户分销商城,直接雇佣￥ 14900,￥ 14900,任务编号：701067,1196-1414.csv,,,,"多商户, 分销商城"
【LOGO设计】娱乐场所logo设计,https://task.epwk.com/701072/,330人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,娱乐场所logo设计,直接雇佣￥ 300,￥ 300,任务编号：701072,1196-1414.csv,,,,"娱乐场所, logo设计"
【风险评估】进口压缩机认证,https://task.epwk.com/701076/,836人,1人,"¥7,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,进口压缩机认证,直接雇佣￥ 7000,￥ 7000,任务编号：701076,1196-1414.csv,,,,"进口压缩机, 认证"
【LOGO设计】体育用品店LOGO设计,https://task.epwk.com/701078/,292人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,体育用品店LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：701078,1196-1414.csv,,,,"体育用品店, LOGO设计"
【APP开发】APP软件开发,https://task.epwk.com/701080/,177人,1人,"¥36,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,APP软件开发,直接雇佣￥ 36000,￥ 36000,任务编号：701080,1196-1414.csv,,,,APP软件开发
【LOGO设计】餐饮logo设计,https://task.epwk.com/701081/,344人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,餐饮logo设计,直接雇佣￥ 300,￥ 300,任务编号：701081,1196-1414.csv,,,,"餐饮, logo设计"
【LOGO设计】修理公司logo设计,https://task.epwk.com/701083/,314人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,修理公司logo设计,直接雇佣￥ 300,￥ 300,任务编号：701083,1196-1414.csv,,,,"修理公司, logo设计"
【LOGO设计】家具店logo设计,https://task.epwk.com/701086/,485人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,家具店logo设计,直接雇佣￥ 300,￥ 300,任务编号：701086,1196-1414.csv,,,,"家具店, logo设计"
【LOGO设计】金融公司LOGO设计,https://task.epwk.com/701089/,314人,1人,¥300,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,金融公司LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：701089,1196-1414.csv,,,,"金融公司, LOGO设计"
【企业官网】仿某网站制作,https://task.epwk.com/701096/,681人,1人,"¥2,300",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,仿某网站制作,直接雇佣￥ 2300,￥ 2300,任务编号：701096,1196-1414.csv,,,,"仿站, 网站制作"
【详情页设计】详情页设计 淘宝详情页 京东详情页 产品详情页,https://task.epwk.com/701101/,407人,1人,"¥10,580",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,详情页设计 淘宝详情页 京东详情页 产品详情页,直接雇佣￥ 10580,￥ 10580,任务编号：701101,1196-1414.csv,,,,"详情页设计, 淘宝详情页, 京东详情页, 产品详情页"
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,https://task.epwk.com/701104/,217人,1人,"¥29,950",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,直接雇佣￥ 29950,￥ 29950,任务编号：701104,1196-1414.csv,,,,"logo设计, 企业商标, 微信公众号LOGO设计, 餐饮卡通"
【详情页设计】名片设计,https://task.epwk.com/701107/,369人,1人,¥150,圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,名片设计,直接雇佣￥ 150,￥ 150,任务编号：701107,1196-1414.csv,,,,名片设计
【H5设计】微信H5场景设计,https://task.epwk.com/701113/,673人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,微信H5场景设计,直接雇佣￥ 3000,￥ 3000,任务编号：701113,1196-1414.csv,,,,"微信H5, 场景设计"
长租公寓商业计划书,https://task.epwk.com/701117/,163人,1人,"¥4,500",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,长租公寓商业计划书,直接雇佣￥ 4500,￥ 4500,任务编号：701117,1196-1414.csv,,,,"长租公寓, 商业计划书, 房地产投资"
【医疗健康】音乐教学软件开发,https://task.epwk.com/701120/,300人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,音乐教学软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：701120,1196-1414.csv,,,,"音乐教学, 软件开发"
【医疗健康】医疗系统软件开发,https://task.epwk.com/701122/,437人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,医疗系统软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：701122,1196-1414.csv,,,,"医疗系统, 软件开发"
【医疗健康】医疗系统软件开发,https://task.epwk.com/701123/,265人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,医疗系统软件开发,直接雇佣￥ 10000,￥ 10000,任务编号：701123,1196-1414.csv,,,,"医疗系统, 软件开发"
【APP开发】家居软件App开发,https://task.epwk.com/701132/,257人,1人,"¥28,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,家居软件App开发,直接雇佣￥ 28000,￥ 28000,任务编号：701132,1196-1414.csv,,,,"家居软件, App开发"
【小程序开发】基于WEBSERVICE+后台+WEBSERVICE的开发,https://task.epwk.com/701135/,308人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1224.html?m=6&o=7,基于WEBSERVICE+后台+WEBSERVICE的开发,直接雇佣￥ 3000,￥ 3000,任务编号：701135,1196-1414.csv,,,,"WEBSERVICE, 后台开发, WEBSERVICE接口"
【APP开发】小视频平台开发,https://task.epwk.com/701139/,655人,1人,"¥70,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,小视频平台开发,直接雇佣￥ 70000,￥ 70000,任务编号：701139,1196-1414.csv,,,,"小视频平台, 开发"
游戏后台,https://task.epwk.com/701140/,199人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,游戏后台,直接雇佣￥ 40000,￥ 40000,任务编号：701140,1196-1414.csv,,,,游戏后台
【APP开发】交易平台开发,https://task.epwk.com/701141/,182人,1人,"¥60,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,交易平台开发,直接雇佣￥ 60000,￥ 60000,任务编号：701141,1196-1414.csv,,,,"交易平台, 开发"
【APP开发】社交APP开发,https://task.epwk.com/701143/,125人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,社交APP开发,直接雇佣￥ 40000,￥ 40000,任务编号：701143,1196-1414.csv,,,,"社交APP, 开发"
【网店推广】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,https://task.epwk.com/701159/,407人,1人,"¥3,600",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,直接雇佣￥ 3600,￥ 3600,任务编号：701159,1196-1414.csv,,,,"品牌信息, 营销策划, 营销方案, 品牌整合, 营销渠道"
【APP开发】唱歌比赛app开发,https://task.epwk.com/701166/,174人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,唱歌比赛app开发,直接雇佣￥ 10000,￥ 10000,任务编号：701166,1196-1414.csv,,,,"唱歌比赛, app开发"
【APP开发】在线购物软件开发第一期,https://task.epwk.com/701176/,224人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,在线购物软件开发第一期,直接雇佣￥ 50000,￥ 50000,任务编号：701176,1196-1414.csv,,,,"在线购物软件开发, 第一期"
【APP开发】在线购物软件开发第二期,https://task.epwk.com/701178/,199人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,在线购物软件开发第二期,直接雇佣￥ 50000,￥ 50000,任务编号：701178,1196-1414.csv,,,,"在线购物软件开发, 第二期"
【电商网站】商城网站开发,https://task.epwk.com/701179/,368人,1人,"¥33,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,商城网站开发,直接雇佣￥ 33000,￥ 33000,任务编号：701179,1196-1414.csv,,,,"商城网站, 开发"
【APP开发】在线购物软件开发第三期,https://task.epwk.com/701180/,238人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,在线购物软件开发第三期,直接雇佣￥ 50000,￥ 50000,任务编号：701180,1196-1414.csv,,,,在线购物软件开发第三期
【APP开发】在线购物软件开发第四期,https://task.epwk.com/701182/,225人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,在线购物软件开发第四期,直接雇佣￥ 50000,￥ 50000,任务编号：701182,1196-1414.csv,,,,"在线购物软件开发, 第四期"
【APP开发】app开发app定制开发app制作app设计app商城安卓苹果,https://task.epwk.com/701183/,170人,1人,"¥9,925",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,app开发app定制开发app制作app设计app商城安卓苹果,直接雇佣￥ 9925,￥ 9925,任务编号：701183,1196-1414.csv,,,,"app开发, app定制, app设计, app商城, 安卓, 苹果"
日程管理软件开发,https://task.epwk.com/701186/,101人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,日程管理软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：701186,1196-1414.csv,,,,"日程管理, 软件开发"
日程管理软件开发二期,https://task.epwk.com/701188/,57人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,日程管理软件开发二期,直接雇佣￥ 50000,￥ 50000,任务编号：701188,1196-1414.csv,,,,"日程管理, 软件开发, 二期"
日程管理软件开发三期,https://task.epwk.com/701189/,55人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,日程管理软件开发三期,直接雇佣￥ 50000,￥ 50000,任务编号：701189,1196-1414.csv,,,,"日程管理, 软件开发, 三期"
【小程序开发】微信开发微信小程序开发公众号微信商城微商城h5小程序定制开发,https://task.epwk.com/701197/,164人,1人,"¥16,560",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,微信开发微信小程序开发公众号微信商城微商城h5小程序定制开发,直接雇佣￥ 16560,￥ 16560,任务编号：701197,1196-1414.csv,,,,"微信小程序, 微信公众号, 微商城, h5小程序, 商城定制"
【包装设计】VI包装设计一期,https://task.epwk.com/701225/,232人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,VI包装设计一期,直接雇佣￥ 10000,￥ 10000,任务编号：701225,1196-1414.csv,,,,"VI包装设计, 一期"
【小程序开发】社群团购，社区拼团社群电商多合一系统开发,https://task.epwk.com/701229/,374人,1人,"¥9,800",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,社群团购，社区拼团社群电商多合一系统开发,直接雇佣￥ 9800,￥ 9800,任务编号：701229,1196-1414.csv,,,,"社群团购, 社区拼团, 电商系统"
【包装设计】VI包装设计二期,https://task.epwk.com/701230/,187人,1人,"¥7,500",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,VI包装设计二期,直接雇佣￥ 7500,￥ 7500,任务编号：701230,1196-1414.csv,,,,"VI包装设计, 二期"
【教育教学】教育教学软件开发一期,https://task.epwk.com/701241/,282人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,教育教学软件开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：701241,1196-1414.csv,,,,"教育教学软件, 软件开发, 教育教学"
【教育教学】教育教学软件开发二期,https://task.epwk.com/701243/,177人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,教育教学软件开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：701243,1196-1414.csv,,,,"教育教学软件, 软件开发, 教育教学"
"【APP开发】智能AI机器人APP,智能机器人APP开发",https://task.epwk.com/701244/,280人,1人,"¥19,800",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,"智能AI机器人APP,智能机器人APP开发",直接雇佣￥ 19800,￥ 19800,任务编号：701244,1196-1414.csv,,,,"智能AI机器人, APP开发"
【APP开发】家具电商平台及公众号开发二期,https://task.epwk.com/701247/,164人,1人,"¥54,500",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,家具电商平台及公众号开发二期,直接雇佣￥ 54500,￥ 54500,任务编号：701247,1196-1414.csv,,,,"家具电商, 公众号, 二期开发"
【APP开发】家具电商平台及公众号开发三期,https://task.epwk.com/701250/,167人,1人,"¥55,500",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,家具电商平台及公众号开发三期,直接雇佣￥ 55500,￥ 55500,任务编号：701250,1196-1414.csv,,,,"家具电商, 公众号, 三期开发"
制作PPT,https://task.epwk.com/701279/,122人,1人,¥200,圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,制作PPT,直接雇佣￥ 200,￥ 200,任务编号：701279,1196-1414.csv,,,,PPT制作
【小程序开发】微信公众号小程序开发,https://task.epwk.com/701301/,143人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,微信公众号小程序开发,直接雇佣￥ 8000,￥ 8000,任务编号：701301,1196-1414.csv,,,,"微信公众号, 小程序开发"
智慧小区开发,https://task.epwk.com/701302/,118人,1人,"¥17,000",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,智慧小区开发,直接雇佣￥ 17000,￥ 17000,任务编号：701302,1196-1414.csv,,,,"智慧小区, 开发"
【LOGO设计】logo，名片，宣传册，PPT等企业全套,https://task.epwk.com/701311/,701人,1人,"¥1,200",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,logo，名片，宣传册，PPT等企业全套,直接雇佣￥ 1200,￥ 1200,任务编号：701311,1196-1414.csv,,,,"logo, 名片, 宣传册, PPT, 企业设计"
【网站UI设计】网页设计,https://task.epwk.com/701315/,188人,1人,"¥1,400",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,网页设计,直接雇佣￥ 1400,￥ 1400,任务编号：701315,1196-1414.csv,,,,网页设计
【小程序开发】类似美团外卖小程序开发,https://task.epwk.com/701316/,457人,1人,"¥5,500",圆满完成,https://task.epwk.com/page1223.html?m=6&o=7,类似美团外卖小程序开发,直接雇佣￥ 5500,￥ 5500,任务编号：701316,1196-1414.csv,,,,"美团外卖, 小程序开发"
【网站UI设计】微信公众号小程序开发,https://task.epwk.com/701323/,509人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,微信公众号小程序开发,直接雇佣￥ 30000,￥ 30000,任务编号：701323,1196-1414.csv,,,,"微信公众号, 小程序开发"
【APP开发】益智游戏开发2期,https://task.epwk.com/701325/,288人,1人,"¥41,500",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,益智游戏开发2期,直接雇佣￥ 41500,￥ 41500,任务编号：701325,1196-1414.csv,,,,"益智游戏, 游戏开发"
【企业官网】企业官网开发,https://task.epwk.com/701326/,125人,1人,"¥4,500",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,企业官网开发,直接雇佣￥ 4500,￥ 4500,任务编号：701326,1196-1414.csv,,,,"企业官网, 开发"
【网站UI设计】网页设计,https://task.epwk.com/701328/,214人,1人,"¥4,500",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,网页设计,直接雇佣￥ 4500,￥ 4500,任务编号：701328,1196-1414.csv,,,,网页设计
【FLASH制作】语文flash课件练习型,https://task.epwk.com/701338/,867人,1人,¥200,圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,语文flash课件练习型,直接雇佣￥ 200,￥ 200,任务编号：701338,1196-1414.csv,,,,"语文, flash课件, 练习型"
【其他软件开发】网站插件开发,https://task.epwk.com/701340/,460人,1人,"¥9,030",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,网站插件开发,直接雇佣￥ 9030,￥ 9030,任务编号：701340,1196-1414.csv,,,,"网站插件, 开发"
【H5开发】登录抽红包H5页面开发,https://task.epwk.com/701356/,1625人,1人,"¥1,960",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,登录抽红包H5页面开发,直接雇佣￥ 1960,￥ 1960,任务编号：701356,1196-1414.csv,,,,"登录页面, 红包, H5页面"
【小程序开发】QGraphicsTextItem自定义控件修改,https://task.epwk.com/701362/,408人,1人,"¥1,970",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,QGraphicsTextItem自定义控件修改,直接雇佣￥ 1970,￥ 1970,任务编号：701362,1196-1414.csv,,,,"QGraphicsTextItem, 自定义控件, 修改"
【其他人工智能】人工智能软件开发,https://task.epwk.com/701366/,792人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,人工智能软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：701366,1196-1414.csv,,,,"人工智能, 软件开发"
APP开发一期,https://task.epwk.com/701369/,82人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,APP开发一期,直接雇佣￥ 45000,￥ 45000,任务编号：701369,1196-1414.csv,,,,"APP开发, 一期"
APP开发二期,https://task.epwk.com/701370/,81人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,APP开发二期,直接雇佣￥ 45000,￥ 45000,任务编号：701370,1196-1414.csv,,,,"APP开发, 二期"
APP开发三期,https://task.epwk.com/701373/,118人,1人,"¥23,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,APP开发三期,直接雇佣￥ 23000,￥ 23000,任务编号：701373,1196-1414.csv,,,,"APP开发, 三期"
【软文发布】营销软文发布,https://task.epwk.com/701376/,463人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,营销软文发布,直接雇佣￥ 25000,￥ 25000,任务编号：701376,1196-1414.csv,,,,"营销软文, 发布"
微擎小程序二次开发,https://task.epwk.com/701377/,185人,1人,"¥4,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,微擎小程序二次开发,直接雇佣￥ 4000,￥ 4000,任务编号：701377,1196-1414.csv,,,,"微擎小程序, 二次开发"
【小程序开发】漫画阅读类app开发,https://task.epwk.com/701379/,253人,1人,"¥27,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,漫画阅读类app开发,直接雇佣￥ 27000,￥ 27000,任务编号：701379,1196-1414.csv,,,,"漫画阅读, app开发"
【APP开发】微信城际网约车开发,https://task.epwk.com/701380/,426人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,微信城际网约车开发,直接雇佣￥ 40000,￥ 40000,任务编号：701380,1196-1414.csv,,,,"微信公众号, 城际网约车"
【APP开发】单用户商城App封装,https://task.epwk.com/701383/,405人,1人,"¥23,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,单用户商城App封装,直接雇佣￥ 23000,￥ 23000,任务编号：701383,1196-1414.csv,,,,"单用户商城, App封装"
【LOGO设计】公司LOGO及旗下品牌商标设计,https://task.epwk.com/701392/,445人,1人,"¥6,180",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,公司LOGO及旗下品牌商标设计,直接雇佣￥ 6180,￥ 6180,任务编号：701392,1196-1414.csv,,,,"公司LOGO, 品牌商标设计"
【店铺厂房】旋转乐趣咖啡厅设计,https://task.epwk.com/701415/,493人,1人,"¥19,800",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,旋转乐趣咖啡厅设计,直接雇佣￥ 19800,￥ 19800,任务编号：701415,1196-1414.csv,,,,"咖啡厅设计, 旋转乐趣"
【APP开发】1期,https://task.epwk.com/701420/,381人,1人,"¥6,550",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,1期,直接雇佣￥ 6550,￥ 6550,任务编号：701420,1196-1414.csv,,,,1期
【企业官网】在线视频教育课程平台开发,https://task.epwk.com/701424/,259人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,在线视频教育课程平台开发,直接雇佣￥ 8000,￥ 8000,任务编号：701424,1196-1414.csv,,,,"在线视频教育, 课程平台, 教育内容"
【APP开发】【APP开发】APP定制开发｜汽车服务｜电商系统｜兴趣社交,https://task.epwk.com/701430/,204人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1222.html?m=6&o=7,【APP开发】APP定制开发｜汽车服务｜电商系统｜兴趣社交,直接雇佣￥ 20000,￥ 20000,任务编号：701430,1196-1414.csv,,,,"APP定制开发, 汽车服务, 电商系统, 兴趣社交"
