标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【APP开发】智能摄像头客户管理系统开发,https://task.epwk.com/914016/,98人,1人,"¥17,930",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,智能摄像头客户管理系统开发,直接雇佣￥ 17930,￥ 17930,任务编号：914016,157-327.csv,,,
【APP开发】点餐APP二期,https://task.epwk.com/914048/,160人,1人,"¥19,624",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,点餐APP二期,直接雇佣￥ 19624,￥ 19624,任务编号：914048,157-327.csv,,,
【VI设计】品牌VI基础版设计,https://task.epwk.com/914055/,155人,1人,"¥5,000",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,品牌VI基础版设计,直接雇佣￥ 5000,￥ 5000,任务编号：914055,157-327.csv,,,
【海报设计】平面设计包,https://task.epwk.com/914088/,692人,1人,"¥2,400",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,平面设计包,直接雇佣￥ 2400,￥ 2400,任务编号：914088,157-327.csv,,,
【APP开发】APP前端开发-功能测试,https://task.epwk.com/914107/,172人,1人,"¥1,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,APP前端开发-功能测试,直接雇佣￥ 1800,￥ 1800,任务编号：914107,157-327.csv,,,
【其他软件开发】微信云发单机器人(淘客版）,https://task.epwk.com/914119/,281人,1人,"¥10,000",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,微信云发单机器人(淘客版）,直接雇佣￥ 10000,￥ 10000,任务编号：914119,157-327.csv,,,
【APP开发】APP开发,https://task.epwk.com/914126/,240人,1人,"¥30,000",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,APP开发,直接雇佣￥ 30000,￥ 30000,任务编号：914126,157-327.csv,,,
【品牌策划】MBA品牌全案套餐A+品牌起名,https://task.epwk.com/914154/,205人,1人,"¥1,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,MBA品牌全案套餐A+品牌起名,直接雇佣￥ 1800,￥ 1800,任务编号：914154,157-327.csv,,,
【品牌策划】恋之味品牌全案套餐B,https://task.epwk.com/914155/,144人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,恋之味品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914155,157-327.csv,,,
【品牌策划】美容医院品牌全案套餐B,https://task.epwk.com/914156/,174人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,美容医院品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914156,157-327.csv,,,
【品牌策划】白酒品牌全案套餐C,https://task.epwk.com/914157/,131人,1人,"¥4,500",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,白酒品牌全案套餐C,直接雇佣￥ 4500,￥ 4500,任务编号：914157,157-327.csv,,,
【详情页设计】模板设计,https://task.epwk.com/914177/,635人,1人,¥300,圆满完成,https://task.epwk.com/page175.html?m=6&o=7,模板设计,直接雇佣￥ 300,￥ 300,任务编号：914177,157-327.csv,,,
【LOGO设计】logo设计服务（自动生成，非人工制作）,https://task.epwk.com/914201/,352人,1人,¥10,圆满完成,https://task.epwk.com/page175.html?m=6&o=7,logo设计服务（自动生成，非人工制作）,直接雇佣￥ 10,￥ 10,任务编号：914201,157-327.csv,,,
【品牌策划】化妆品牌全案套餐A,https://task.epwk.com/914203/,198人,1人,"¥1,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,化妆品牌全案套餐A,直接雇佣￥ 1800,￥ 1800,任务编号：914203,157-327.csv,,,
【品牌策划】皮包品牌全案套餐B,https://task.epwk.com/914205/,107人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,皮包品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914205,157-327.csv,,,
【排版设计】彩印小册子排版设计,https://task.epwk.com/914260/,280人,1人,"¥3,850",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,彩印小册子排版设计,直接雇佣￥ 3850,￥ 3850,任务编号：914260,157-327.csv,,,
【LOGO设计】黑耀暗鳞蛟动漫形象角色设计,https://task.epwk.com/914353/,137人,1人,"¥1,970",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,黑耀暗鳞蛟动漫形象角色设计,直接雇佣￥ 1970,￥ 1970,任务编号：914353,157-327.csv,,,
【LOGO设计】减噪调节功能模块开发,https://task.epwk.com/914354/,104人,1人,"¥1,980",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,减噪调节功能模块开发,直接雇佣￥ 1980,￥ 1980,任务编号：914354,157-327.csv,,,
【品牌策划】儿童服装品牌全案套餐B,https://task.epwk.com/914367/,117人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,儿童服装品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914367,157-327.csv,,,
【品牌策划】美容院品牌全案套餐A,https://task.epwk.com/914368/,139人,1人,"¥1,200",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,美容院品牌全案套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：914368,157-327.csv,,,
【品牌策划】糕小样品牌全案套餐B,https://task.epwk.com/914369/,123人,1人,"¥3,200",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,糕小样品牌全案套餐B,直接雇佣￥ 3200,￥ 3200,任务编号：914369,157-327.csv,,,
【品牌策划】桔子酒店品牌全案套餐B,https://task.epwk.com/914370/,109人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,桔子酒店品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914370,157-327.csv,,,
【品牌策划】建业通品牌全案套餐C,https://task.epwk.com/914377/,195人,1人,"¥7,500",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,建业通品牌全案套餐C,直接雇佣￥ 7500,￥ 7500,任务编号：914377,157-327.csv,,,
【品牌策划】妈妈味品牌全案套餐A,https://task.epwk.com/914392/,132人,1人,"¥1,200",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,妈妈味品牌全案套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：914392,157-327.csv,,,
【品牌策划】眼镜品牌全案套餐B,https://task.epwk.com/914395/,136人,1人,"¥2,800",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,眼镜品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914395,157-327.csv,,,
【品牌策划】优瞳品牌全案套餐C,https://task.epwk.com/914397/,181人,1人,"¥5,100",圆满完成,https://task.epwk.com/page175.html?m=6&o=7,优瞳品牌全案套餐C,直接雇佣￥ 5100,￥ 5100,任务编号：914397,157-327.csv,,,
【店铺装修】女孩卧室照片墙素材选择,https://task.epwk.com/914415/,520人,1人,¥500,圆满完成,https://task.epwk.com/page174.html?m=6&o=7,女孩卧室照片墙素材选择,直接雇佣￥ 500,￥ 500,任务编号：914415,157-327.csv,,,
【LOGO设计】美象网前端页面开发,https://task.epwk.com/914416/,99人,1人,"¥1,970",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,美象网前端页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：914416,157-327.csv,,,
【LOGO设计】老李现切烤肉店年底促销宣传海报设计,https://task.epwk.com/914422/,204人,1人,"¥1,980",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,老李现切烤肉店年底促销宣传海报设计,直接雇佣￥ 1980,￥ 1980,任务编号：914422,157-327.csv,,,
【其他软件开发】APP维护开发费用一月,https://task.epwk.com/914424/,291人,1人,"¥49,999",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,APP维护开发费用一月,直接雇佣￥ 49999,￥ 49999,任务编号：914424,157-327.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/914466/,225人,1人,"¥2,580",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,LOGO设计,直接雇佣￥ 2580,￥ 2580,任务编号：914466,157-327.csv,,,
【其他软件开发】微信云发单机器人(淘客版）,https://task.epwk.com/914509/,383人,1人,"¥8,000",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,微信云发单机器人(淘客版）,直接雇佣￥ 8000,￥ 8000,任务编号：914509,157-327.csv,,,
【小程序开发】支付宝,https://task.epwk.com/914520/,190人,1人,"¥3,200",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,支付宝,直接雇佣￥ 3200,￥ 3200,任务编号：914520,157-327.csv,,,
【品牌策划】酒店品牌全案套餐B,https://task.epwk.com/914522/,107人,1人,"¥2,800",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,酒店品牌全案套餐B,直接雇佣￥ 2800,￥ 2800,任务编号：914522,157-327.csv,,,
【品牌策划】好米巴品牌全案套餐C,https://task.epwk.com/914524/,89人,1人,"¥4,800",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,好米巴品牌全案套餐C,直接雇佣￥ 4800,￥ 4800,任务编号：914524,157-327.csv,,,
【品牌策划】枣道珍爱品牌全案套餐C,https://task.epwk.com/914529/,183人,1人,"¥6,800",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,枣道珍爱品牌全案套餐C,直接雇佣￥ 6800,￥ 6800,任务编号：914529,157-327.csv,,,
【品牌策划】朱莉秀品牌全案套餐B,https://task.epwk.com/914536/,174人,1人,"¥5,200",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,朱莉秀品牌全案套餐B,直接雇佣￥ 5200,￥ 5200,任务编号：914536,157-327.csv,,,
【新媒体营销】诗蒂雅微信代运营套餐C,https://task.epwk.com/914538/,332人,1人,"¥4,800",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,诗蒂雅微信代运营套餐C,直接雇佣￥ 4800,￥ 4800,任务编号：914538,157-327.csv,,,
【名片设计】名片设计,https://task.epwk.com/914549/,739人,1人,¥150,圆满完成,https://task.epwk.com/page174.html?m=6&o=7,名片设计,直接雇佣￥ 150,￥ 150,任务编号：914549,157-327.csv,,,
【APP开发】人事管理系统软件开发3期,https://task.epwk.com/914556/,172人,1人,"¥45,990",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,人事管理系统软件开发3期,直接雇佣￥ 45990,￥ 45990,任务编号：914556,157-327.csv,,,
【品牌策划】埃贝尔微博代运营套餐C,https://task.epwk.com/914561/,238人,1人,"¥7,200",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,埃贝尔微博代运营套餐C,直接雇佣￥ 7200,￥ 7200,任务编号：914561,157-327.csv,,,
【新媒体营销】觉之道公众号代运营套餐C,https://task.epwk.com/914564/,89人,1人,"¥4,500",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,觉之道公众号代运营套餐C,直接雇佣￥ 4500,￥ 4500,任务编号：914564,157-327.csv,,,
【新媒体营销】枣道珍爱朋友圈代运营套餐B,https://task.epwk.com/914565/,143人,1人,"¥2,834",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,枣道珍爱朋友圈代运营套餐B,直接雇佣￥ 2834,￥ 2834,任务编号：914565,157-327.csv,,,
品牌推广服务,https://task.epwk.com/914566/,164人,1人,"¥21,590",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,品牌推广服务,直接雇佣￥ 21590,￥ 21590,任务编号：914566,157-327.csv,,,
【LOGO设计】涡轮增压原图动图模块开发,https://task.epwk.com/914569/,132人,1人,"¥1,970",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,涡轮增压原图动图模块开发,直接雇佣￥ 1970,￥ 1970,任务编号：914569,157-327.csv,,,
【LOGO设计】魔魅女妖动漫形象角色设计,https://task.epwk.com/914570/,156人,1人,"¥1,980",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,魔魅女妖动漫形象角色设计,直接雇佣￥ 1980,￥ 1980,任务编号：914570,157-327.csv,,,
【LOGO设计】4.5米层高注意高度,https://task.epwk.com/914603/,311人,1人,¥400,圆满完成,https://task.epwk.com/page174.html?m=6&o=7,4.5米层高注意高度,直接雇佣￥ 400,￥ 400,任务编号：914603,157-327.csv,,,
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/914610/,383人,1人,¥80,圆满完成,https://task.epwk.com/page174.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 80,￥ 80,任务编号：914610,157-327.csv,,,
【动画设计】测量工具演示动画制作,https://task.epwk.com/914648/,590人,1人,"¥4,000",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,测量工具演示动画制作,直接雇佣￥ 4000,￥ 4000,任务编号：914648,157-327.csv,,,
【APP开发】java物联网app开发首款,https://task.epwk.com/914683/,94人,1人,"¥18,000",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,java物联网app开发首款,直接雇佣￥ 18000,￥ 18000,任务编号：914683,157-327.csv,,,
【APP开发】java物联网app开发需求确认款,https://task.epwk.com/914685/,121人,1人,"¥18,000",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,java物联网app开发需求确认款,直接雇佣￥ 18000,￥ 18000,任务编号：914685,157-327.csv,,,
【画册设计】纪念画册设计,https://task.epwk.com/914686/,576人,1人,"¥9,360",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,纪念画册设计,直接雇佣￥ 9360,￥ 9360,任务编号：914686,157-327.csv,,,
【小程序开发】微信小程序开发尾款,https://task.epwk.com/914690/,121人,1人,"¥9,890",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,微信小程序开发尾款,直接雇佣￥ 9890,￥ 9890,任务编号：914690,157-327.csv,,,
【APP开发】教育行业APP开发,https://task.epwk.com/914708/,103人,1人,"¥46,800",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,教育行业APP开发,直接雇佣￥ 46800,￥ 46800,任务编号：914708,157-327.csv,,,
【小程序开发】微商城5期,https://task.epwk.com/914713/,157人,1人,"¥18,600",圆满完成,https://task.epwk.com/page174.html?m=6&o=7,微商城5期,直接雇佣￥ 18600,￥ 18600,任务编号：914713,157-327.csv,,,
【LOGO设计】百恬康LOGO设计,https://task.epwk.com/914716/,396人,1人,¥12,圆满完成,https://task.epwk.com/page174.html?m=6&o=7,百恬康LOGO设计,直接雇佣￥ 12,￥ 12,任务编号：914716,157-327.csv,,,
【小程序开发】微商城6期,https://task.epwk.com/914737/,180人,1人,"¥12,800",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,微商城6期,直接雇佣￥ 12800,￥ 12800,任务编号：914737,157-327.csv,,,
【其他软件开发】镇内部使用系统开发三期,https://task.epwk.com/914748/,395人,1人,"¥30,000",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,镇内部使用系统开发三期,直接雇佣￥ 30000,￥ 30000,任务编号：914748,157-327.csv,,,
【小程序开发】小程序定制开发,https://task.epwk.com/914764/,243人,1人,"¥17,099",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,小程序定制开发,直接雇佣￥ 17099,￥ 17099,任务编号：914764,157-327.csv,,,
【APP开发】点评、家政、运动健康、代驾、乘车、快递、外卖等app,https://task.epwk.com/914767/,499人,1人,"¥30,000",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,点评、家政、运动健康、代驾、乘车、快递、外卖等app,直接雇佣￥ 30000,￥ 30000,任务编号：914767,157-327.csv,,,
【通讯通信】通讯通信软件开发,https://task.epwk.com/914794/,404人,1人,"¥12,000",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,通讯通信软件开发,直接雇佣￥ 12000,￥ 12000,任务编号：914794,157-327.csv,,,
【LOGO设计】百恬康LOGO设计,https://task.epwk.com/914841/,458人,1人,¥10,圆满完成,https://task.epwk.com/page173.html?m=6&o=7,百恬康LOGO设计,直接雇佣￥ 10,￥ 10,任务编号：914841,157-327.csv,,,
【LOGO设计】百恬康LOGO设计,https://task.epwk.com/914843/,808人,1人,¥10,待验收,,百恬康LOGO设计,直接雇佣￥ 10,￥ 10,任务编号：914843,0-88.csv,,,
【其他软件开发】微信云发单机器人(淘客版）,https://task.epwk.com/914893/,240人,1人,"¥10,000",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,微信云发单机器人(淘客版）,直接雇佣￥ 10000,￥ 10000,任务编号：914893,157-327.csv,,,
【品牌策划】楚斐婚礼品牌设计,https://task.epwk.com/914895/,121人,1人,"¥5,200",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,楚斐婚礼品牌设计,直接雇佣￥ 5200,￥ 5200,任务编号：914895,157-327.csv,,,
【品牌策划】嘉陵供电品牌策划,https://task.epwk.com/914896/,426人,1人,"¥8,500",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,嘉陵供电品牌策划,直接雇佣￥ 8500,￥ 8500,任务编号：914896,157-327.csv,,,
【品牌策划】恒通文化墙设计策划,https://task.epwk.com/914898/,194人,1人,"¥3,500",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,恒通文化墙设计策划,直接雇佣￥ 3500,￥ 3500,任务编号：914898,157-327.csv,,,
【品牌策划】中子科技品牌策划,https://task.epwk.com/914903/,341人,1人,"¥3,800",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,中子科技品牌策划,直接雇佣￥ 3800,￥ 3800,任务编号：914903,157-327.csv,,,
【新媒体营销】众合至善公众号运营套餐B,https://task.epwk.com/914907/,117人,1人,"¥2,500",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,众合至善公众号运营套餐B,直接雇佣￥ 2500,￥ 2500,任务编号：914907,157-327.csv,,,
【品牌策划】PET吹瓶招商方案,https://task.epwk.com/914909/,256人,1人,"¥3,500",圆满完成,https://task.epwk.com/page173.html?m=6&o=7,PET吹瓶招商方案,直接雇佣￥ 3500,￥ 3500,任务编号：914909,157-327.csv,,,
