标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【其他软件开发】系统优化班主任加答题小程序,https://task.epwk.com/1036285/,101人,1人,"¥1,500",圆满完成,,系统优化班主任加答题小程序,直接雇佣￥ 1500,￥ 1500,任务编号：1036285,0-88.csv,,
【APP开发】商城APP开发,https://task.epwk.com/1036388/,146人,1人,"¥46,000",圆满完成,,商城APP开发,直接雇佣￥ 46000,￥ 46000,任务编号：1036388,0-88.csv,,
【包装设计】高档滋补礼盒设计,https://task.epwk.com/1036460/,57人,1人,"¥5,960",圆满完成,,高档滋补礼盒设计,直接雇佣￥ 5960,￥ 5960,任务编号：1036460,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1036518/,66人,1人,"¥1,980",圆满完成,,LOGO设计,直接雇佣￥ 1980,￥ 1980,任务编号：1036518,0-88.csv,,
【包装设计】墨雨包装设计包装盒,https://task.epwk.com/1036521/,67人,1人,"¥1,000",圆满完成,,墨雨包装设计包装盒,直接雇佣￥ 1000,￥ 1000,任务编号：1036521,0-88.csv,,
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,https://task.epwk.com/1036524/,58人,1人,¥100,圆满完成,,墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,直接雇佣￥ 100,￥ 100,任务编号：1036524,0-88.csv,,
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,https://task.epwk.com/1036535/,60人,1人,"¥3,900",圆满完成,,墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,直接雇佣￥ 3900,￥ 3900,任务编号：1036535,0-88.csv,,
【彩页设计】企业画报排版设计,https://task.epwk.com/1036537/,89人,1人,"¥4,800",圆满完成,,企业画报排版设计,直接雇佣￥ 4800,￥ 4800,任务编号：1036537,0-88.csv,,
【书籍装帧】装帧设计,https://task.epwk.com/1036793/,128人,1人,"¥11,880",圆满完成,,装帧设计,直接雇佣￥ 11880,￥ 11880,任务编号：1036793,0-88.csv,,
【LOGO设计】logo设计，已有图形思路,https://task.epwk.com/1036841/,101人,1人,¥30,圆满完成,,logo设计，已有图形思路,直接雇佣￥ 30,￥ 30,任务编号：1036841,0-88.csv,,
【小程序开发】餐饮小程序开发,https://task.epwk.com/1036864/,243人,1人,"¥8,000",圆满完成,,餐饮小程序开发,直接雇佣￥ 8000,￥ 8000,任务编号：1036864,0-88.csv,,
【SAAS软件】TP6 UNIAPP VUE 营销文章，插件开发,https://task.epwk.com/1036873/,120人,1人,"¥1,500",圆满完成,,TP6 UNIAPP VUE 营销文章，插件开发,直接雇佣￥ 1500,￥ 1500,任务编号：1036873,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1036949/,104人,1人,"¥1,980",圆满完成,,LOGO设计,直接雇佣￥ 1980,￥ 1980,任务编号：1036949,0-88.csv,,
【包装设计】墨雨包装设计包装箱设计瓶型设计包装礼盒手提袋设计,https://task.epwk.com/1036950/,44人,1人,"¥1,000",圆满完成,,墨雨包装设计包装箱设计瓶型设计包装礼盒手提袋设计,直接雇佣￥ 1000,￥ 1000,任务编号：1036950,0-88.csv,,
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,https://task.epwk.com/1036952/,37人,1人,"¥2,000",圆满完成,,墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,直接雇佣￥ 2000,￥ 2000,任务编号：1036952,0-88.csv,,
【喷绘写真制作】会展板kt板KV设计楼体墙面广告展架活动喷绘布,https://task.epwk.com/1036953/,83人,1人,"¥2,000",圆满完成,,会展板kt板KV设计楼体墙面广告展架活动喷绘布,直接雇佣￥ 2000,￥ 2000,任务编号：1036953,0-88.csv,,
【小程序开发】报名活动小程序,https://task.epwk.com/1036967/,84人,1人,"¥6,150",圆满完成,,报名活动小程序,直接雇佣￥ 6150,￥ 6150,任务编号：1036967,0-88.csv,,
【VI设计】初创企业VI设计,https://task.epwk.com/1036975/,70人,1人,"¥5,600",圆满完成,,初创企业VI设计,直接雇佣￥ 5600,￥ 5600,任务编号：1036975,0-88.csv,,
【定制开发】手机网页版前端开发,https://task.epwk.com/1037006/,347人,1人,"¥2,600",圆满完成,,手机网页版前端开发,直接雇佣￥ 2600,￥ 2600,任务编号：1037006,0-88.csv,,
【餐饮饮食】艺术甜品蛋糕店装修设计,https://task.epwk.com/1037177/,86人,1人,"¥1,500",圆满完成,,艺术甜品蛋糕店装修设计,直接雇佣￥ 1500,￥ 1500,任务编号：1037177,0-88.csv,,
【新房装修】毛胚房装修设计,https://task.epwk.com/1037181/,433人,1人,"¥1,550",圆满完成,,毛胚房装修设计,直接雇佣￥ 1550,￥ 1550,任务编号：1037181,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1037377/,56人,1人,"¥1,980",圆满完成,,LOGO设计,直接雇佣￥ 1980,￥ 1980,任务编号：1037377,0-88.csv,,
【包装设计】墨雨包装设计包装盒包装袋,https://task.epwk.com/1037378/,41人,1人,"¥1,000",圆满完成,,墨雨包装设计包装盒包装袋,直接雇佣￥ 1000,￥ 1000,任务编号：1037378,0-88.csv,,
【画册设计】画册设计,https://task.epwk.com/1037379/,48人,1人,"¥1,000",圆满完成,,画册设计,直接雇佣￥ 1000,￥ 1000,任务编号：1037379,0-88.csv,,
【喷绘写真制作】会展板kt板KV设计楼体墙面广告展架活动喷绘布,https://task.epwk.com/1037380/,43人,1人,"¥2,000",圆满完成,,会展板kt板KV设计楼体墙面广告展架活动喷绘布,直接雇佣￥ 2000,￥ 2000,任务编号：1037380,0-88.csv,,
【书籍装帧】2023年4月刊,https://task.epwk.com/1037445/,89人,1人,"¥13,500",圆满完成,,2023年4月刊,直接雇佣￥ 13500,￥ 13500,任务编号：1037445,0-88.csv,,
【英语】中文新闻稿件翻译成英文,https://task.epwk.com/1037504/,214人,1人,¥357,圆满完成,,中文新闻稿件翻译成英文,直接雇佣￥ 357,￥ 357,任务编号：1037504,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1037659/,63人,1人,"¥1,980",圆满完成,,LOGO设计,直接雇佣￥ 1980,￥ 1980,任务编号：1037659,0-88.csv,,
【包装设计】墨雨包装设计包装袋包装箱设计瓶型设计包装礼盒手提袋设计,https://task.epwk.com/1037661/,40人,1人,"¥1,000",圆满完成,,墨雨包装设计包装袋包装箱设计瓶型设计包装礼盒手提袋设计,直接雇佣￥ 1000,￥ 1000,任务编号：1037661,0-88.csv,,
【喷绘写真制作】会展板kt板KV设计楼体墙面广告展架活动喷绘布,https://task.epwk.com/1037663/,59人,1人,"¥2,000",圆满完成,,会展板kt板KV设计楼体墙面广告展架活动喷绘布,直接雇佣￥ 2000,￥ 2000,任务编号：1037663,0-88.csv,,
【其他软件开发】倍加新小程序+网站,https://task.epwk.com/1037707/,60人,1人,"¥4,300",圆满完成,,倍加新小程序+网站,直接雇佣￥ 4300,￥ 4300,任务编号：1037707,0-88.csv,,
【H5开发】手机页面调整,https://task.epwk.com/1037792/,72人,1人,¥100,圆满完成,,手机页面调整,直接雇佣￥ 100,￥ 100,任务编号：1037792,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1037793/,66人,1人,¥300,圆满完成,,手机页面开发,直接雇佣￥ 300,￥ 300,任务编号：1037793,0-88.csv,,
【其他网站】二次开发，谈好了,https://task.epwk.com/1037835/,53人,1人,"¥1,500",圆满完成,,二次开发，谈好了,直接雇佣￥ 1500,￥ 1500,任务编号：1037835,0-88.csv,,
【门户网站】风险检查频次-领导督办-督办业务变更,https://task.epwk.com/1037984/,69人,1人,"¥5,000",圆满完成,,风险检查频次-领导督办-督办业务变更,直接雇佣￥ 5000,￥ 5000,任务编号：1037984,0-88.csv,,
【包装设计】【ZXD】包装设计,https://task.epwk.com/1038041/,85人,1人,¥500,圆满完成,,【ZXD】包装设计,直接雇佣￥ 500,￥ 500,任务编号：1038041,0-88.csv,,
【排版设计】产品设计,https://task.epwk.com/1038133/,135人,1人,¥200,圆满完成,,产品设计,直接雇佣￥ 200,￥ 200,任务编号：1038133,0-88.csv,,
【产品原型设计】图片设计,https://task.epwk.com/1038311/,87人,1人,¥160,圆满完成,,图片设计,直接雇佣￥ 160,￥ 160,任务编号：1038311,0-88.csv,,
【APP开发】仓储管理相关小程序开发,https://task.epwk.com/1038316/,125人,1人,"¥8,000",圆满完成,,仓储管理相关小程序开发,直接雇佣￥ 8000,￥ 8000,任务编号：1038316,0-88.csv,,
【网站二次开发】网站新增需求,https://task.epwk.com/1038317/,53人,1人,"¥2,000",圆满完成,,网站新增需求,直接雇佣￥ 2000,￥ 2000,任务编号：1038317,0-88.csv,,
【VI设计】网页设计,https://task.epwk.com/1038322/,76人,1人,¥400,圆满完成,,网页设计,直接雇佣￥ 400,￥ 400,任务编号：1038322,0-88.csv,,
【APP界面设计】15寸触摸屏UI设计,https://task.epwk.com/1038592/,98人,1人,"¥1,800",圆满完成,,15寸触摸屏UI设计,直接雇佣￥ 1800,￥ 1800,任务编号：1038592,0-88.csv,,
【其他网站】仿制网站加数据采集,https://task.epwk.com/1038611/,138人,1人,"¥10,000",圆满完成,,仿制网站加数据采集,直接雇佣￥ 10000,￥ 10000,任务编号：1038611,0-88.csv,,
【游戏其他】修改登录器的请求地址,https://task.epwk.com/1038813/,71人,1人,"¥1,500",圆满完成,,修改登录器的请求地址,直接雇佣￥ 1500,￥ 1500,任务编号：1038813,0-88.csv,,
【LOGO设计】公司LOGO设计,https://task.epwk.com/1039043/,79人,1人,"¥4,500",圆满完成,,公司LOGO设计,直接雇佣￥ 4500,￥ 4500,任务编号：1039043,0-88.csv,,
【小程序开发】原系统商城对接付呗接口,https://task.epwk.com/1039195/,87人,1人,"¥2,500",圆满完成,,原系统商城对接付呗接口,直接雇佣￥ 2500,￥ 2500,任务编号：1039195,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1039242/,65人,1人,"¥1,980",圆满完成,,LOGO设计,直接雇佣￥ 1980,￥ 1980,任务编号：1039242,0-88.csv,,
【包装设计】墨雨包装设计包装,https://task.epwk.com/1039243/,57人,1人,"¥1,000",圆满完成,,墨雨包装设计包装,直接雇佣￥ 1000,￥ 1000,任务编号：1039243,0-88.csv,,
【海报设计】餐饮娱乐休闲旅游医疗金融房产超市科技多媒体海报广告设计,https://task.epwk.com/1039252/,87人,1人,¥500,圆满完成,,餐饮娱乐休闲旅游医疗金融房产超市科技多媒体海报广告设计,直接雇佣￥ 500,￥ 500,任务编号：1039252,0-88.csv,,
【宣传册设计】双折页产品公司宣传册杂志内刊会刊彩页设计三折页封套设计,https://task.epwk.com/1039253/,69人,1人,¥800,圆满完成,,双折页产品公司宣传册杂志内刊会刊彩页设计三折页封套设计,直接雇佣￥ 800,￥ 800,任务编号：1039253,0-88.csv,,
【其他宣传品设计】墨雨定制个人公司名片会员卡购物卡片工牌卡片设计制作,https://task.epwk.com/1039256/,55人,1人,"¥1,000",圆满完成,,墨雨定制个人公司名片会员卡购物卡片工牌卡片设计制作,直接雇佣￥ 1000,￥ 1000,任务编号：1039256,0-88.csv,,
【嵌入式软件】接口3.0升级,https://task.epwk.com/1039328/,123人,1人,"¥4,000",圆满完成,,接口3.0升级,直接雇佣￥ 4000,￥ 4000,任务编号：1039328,0-88.csv,,
【书籍装帧】书本装帧排版设计,https://task.epwk.com/1039569/,73人,1人,"¥7,600",圆满完成,,书本装帧排版设计,直接雇佣￥ 7600,￥ 7600,任务编号：1039569,0-88.csv,,
【包装设计】包装设计  商品外包装设计,https://task.epwk.com/1039591/,56人,1人,"¥5,600",圆满完成,,包装设计  商品外包装设计,直接雇佣￥ 5600,￥ 5600,任务编号：1039591,0-88.csv,,
【小程序开发】微信“水都随手拍”小程序积分商城模块开发,https://task.epwk.com/1039615/,108人,1人,"¥2,000",圆满完成,,微信“水都随手拍”小程序积分商城模块开发,直接雇佣￥ 2000,￥ 2000,任务编号：1039615,0-88.csv,,
【VR场景】3D建模渲染三维IP,https://task.epwk.com/1039626/,165人,1人,¥100,圆满完成,,3D建模渲染三维IP,直接雇佣￥ 100,￥ 100,任务编号：1039626,0-88.csv,,
【抖音代运营】提升短视频渠道加粉账户关注及曝光率,https://task.epwk.com/1039720/,31人,1人,"¥3,000",圆满完成,,提升短视频渠道加粉账户关注及曝光率,直接雇佣￥ 3000,￥ 3000,任务编号：1039720,0-88.csv,,
【抖音代运营】制定短视频渠道代运营营销策略,https://task.epwk.com/1039721/,30人,1人,"¥5,000",圆满完成,,制定短视频渠道代运营营销策略,直接雇佣￥ 5000,￥ 5000,任务编号：1039721,0-88.csv,,
【抖音代运营】短视频渠道加粉短视频的设计和创作,https://task.epwk.com/1039722/,41人,1人,"¥5,000",圆满完成,,短视频渠道加粉短视频的设计和创作,直接雇佣￥ 5000,￥ 5000,任务编号：1039722,0-88.csv,,
【抖音代运营】协调短视频平台认证自媒体和KOI资源,https://task.epwk.com/1039724/,50人,1人,"¥10,000",圆满完成,,协调短视频平台认证自媒体和KOI资源,直接雇佣￥ 10000,￥ 10000,任务编号：1039724,0-88.csv,,
【抖音代运营】管理优化短视频平台社群,https://task.epwk.com/1039725/,30人,1人,"¥2,600",圆满完成,,管理优化短视频平台社群,直接雇佣￥ 2600,￥ 2600,任务编号：1039725,0-88.csv,,
【抖音代运营】短视频平台认证各项运营活动,https://task.epwk.com/1039726/,30人,1人,"¥3,200",圆满完成,,短视频平台认证各项运营活动,直接雇佣￥ 3200,￥ 3200,任务编号：1039726,0-88.csv,,
【抖音代运营】短视频渠道代运营粉丝管理,https://task.epwk.com/1039727/,34人,1人,"¥1,000",圆满完成,,短视频渠道代运营粉丝管理,直接雇佣￥ 1000,￥ 1000,任务编号：1039727,0-88.csv,,
【抖音代运营】短视频平台广告投放,https://task.epwk.com/1039728/,110人,1人,"¥5,000",圆满完成,,短视频平台广告投放,直接雇佣￥ 5000,￥ 5000,任务编号：1039728,0-88.csv,,
【抖音代运营】短视频平台直播,https://task.epwk.com/1039729/,136人,1人,"¥8,000",圆满完成,,短视频平台直播,直接雇佣￥ 8000,￥ 8000,任务编号：1039729,0-88.csv,,
【三维动画】科普类信息流动画,https://task.epwk.com/1039731/,28人,1人,"¥1,000",圆满完成,,科普类信息流动画,直接雇佣￥ 1000,￥ 1000,任务编号：1039731,0-88.csv,,
【三维动画】3d动画短视频外包制作,https://task.epwk.com/1039732/,21人,1人,"¥1,000",圆满完成,,3d动画短视频外包制作,直接雇佣￥ 1000,￥ 1000,任务编号：1039732,0-88.csv,,
【三维动画】三维动画建模,https://task.epwk.com/1039733/,40人,1人,"¥5,000",圆满完成,,三维动画建模,直接雇佣￥ 5000,￥ 5000,任务编号：1039733,0-88.csv,,
【三维动画】救护车三维动画制作,https://task.epwk.com/1039734/,29人,1人,"¥8,000",圆满完成,,救护车三维动画制作,直接雇佣￥ 8000,￥ 8000,任务编号：1039734,0-88.csv,,
【三维动画】需要三维动画建模,https://task.epwk.com/1039737/,416人,1人,"¥20,000",圆满完成,,需要三维动画建模,直接雇佣￥ 20000,￥ 20000,任务编号：1039737,0-88.csv,,
【三维动画】三维动画后期制作,https://task.epwk.com/1039738/,135人,1人,"¥8,000",圆满完成,,三维动画后期制作,直接雇佣￥ 8000,￥ 8000,任务编号：1039738,0-88.csv,,
【动画制作】MG动画制作,https://task.epwk.com/1039739/,30人,1人,"¥1,000",圆满完成,,MG动画制作,直接雇佣￥ 1000,￥ 1000,任务编号：1039739,0-88.csv,,
【动画制作】制作手机开机动画5S,https://task.epwk.com/1039740/,26人,1人,"¥3,000",圆满完成,,制作手机开机动画5S,直接雇佣￥ 3000,￥ 3000,任务编号：1039740,0-88.csv,,
【动画制作】交通行业一分半简单MG视频制作,https://task.epwk.com/1039763/,36人,1人,"¥2,500",圆满完成,,交通行业一分半简单MG视频制作,直接雇佣￥ 2500,￥ 2500,任务编号：1039763,0-88.csv,,
【动画制作】Flash动画制作，儿童教育课程,https://task.epwk.com/1039764/,31人,1人,"¥2,000",圆满完成,,Flash动画制作，儿童教育课程,直接雇佣￥ 2000,￥ 2000,任务编号：1039764,0-88.csv,,
【动画制作】食用菌动画制作,https://task.epwk.com/1039765/,25人,1人,"¥5,000",圆满完成,,食用菌动画制作,直接雇佣￥ 5000,￥ 5000,任务编号：1039765,0-88.csv,,
【动画制作】3D游戏角色的骨骼绑定和动画制作,https://task.epwk.com/1039767/,74人,1人,"¥10,000",圆满完成,,3D游戏角色的骨骼绑定和动画制作,直接雇佣￥ 10000,￥ 10000,任务编号：1039767,0-88.csv,,
【动画制作】游戏动画视频制作,https://task.epwk.com/1039768/,341人,1人,"¥20,000",圆满完成,,游戏动画视频制作,直接雇佣￥ 20000,￥ 20000,任务编号：1039768,0-88.csv,,
【动画制作】插画动画制作,https://task.epwk.com/1039769/,41人,1人,"¥3,000",圆满完成,,插画动画制作,直接雇佣￥ 3000,￥ 3000,任务编号：1039769,0-88.csv,,
